"x" "y" "bayes" "MIG"
-1.66702799573321 -3.77121020685651 1 98.2143
1.13347060187521 0.66799161701256 1 89.4213
-4.71974105898652 0.259507046196932 1 94.7313
3.9621940372785 -2.20665168060174 1 84.2413
-1.30630449139988 7.10414124241289 1 101.7913
1.0708650775539 4.25957834626343 1 101.7913
5.92432427995063 -0.998155236772057 1 89.4213
1.00521754435312 2.4374352861578 1 89.4213
-5.23155950936148 1.20654723188935 1 94.7313
2.31748917567788 -3.06391814718643 1 108.8513
-1.30189070775954 0.0652514338209895 1 108.8513
1.01544400301975 5.05591618718884 1 86.8313
4.28629395446271 -2.166026454437 1 89.4213
1.37845528402116 1.63130652133269 1 77.0513
3.70964275413194 -3.27265898089686 1 89.4213
-5.18824311375075 1.59776093578093 1 128.2813
1.31943061543491 2.42039393681756 1 89.4213
-6.57136980530855 2.73746391536034 1 107.1013
0.953397251121033 -1.02358742901156 1 96.4813
-1.15049685803078 -6.56385613390026 1 82.3613
-1.51394940657323 -0.181424229614159 1 115.9113
1.40021428181088 -1.52279234600689 1 98.2143
-5.13901251928251 -4.41616810284753 1 107.1013
-5.68191027883325 0.273639155753304 1 107.1013
-0.72252217588167 -0.719818756648704 1 128.2813
-0.809004962186591 1.3136535815881 1 108.8513
-5.50584545973551 0.270274503522955 1 94.7313
-1.88662860671545 -8.10442655141614 1 94.7313
-5.39006521780579 3.6087489626571 1 114.1613
-1.35342023685244 -0.943918126373396 1 108.8513
-6.29316557427761 -2.28289701822325 1 94.7313
1.61032231350209 -5.21596453509789 1 128.2813
1.94670165115185 1.1723425368257 1 89.4213
0.67458877323013 -1.86647463120267 1 71.7243
-2.43079656182682 2.5561283384943 1 82.3613
-5.62544804608682 2.14283796341753 1 94.7313
-5.12766611195925 -2.91060298897299 1 114.1613
1.68526585043587 -5.48224689423104 1 96.4813
2.695758521829 0.338206047414672 1 77.0513
3.4255195350974 -2.50719173836097 1 89.4213
-1.66251002734064 1.32647618195994 1 130.0143
-1.02713798922018 2.72342241640384 1 89.4213
0.168894256556806 3.44948217037964 1 89.4213
-0.538178642241491 0.602789778215853 1 82.3613
2.01844122388269 1.20844137524024 1 89.4213
3.55915198590106 2.94465920466585 1 86.8313
1.87627838825242 3.69806076442118 1 89.4213
4.34599344585683 -2.09586129473156 1 77.0513
0.874384048857477 2.34990453631552 1 89.4213
-3.128577385837 0.819554445670786 1 82.3613
-2.857190409086 2.29906250255955 1 128.2813
-5.23155950936148 1.20654723188935 1 94.7313
-0.723981504638188 4.33755632703057 1 101.7913
-3.14585250218591 -1.36655974146573 1 128.2813
-3.128577385837 0.819554445670785 1 82.3613
2.1372570828977 -2.7201705058393 1 108.8513
1.94670165115185 1.1723425368257 1 89.4213
-0.283243018815097 -2.08039389957122 1 128.2813
-1.28628424432751 3.08732447564724 1 108.8513
1.98428403484073 -5.86112575008475 1 115.9113
-0.518344541996455 -0.551958823341892 1 108.8513
-1.49179556187856 2.56322473476022 1 108.8513
0.885591873179559 -3.85095542099531 1 108.8513
-4.71974105898649 0.259507046197 1 94.7313
-2.87079734295763 2.26354657960518 1 128.2813
-4.63853881403269 -0.640024139112185 1 107.1013
-6.67428341402968 1.14996179120239 1 107.1013
-4.8443848568279 2.33687182269676 1 101.7913
1.37845528402116 1.63130652133269 1 77.0513
2.14452358061902 1.10632871691121 1 89.4213
1.26098695342596 0.786593067962679 1 108.8513
1.94670165115185 1.1723425368257 1 89.4213
-4.26774908434084 -0.566480928835624 1 79.7713
-2.34247987389785 -0.642251584332977 1 94.7313
-3.86386687109799 1.93755191656908 1 128.2813
-1.94438279086694 -4.92535574625172 1 94.7313
1.00521754435312 2.43743528615781 1 89.4213
-0.936479508148216 -0.298620034812051 1 108.8513
2.4777817671944 2.83989966212444 1 77.0513
3.10396773663272 -0.397915056621369 1 86.8313
-0.644353878909296 0.110875732310506 1 82.3613
3.31426364746588 -3.34625119750525 1 89.4213
-1.16208578613119 -0.146059038619221 1 108.8513
-5.6311170091196 1.38402443841413 1 121.2213
-1.78972001772757 1.79494309728098 1 82.3613
2.0570602957972 3.80931021630508 1 89.4213
-0.558808190273141 1.78347724884864 1 108.8513
4.55575594197315 -2.67146830035359 1 77.0513
2.68456538905783 -0.217086701775888 1 77.0513
-1.14911363488748 3.28151249942472 1 89.4213
2.90204343809233 -4.29751843680662 1 96.4813
2.40512134408743 0.630373130257527 1 77.0513
1.98428403484073 -5.86112575008475 1 115.9113
0.0551310339662023 0.143882465503879 1 108.8513
-0.0137235618964869 -1.57873484066645 1 69.9913
-6.57136980530855 2.73746391536034 1 107.1013
-4.08687299487641 0.318912620286054 1 128.2813
1.25921633450759 -2.16307613152469 1 76.9903
0.168894256556805 3.44948217037964 1 89.4213
0.874384048857476 2.34990453631552 1 89.4213
1.31943061543491 2.42039393681756 1 89.4213
5.91138609811495 -0.985484109628195 1 86.8313
0.168894256556805 3.44948217037964 1 89.4213
1.42005407844114 -4.77373426180021 1 115.9113
-4.51600493120116 -0.162174663629623 1 94.7313
1.46538094689082 0.761120378197578 1 89.4213
-2.78562644840761 -8.99154319888853 1 94.7313
-2.39287281355311 3.75988450590771 1 79.7713
-2.19396144639967 1.15781049761261 1 108.8513
-7.22273699251928 -0.612644900305531 1 107.1013
-0.719117729156085 4.6759714325092 1 89.4213
-3.4022635626651 -8.23262879518923 1 104.5113
-2.09136960779728 -0.281298035417943 1 96.4813
1.63740487239402 -5.19117684500247 1 128.2813
0.613654930941148 -0.00314489577277361 1 108.8513
-1.83983817536281 1.2999633325109 1 108.8513
1.43750448039261 -4.54386173084969 1 128.2813
-6.85498532439216 -1.22371414929279 1 107.1013
-1.23492281720766 -2.85733155902836 1 92.1413
-0.13671847339434 3.15975905654579 1 89.4213
2.25119194702302 1.76089988601039 1 86.8313
0.71451861083758 -1.92165763623735 1 71.7243
-4.88092404158476 -5.21290619933836 1 93.8743
-4.40224241870226 1.90809833974435 1 94.7313
-2.55733519261269 -1.06812685789613 1 84.0943
-2.74802277603192 2.60803556738486 1 140.6513
0.874384048857476 2.34990453631552 1 89.4213
0.829838649471335 0.510199325215161 1 89.4213
0.37587754033089 -0.172741332442687 1 108.8513
2.42955883587347 -0.658427293805843 1 89.4213
-1.49179556187856 2.56322473476023 1 108.8513
-1.44595803315721 -8.19615390826105 1 101.7913
2.0862773869474 1.3986907646746 1 89.4213
-0.0448868042123102 5.68374997569483 1 101.7913
0.168894256556806 3.44948217037964 1 89.4213
-7.06471984062538 4.1260935210683 1 104.5113
3.74694810705747 -1.31413497345667 1 63.8243
0.521220094629225 0.0179775563499829 1 108.8513
-0.672403612082135 1.40322126334389 1 108.8513
-6.67428341402968 1.14996179120239 1 107.1013
-1.49179556187856 2.56322473476023 1 108.8513
0.875898269839163 7.58012921760208 1 101.7913
0.447933611139861 0.154126447024271 1 108.8513
0.218314111349266 -0.0497017615576871 1 108.8513
6.00228005953069 -1.45894880087929 1 74.4613
0.455601757934837 -2.91127540446181 1 128.2813
2.40315800558399 1.48039598726708 1 89.4213
0.613654930941146 -0.00314489577277328 1 108.8513
2.06366046501093 -2.39496065076241 1 96.4813
1.87627838825242 3.69806076442118 1 89.4213
1.87627838825242 3.69806076442118 1 89.4213
2.44565106950141 6.26901734275422 1 99.2013
