"SRL" "MIG" "GMax" "GMin" "SCI" "RCI" "GER" "MSM*"
"1" 99 402.7 892.7 92.9 0.916666666666667 -306.767676767677 0.612653163290823 0.230692823441768
"2" 99 651.7 892.7 92.9 0.75 -558.282828282828 0.301325331332833 0.14255025318398
"3" 99 643.8 892.7 92.9 0.666666666666667 -550.30303030303 0.311202800700175 0.144299471885679
"4" 99 472.7 892.7 92.9 0.833333333333333 -377.474747474747 0.525131282820705 0.196530569071293
"5" 99 248.1 892.7 92.9 0.75 -150.606060606061 0.805951487871968 0.374445787988714
"6" 99 515.7 892.7 92.9 0.666666666666667 -420.909090909091 0.47136784196049 0.18014349427962
"7" 99 386.5 892.7 92.9 0.666666666666667 -290.40404040404 0.632908227056764 0.240362225097025
"8" 99 639.3 892.7 92.9 0.75 -545.757575757576 0.316829207301825 0.145315188487408
"9" 99 295.6 892.7 92.9 0.666666666666667 -198.585858585859 0.746561640410103 0.314276048714479
"10" 99 775.5 892.7 92.9 0.833333333333333 -683.333333333333 0.14653663415854 0.119793681495809
"11" 99 435 892.7 92.9 0.583333333333333 -339.393939393939 0.572268067016754 0.213563218390805
"12" 99 634.1 892.7 92.9 0.666666666666667 -540.50505050505 0.323330832708177 0.146506860116701
"13" 99 633.5 892.7 92.9 0.666666666666667 -539.89898989899 0.324081020255064 0.146645619573796
"14" 99 178.3 892.7 92.9 0.833333333333333 -80.10101010101 0.893223305826457 0.52103196859226
"15" 99 664.1 892.7 92.9 0.75 -570.808080808081 0.285821455363841 0.139888570998344
"16" 99 458.1 892.7 92.9 0.583333333333333 -362.727272727273 0.543385846461615 0.202794149748963
"17" 99 740.3 892.7 92.9 0.75 -647.777777777778 0.190547636909227 0.125489666351479
"18" 99 373.1 892.7 92.9 0.666666666666667 -276.868686868687 0.649662415603901 0.248994907531493
"19" 99 711.7 892.7 92.9 0.75 -618.888888888889 0.226306576644161 0.130532527750457
"20" 99 635.5 892.7 92.9 0.75 -541.919191919192 0.321580395098775 0.14618410700236
"21" 99 314.4 892.7 92.9 0.666666666666667 -217.575757575757 0.723055763940985 0.295483460559796
"22" 99 867.9 892.7 92.9 0.916666666666667 -776.666666666667 0.0310077519379844 0.107039981564696
"23" 99 298.8 892.7 92.9 0.666666666666667 -201.818181818182 0.74256064016004 0.31091030789826
"24" 99 730.4 892.7 92.9 0.75 -637.777777777778 0.202925731432858 0.127190580503834
"25" 99 494.3 892.7 92.9 0.583333333333333 -399.292929292929 0.498124531132783 0.18794254501315
"26" 99 530.3 892.7 92.9 0.75 -435.656565656566 0.45311327831958 0.175183858193475
"27" 99 723.1 892.7 92.9 0.75 -630.40404040404 0.212053013253313 0.128474623150325
"28" 99 797.9 892.7 92.9 0.833333333333333 -705.959595959596 0.118529632408102 0.116430630404813
"29" 99 424.3 892.7 92.9 0.583333333333333 -328.585858585858 0.585646411602901 0.218948856940844
"30" 99 785.5 892.7 92.9 0.833333333333333 -693.434343434343 0.134033508377094 0.118268618714195
"31" 99 645.5 892.7 92.9 0.666666666666667 -552.020202020202 0.309077269317329 0.143919442292796
"32" 99 429.3 892.7 92.9 0.666666666666667 -333.636363636364 0.579394848712178 0.216398788725833
"33" 99 643.8 892.7 92.9 0.666666666666667 -550.30303030303 0.311202800700175 0.144299471885679
"34" 99 244.3 892.7 92.9 0.75 -146.767676767677 0.810702675668917 0.380270159639787
"35" 99 305.2 892.7 92.9 0.583333333333333 -208.282828282828 0.734558639659915 0.304390563564876
"36" 99 450.3 892.7 92.9 0.75 -354.848484848485 0.553138284571143 0.206306906506773
"37" 99 867.9 892.7 92.9 0.916666666666667 -776.666666666667 0.0310077519379844 0.107039981564696
"38" 99 453.1 892.7 92.9 0.75 -357.676767676768 0.549637409352338 0.205032001765615
"39" 99 440.5 892.7 92.9 0.666666666666667 -344.949494949495 0.565391347836959 0.210896708286039
"40" 99 724.1 892.7 92.9 0.75 -631.414141414141 0.210802700675169 0.128297196519818
"41" 99 740.3 892.7 92.9 0.833333333333333 -647.777777777778 0.190547636909227 0.125489666351479
"42" 99 588.9 892.7 92.9 0.583333333333333 -494.848484848485 0.37984496124031 0.157751740533198
"43" 99 468.5 892.7 92.9 0.75 -373.232323232323 0.530382595648912 0.1982924226254
"44" 99 666.1 892.7 92.9 0.75 -572.828282828283 0.283320830207552 0.139468548266026
"45" 99 172.8 892.7 92.9 0.75 -74.5454545454545 0.900100025006252 0.537615740740741
"46" 99 456.6 892.7 92.9 0.75 -361.212121212121 0.545261315328832 0.203460359176522
"47" 99 252.7 892.7 92.9 0.833333333333333 -155.252525252525 0.800200050012503 0.367629600316581
"48" 99 396.5 892.7 92.9 0.666666666666667 -300.50505050505 0.620405101275319 0.234300126103405
"49" 99 571.7 892.7 92.9 0.666666666666667 -477.474747474747 0.401350337584396 0.162497813538569
"50" 99 586.9 892.7 92.9 0.666666666666667 -492.828282828283 0.382345586396599 0.15828931674902
"51" 99 557.2 892.7 92.9 0.666666666666667 -462.828282828283 0.419479869967492 0.166726489590811
"52" 99 726.9 892.7 92.9 0.75 -634.242424242424 0.207301825456364 0.127802999037006
"53" 99 383.1 892.7 92.9 0.666666666666667 -286.969696969697 0.637159289822456 0.242495432002088
"54" 99 745.5 892.7 92.9 0.833333333333333 -653.030303030303 0.184046011502876 0.124614352783367
"55" 99 730.3 892.7 92.9 0.75 -637.676767676768 0.203050762690673 0.127207996713679
"56" 99 708.3 892.7 92.9 0.75 -615.454545454545 0.230557639409852 0.131159113370041
"57" 99 655.9 892.7 92.9 0.75 -562.525252525252 0.296074018504626 0.141637444732429
"58" 99 593.1 892.7 92.9 0.75 -499.090909090909 0.374593648412103 0.156634631596695
"59" 99 522.1 892.7 92.9 0.75 -427.373737373737 0.463365841460365 0.177935261444168
"60" 99 459.3 892.7 92.9 0.75 -363.939393939394 0.541885471367842 0.202264315262356
"61" 99 589.3 892.7 92.9 0.583333333333333 -495.252525252525 0.379344836209052 0.157644663159681
"62" 99 466.5 892.7 92.9 0.833333333333333 -371.212121212121 0.532883220805201 0.19914255091104
"63" 99 232.8 892.7 92.9 0.583333333333333 -135.151515151515 0.825081270317579 0.399054982817869
"64" 99 810.3 892.7 92.9 0.833333333333333 -718.484848484848 0.10302575643911 0.114648895470813
"65" 99 639.3 892.7 92.9 0.833333333333333 -545.757575757576 0.316829207301825 0.145315188487408
"66" 99 506.9 892.7 92.9 0.583333333333333 -412.020202020202 0.482370592648162 0.183270862102979
"67" 99 874.1 892.7 92.9 0.916666666666667 -782.929292929293 0.0232558139534884 0.106280745910079
"68" 99 670.3 892.7 92.9 0.75 -577.070707070707 0.278069517379345 0.138594659107862
"69" 99 402.7 892.7 92.9 0.833333333333333 -306.767676767677 0.612653163290823 0.230692823441768
"70" 99 701.9 892.7 92.9 0.833333333333333 -608.989898989899 0.238559639909977 0.132355036329962
"71" 99 497.3 892.7 92.9 0.75 -402.323232323232 0.49437359339835 0.186808767343656
"72" 99 395.5 892.7 92.9 0.75 -299.494949494949 0.621655413853463 0.234892541087231
"73" 99 728.9 892.7 92.9 0.75 -636.262626262626 0.204801200300075 0.127452325421869
"74" 99 627.4 892.7 92.9 0.75 -533.737373737374 0.331707926981745 0.148071405801721
"75" 99 718 892.7 92.9 0.75 -625.252525252525 0.21842960740185 0.129387186629526
"76" 99 374.1 892.7 92.9 0.666666666666667 -277.878787878788 0.648412103025756 0.248329323710238
"77" 99 306.5 892.7 92.9 0.583333333333333 -209.59595959596 0.732933233308327 0.303099510603589
"78" 99 302.8 892.7 92.9 0.75 -205.858585858586 0.737559389847462 0.306803170409511
"79" 99 385.9 892.7 92.9 0.75 -289.79797979798 0.633658414603651 0.240735941953874
"80" 99 450.3 892.7 92.9 0.666666666666667 -354.848484848485 0.553138284571143 0.206306906506773
"81" 99 643.5 892.7 92.9 0.666666666666667 -550 0.311577894473618 0.144366744366744
"82" 99 402.7 892.7 92.9 0.833333333333333 -306.767676767677 0.612653163290823 0.230692823441768
"83" 99 604.3 892.7 92.9 0.75 -510.40404040404 0.360590147536884 0.153731590269734
"84" 99 528.6 892.7 92.9 0.666666666666667 -433.939393939394 0.455238809702426 0.175747256905032
"85" 99 689.5 892.7 92.9 0.833333333333333 -596.464646464646 0.25406351587897 0.134735315445975
"86" 99 666.5 892.7 92.9 0.666666666666667 -573.232323232323 0.282820705176294 0.139384846211553
"87" 99 517.9 892.7 92.9 0.75 -423.131313131313 0.468617154288572 0.179378258351033
"88" 99 579.5 892.7 92.9 0.666666666666667 -485.353535353535 0.391597899474869 0.160310612597066
"89" 99 380.4 892.7 92.9 0.75 -284.242424242424 0.640535133783446 0.244216614090431
"90" 99 278.9 892.7 92.9 0.583333333333333 -181.717171717172 0.767441860465116 0.333094299031911
"91" 99 372 892.7 92.9 0.5 -275.757575757576 0.65103775943986 0.249731182795699
"92" 99 389.3 892.7 92.9 0.666666666666667 -293.232323232323 0.629407351837959 0.238633444644233
"93" 99 639.3 892.7 92.9 0.833333333333333 -545.757575757576 0.316829207301825 0.145315188487408
"94" 99 376.6 892.7 92.9 0.583333333333333 -280.40404040404 0.645286321580395 0.246680828465215
"95" 99 493.5 892.7 92.9 0.666666666666667 -398.484848484848 0.499124781195299 0.188247213779129
"96" 99 452.8 892.7 92.9 0.666666666666667 -357.373737373737 0.550012503125782 0.205167844522968
"97" 99 241.9 892.7 92.9 0.666666666666667 -144.343434343434 0.813703425856464 0.384042992972303
"98" 99 645.5 892.7 92.9 0.75 -552.020202020202 0.309077269317329 0.143919442292796
"99" 99 378.1 892.7 92.9 0.666666666666667 -281.919191919192 0.643410852713178 0.245702195186459
"100" 99 312.1 892.7 92.9 0.75 -215.252525252525 0.725931482870718 0.297661006087792
"101" 99 804.1 892.7 92.9 0.833333333333333 -712.222222222222 0.110777694423606 0.115532893918667
"102" 99 439 892.7 92.9 0.5 -343.434343434343 0.567266816704176 0.211617312072893
"103" 99 374.1 892.7 92.9 0.75 -277.878787878788 0.648412103025756 0.248329323710238
"104" 99 655.5 892.7 92.9 0.833333333333333 -562.121212121212 0.296574143535884 0.141723874904653
"105" 99 495.5 892.7 92.9 0.583333333333333 -400.50505050505 0.49662415603901 0.187487386478305
"106" 99 678.5 892.7 92.9 0.833333333333333 -585.353535353535 0.26781695423856 0.136919675755343
"107" 99 708.3 892.7 92.9 0.75 -615.454545454545 0.230557639409852 0.131159113370041
"108" 99 326.5 892.7 92.9 0.666666666666667 -229.79797979798 0.707926981745436 0.284532924961715
"109" 99 300.9 892.7 92.9 0.583333333333333 -203.939393939394 0.739934983745937 0.308740445330675
"110" 99 584.2 892.7 92.9 0.666666666666667 -490.10101010101 0.385721430357589 0.159020883259158
"111" 99 524.1 892.7 92.9 0.833333333333333 -429.393939393939 0.460865216304076 0.17725624880748
"112" 99 390.3 892.7 92.9 0.75 -294.242424242424 0.628157039259815 0.238022034332565
"113" 99 507.9 892.7 92.9 0.75 -413.030303030303 0.481120280070018 0.182910021657807
"114" 99 430.8 892.7 92.9 0.666666666666667 -335.151515151515 0.577519379844961 0.215645311049211
"115" 99 770.3 892.7 92.9 0.833333333333333 -678.080808080808 0.153038259564891 0.120602362715825
"116" 99 581.5 892.7 92.9 0.75 -487.373737373737 0.38909727431858 0.159759243336199
"117" 99 661.1 892.7 92.9 0.916666666666667 -567.777777777778 0.289572393098275 0.140523370140675
"118" 99 744.3 892.7 92.9 0.916666666666667 -651.818181818182 0.185546386596649 0.124815262662905
"119" 99 439.9 892.7 92.9 0.583333333333333 -344.343434343434 0.566141535383846 0.211184360081837
"120" 99 505.9 892.7 92.9 0.666666666666667 -411.010101010101 0.483620905226307 0.183633129076893
"121" 99 602.7 892.7 92.9 0.75 -508.787878787879 0.362590647661915 0.154139704662353
"122" 99 245.1 892.7 92.9 0.666666666666667 -147.575757575758 0.809702425606402 0.379028967768258
"123" 99 517.7 892.7 92.9 0.75 -422.929292929293 0.468867216804201 0.179447556499903
"124" 99 675.5 892.7 92.9 0.75 -582.323232323232 0.271567891972993 0.137527757216876
"125" 99 740.3 892.7 92.9 0.833333333333333 -647.777777777778 0.190547636909227 0.125489666351479
"126" 99 454.1 892.7 92.9 0.75 -358.686868686869 0.548387096774194 0.204580488879102
"127" 99 367.7 892.7 92.9 0.75 -271.414141414141 0.656414103525881 0.252651618166984
"128" 99 299.5 892.7 92.9 0.666666666666667 -202.525252525252 0.741685421355339 0.310183639398998
"129" 99 668.3 892.7 92.9 0.833333333333333 -575.050505050505 0.280570142535634 0.139009426904085
"130" 99 790.7 892.7 92.9 0.833333333333333 -698.686868686868 0.127531882970743 0.117490830909321
"131" 99 390.3 892.7 92.9 0.833333333333333 -294.242424242424 0.628157039259815 0.238022034332565
"132" 99 529.3 892.7 92.9 0.666666666666667 -434.646464646464 0.454363590897724 0.175514830908747
"133" 99 510.3 892.7 92.9 0.583333333333333 -415.454545454545 0.478119529882471 0.182049774642367
"134" 99 796.9 892.7 92.9 0.833333333333333 -704.949494949495 0.119779944986246 0.116576734847534
"135" 99 731.9 892.7 92.9 0.833333333333333 -639.292929292929 0.201050262565642 0.12692990845744
"136" 99 380.3 892.7 92.9 0.666666666666667 -284.141414141414 0.64066016504126 0.244280830922956
"137" 99 292.3 892.7 92.9 0.666666666666667 -195.252525252525 0.750687671917979 0.317824153267191
"138" 99 588.4 892.7 92.9 0.75 -494.343434343434 0.380470117529382 0.157885791978246
"139" 99 764.1 892.7 92.9 0.833333333333333 -671.818181818182 0.160790197549387 0.1215809449025
"140" 99 439.5 892.7 92.9 0.75 -343.939393939394 0.566641660415104 0.211376564277588
"141" 99 746.5 892.7 92.9 0.833333333333333 -654.040404040404 0.182795698924731 0.124447421299397
"142" 99 460.3 892.7 92.9 0.75 -364.949494949495 0.540635158789697 0.201824896806431
"143" 99 784.5 892.7 92.9 0.833333333333333 -692.424242424242 0.135283820955239 0.118419375398343
"144" 99 657.9 892.7 92.9 0.75 -564.545454545455 0.293573393348337 0.141206870345037
"145" 99 682.7 892.7 92.9 0.916666666666667 -589.595959595959 0.262565641410353 0.136077339973634
"146" 99 498.3 892.7 92.9 0.583333333333333 -403.333333333333 0.493123280820205 0.186433875175597
"147" 99 664.1 892.7 92.9 0.75 -570.808080808081 0.285821455363841 0.139888570998344
"148" 99 458.3 892.7 92.9 0.75 -362.929292929293 0.543135783945986 0.202705651320096
"149" 99 567.5 892.7 92.9 0.666666666666667 -473.232323232323 0.406601650412603 0.163700440528634
"150" 99 530.3 892.7 92.9 0.833333333333333 -435.656565656566 0.45311327831958 0.175183858193475
