Iteration	Posterior	Likelihood	Prior	alpha_data_bin	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	rates_data_bin[1]	rates_data_bin[2]	rates_data_bin[3]	rates_data_bin[4]	tree_length
45050	-803.624	-817.927	14.3028	2.65653	14.02654	0.0116692	0.0506151	0.00668097	0.0209017	0.0875825	0.00364049	0.0385395	0.0761414	0.0234538	0.0596111	0.0267295	0.0252872	0.0217455	0.00194006	0.0175931	0.00674386	0.0883485	0.0920721	0.0556284	0.0748227	0.119399	0.190825	0.0524822	0.0700337	0.05754	0.0270127	0.0808041	0.0891577	0.0618058	0.0930424	0.00380264	0.0883514	0.176525	0.0222134	0.18671	0.186872	0.0598405	0.360812	0.710544	1.0802	1.84844	2.356165
45060	-804.207	-817.291	13.084	2.542182	17.21087	0.028232	0.066152	0.0212373	0.0117511	0.0681994	0.00640139	0.0274678	0.0205387	0.0200073	0.124496	0.0369467	0.0172864	0.0248295	0.000317927	0.0213646	0.0222748	0.135437	0.0831043	0.0529944	0.155147	0.12688	0.11217	0.0707801	0.0266497	0.113008	0.13221	0.0733329	0.0610898	0.0319817	0.134741	0.00952072	0.0978513	0.0702867	0.0509696	0.107372	0.200294	0.0371954	0.35042	0.702551	1.07909	1.86794	2.400519
45070	-810.265	-821.794	11.529	3.035701	18.26399	0.0510509	0.0798406	0.0198478	0.0140373	0.042938	0.00280828	0.0402338	0.0109292	0.0289219	0.0662859	0.0620182	0.0228616	0.0558395	0.000545513	0.0373871	0.0374579	0.106518	0.10016	0.0613604	0.198044	0.107369	0.177541	0.0678176	0.0519838	0.0682955	0.137271	0.106527	0.0531938	0.0717594	0.10814	0.00333673	0.148947	0.0687673	0.0227332	0.0886692	0.0745361	0.0330295	0.392005	0.733486	1.08269	1.79182	2.429004
45080	-801.639	-817.95	16.3108	3.220022	19.69355	0.0572645	0.0472172	0.012581	0.036643	0.100692	0.00555049	0.0326544	0.0360637	0.0168161	0.0557066	0.0620457	0.0159962	0.0234474	0.000579021	0.0299139	0.0183066	0.0875755	0.140731	0.114145	0.128088	0.0769878	0.0830807	0.0734765	0.0520183	0.045395	0.0411849	0.146724	0.0599175	0.0482372	0.125243	0.0064511	0.0546453	0.059625	0.0166628	0.0929067	0.0856741	0.0373326	0.405598	0.743026	1.08341	1.76797	2.12758
45090	-797.782	-814.401	16.6195	1.595696	13.02294	0.0205986	0.0205007	0.0382625	0.0116017	0.0784258	0.00497615	0.0665066	0.0366233	0.0100321	0.0530518	0.0867516	0.0125594	0.0293777	0.000194703	0.0257473	0.0438014	0.0648295	0.112932	0.0744361	0.103363	0.0527886	0.0837827	0.0489534	0.0327546	0.0691627	0.033455	0.074394	0.0585832	0.101164	0.184904	0.00763848	0.0913935	0.0574426	0.0131219	0.191112	0.183343	0.0672275	0.239734	0.603747	1.05558	2.10094	2.245795
45100	-805.53	-815.68	10.15	1.376668	13.79714	0.0286326	0.0397278	0.0378397	0.0698474	0.111869	0.012417	0.0486889	0.0349739	0.00346932	0.115115	0.0283656	0.00556795	0.0206501	9.48653e-05	0.0440072	0.0541527	0.0663371	0.188713	0.077093	0.163162	0.0901924	0.06319	0.131938	0.0760646	0.0515059	0.0753643	0.115329	0.151288	0.152647	0.194528	0.0224565	0.0675918	0.0777626	0.01285	0.0877981	0.103079	0.123891	0.205626	0.566652	1.04228	2.18545	2.7482
45110	-808.679	-816.197	7.51736	2.251134	11.84517	0.033205	0.0419811	0.0244835	0.0165483	0.162604	0.0208819	0.056544	0.124407	0.0119941	0.0498714	0.0616854	0.00594386	0.0545167	0.000174536	0.0336544	0.0724153	0.050067	0.132339	0.0657336	0.136955	0.165324	0.157939	0.0613825	0.0340482	0.0435302	0.0796008	0.133293	0.0998854	0.0408631	0.153554	0.0171753	0.0858194	0.0710893	0.0320617	0.148311	0.198591	0.227507	0.321516	0.679312	1.07517	1.924	2.90598
45120	-812.751	-818.158	5.40698	6.251384	14.97764	0.078204	0.0363754	0.0777539	0.014449	0.0621738	0.0232337	0.0421197	0.0800127	0.00368244	0.0930092	0.0421835	0.0178553	0.0467781	0.0010138	0.0334799	0.0616102	0.0667914	0.159427	0.121849	0.0850389	0.122889	0.0822152	0.0363554	0.0802634	0.121155	0.0796652	0.138496	0.0411241	0.0270737	0.171672	0.0162706	0.083989	0.126155	0.0358051	0.131702	0.0716032	0.19637	0.546993	0.828875	1.08069	1.54344	2.709845
45130	-814.484	-821.065	6.58154	2.436923	11.16373	0.094778	0.0353414	0.0684708	0.00469855	0.0581722	0.0527879	0.0732461	0.0334382	0.00790464	0.0977548	0.0651017	0.00478113	0.035192	0.000259874	0.0513482	0.045912	0.0437844	0.262924	0.0793541	0.147632	0.0447028	0.0466192	0.0875467	0.0311394	0.167728	0.0509402	0.107112	0.0307273	0.0539851	0.138924	0.0130158	0.0665009	0.0412861	0.118128	0.326338	0.135493	0.243313	0.340394	0.694663	1.07787	1.88707	2.966383
45140	-801.714	-818.41	16.6964	2.104654	13.05628	0.0388939	0.0410956	0.0433601	0.00356967	0.0527363	0.0780299	0.0275136	0.0255585	0.00354687	0.0501046	0.0250515	0.0138328	0.0281203	0.00119089	0.0349961	0.0327727	0.10272	0.0969212	0.0633156	0.0591608	0.0282161	0.0098143	0.13149	0.0296653	0.0862008	0.0827662	0.0813981	0.0812002	0.110828	0.248003	0.00899465	0.0424259	0.0867556	0.0533696	0.105157	0.113611	0.0795364	0.305455	0.6657	1.0724	1.95644	2.201923
45150	-803.247	-824.37	21.1234	1.541921	16.70677	0.043227	0.0256948	0.0374935	0.00541951	0.0492617	0.0878609	0.0381272	0.0140505	0.0070064	0.0714489	0.0345437	0.0455926	0.0392671	0.00223048	0.0402716	0.0425174	0.0446463	0.0452032	0.0413503	0.060035	0.0544739	0.0163536	0.0499019	0.0290176	0.0906902	0.103479	0.0627197	0.062942	0.0517547	0.0968626	0.0152346	0.085945	0.0614157	0.0730018	0.118238	0.119146	0.125388	0.231726	0.595389	1.05279	2.12009	1.991812
45160	-794.755	-818.432	23.6769	1.207698	16.69364	0.0124513	0.0425977	0.0361685	0.0164457	0.0540419	0.0282248	0.0454052	0.0444187	0.00709321	0.0717826	0.0234571	0.0183516	0.0271228	0.00137512	0.0126515	0.0143065	0.0462734	0.0421392	0.0468973	0.0536425	0.0539178	0.0100443	0.0897341	0.036577	0.0759477	0.0539783	0.0671257	0.069349	0.0620053	0.0755795	0.0282052	0.0625988	0.0328017	0.083986	0.0942425	0.110921	0.206993	0.176445	0.531372	1.0274	2.26479	1.858852
45170	-803.697	-819.955	16.2582	3.580875	12.13286	0.00829546	0.0646362	0.0179572	0.0096929	0.0745271	0.0176292	0.0239002	0.0941041	0.00652004	0.0363186	0.0153666	0.0194835	0.0373654	0.000644279	0.047696	0.0195308	0.0366594	0.11063	0.0412762	0.071104	0.0179	0.00246214	0.112106	0.0414444	0.169113	0.072996	0.0336618	0.0896331	0.0855349	0.19703	0.00957204	0.0472115	0.0685954	0.0555124	0.0461677	0.0927452	0.180467	0.429743	0.759342	1.08419	1.72672	2.07549
45180	-801.85	-813.225	11.3741	3.450478	20.05815	0.0247517	0.0339878	0.0193949	0.0019416	0.0952313	0.0232049	0.0179892	0.0930382	0.00322931	0.0378376	0.0177185	0.00609022	0.0526851	0.00234224	0.0598095	0.012529	0.0633368	0.175603	0.0790311	0.14738	0.040303	0.00370764	0.126723	0.0692507	0.142289	0.0320461	0.0315091	0.109336	0.119993	0.165305	0.0125478	0.0766795	0.0540513	0.0184905	0.152041	0.118675	0.113657	0.421365	0.753769	1.08399	1.74088	2.353736
45190	-804.013	-818.765	14.7514	2.128301	19.4278	0.0299125	0.0532938	0.013403	0.00417935	0.156555	0.0241065	0.0260376	0.0445229	0.00288741	0.0531157	0.0156694	0.00182371	0.0565331	0.00175221	0.0750881	0.0043851	0.0594857	0.136201	0.0457317	0.104003	0.053457	0.00323704	0.0520804	0.0472579	0.0574316	0.0375179	0.0548919	0.107278	0.11874	0.285892	0.0336833	0.072862	0.0815381	0.0457845	0.126943	0.101343	0.0813745	0.308124	0.667998	1.07289	1.95099	2.269999
45200	-786.562	-810.121	23.5591	2.105869	19.53659	0.0239703	0.0504751	0.0253998	0.00454603	0.105585	0.0100353	0.0391975	0.0229868	0.0109247	0.0164505	0.0252472	0.0044388	0.0433481	0.0024654	0.0670562	0.00373123	0.0394399	0.0933087	0.0189299	0.0860276	0.0381346	0.00317785	0.0394354	0.0432381	0.0956801	0.0370474	0.0807327	0.0782889	0.0914398	0.11767	0.0298664	0.0547628	0.0400576	0.041011	0.145403	0.0532704	0.134358	0.305593	0.665819	1.07243	1.95616	1.817138
45210	-799.782	-812.969	13.1864	5.257607	21.50268	0.0444349	0.0266475	0.0426086	0.00971883	0.0634433	0.013464	0.048328	0.0186682	0.0314552	0.0188091	0.0672863	0.00616839	0.0225908	0.00345325	0.0395067	0.00381326	0.0976452	0.134728	0.0313083	0.13097	0.0460934	0.00200391	0.0854966	0.0251017	0.0759258	0.0956575	0.0429535	0.0724741	0.0589979	0.120211	0.0597252	0.112317	0.0208791	0.0503068	0.238738	0.0499919	0.121594	0.512437	0.809882	1.08283	1.59485	2.133517
45220	-808.001	-821.107	13.1055	2.141539	11.30569	0.0254262	0.0528195	0.0414672	0.0223739	0.0745584	0.0141536	0.0617626	0.054565	0.0749332	0.0487759	0.0549282	0.00880111	0.0165618	0.00372644	0.0251853	0.00301009	0.0935035	0.137024	0.0424318	0.0965589	0.0450327	0.00332571	0.0541435	0.0245419	0.0556389	0.0611005	0.0877407	0.103701	0.0811466	0.177247	0.0331548	0.116661	0.00654826	0.0221449	0.237437	0.0479234	0.306999	0.309604	0.669267	1.07316	1.94797	2.417054
45230	-801.084	-812.981	11.8969	2.237736	10.9479	0.0351722	0.0469913	0.0537131	0.0214334	0.0602963	0.00898968	0.031819	0.023892	0.0686209	0.0319438	0.0793093	0.00768228	0.0101874	0.0182511	0.0852723	0.00666046	0.0709577	0.143744	0.0855915	0.1185	0.0729308	0.00619697	0.0814801	0.0494607	0.106665	0.0475824	0.0823823	0.0594089	0.0782789	0.253244	0.0546664	0.140499	0.0104165	0.0327488	0.211511	0.0695752	0.129428	0.320092	0.678126	1.07494	1.92684	2.495503
45240	-799.577	-814.628	15.0509	2.233927	16.75286	0.0790063	0.0139787	0.022323	0.0147248	0.114802	0.00493793	0.038634	0.0713231	0.0526939	0.027204	0.0781897	0.00297742	0.00324028	0.0251765	0.0520848	0.0128034	0.0923989	0.0858672	0.0887787	0.0957652	0.0709943	0.00150106	0.0743202	0.0442503	0.0707653	0.0527211	0.10389	0.09238	0.0736769	0.183548	0.0593559	0.0796858	0.0292545	0.053169	0.130729	0.0407835	0.175101	0.319686	0.677787	1.07488	1.92765	2.313036
45250	-804.633	-819.826	15.1929	2.095551	19.09651	0.0679318	0.0122792	0.0471667	0.0120389	0.176235	0.0173515	0.0217879	0.0642529	0.0513242	0.0898312	0.0364176	0.00656117	0.00589632	0.0235735	0.0844082	0.00857662	0.145371	0.0573725	0.0903243	0.0404947	0.0783638	0.00057993	0.0382436	0.0273269	0.0802325	0.0412043	0.0570671	0.0904974	0.0523972	0.109741	0.0616234	0.046649	0.0586575	0.0919522	0.208837	0.0538203	0.101736	0.30442	0.664804	1.07221	1.95857	2.258122
45260	-792.225	-817.274	25.0485	1.037256	20.14536	0.0778492	0.0165629	0.0249274	0.0284673	0.101335	0.00483884	0.0294262	0.0358739	0.0244051	0.045659	0.0246223	0.00900675	0.0107539	0.0130657	0.0429826	0.0168397	0.0699209	0.147999	0.0600423	0.026358	0.0575213	0.00387768	0.0389072	0.017694	0.0292494	0.0401508	0.050006	0.0528983	0.074129	0.103164	0.0610611	0.0822623	0.0332713	0.0459789	0.123152	0.0777517	0.089642	0.144327	0.48767	1.00591	2.36209	1.791653
45270	-788.992	-812.931	23.9395	1.854701	17.11988	0.0216118	0.0592786	0.0375235	0.0190994	0.128604	0.0266864	0.0232648	0.0511361	0.0117178	0.029476	0.0247309	0.00887392	0.0240644	0.00873165	0.0226333	0.0438086	0.0247705	0.0727399	0.0697695	0.0713953	0.0728873	0.00338186	0.072667	0.0291147	0.043829	0.0324605	0.0436507	0.0492036	0.0562215	0.0917121	0.0690303	0.067666	0.0339948	0.0531994	0.116376	0.0988232	0.0948181	0.275291	0.638616	1.06589	2.0202	1.808952
45280	-796.432	-810.233	13.8014	2.042347	18.99612	0.0289724	0.0610425	0.0292903	0.011581	0.0852412	0.0143314	0.0230562	0.0631465	0.00421349	0.073157	0.0313713	0.0247553	0.0389762	0.00737462	0.0224636	0.0171055	0.0625195	0.0513847	0.044665	0.101225	0.0625599	0.00110042	0.0738241	0.0367181	0.0969985	0.123072	0.0810746	0.107844	0.0432854	0.163419	0.0537046	0.0515501	0.00599356	0.136676	0.179284	0.143189	0.180732	0.298278	0.659443	1.07101	1.97127	2.336898
45290	-806.951	-817.394	10.4433	3.55819	14.37181	0.0165745	0.0690833	0.0232028	0.00445687	0.116935	0.0128729	0.0291923	0.0769294	0.0124852	0.0835164	0.0336136	0.00797021	0.0384478	0.0574516	0.0277933	0.0382103	0.0997389	0.0842053	0.0834235	0.158732	0.019018	0.00132504	0.0366511	0.110068	0.0737102	0.0803588	0.0606295	0.0996285	0.0936337	0.227378	0.124123	0.0776306	0.0122914	0.0470523	0.169355	0.0509903	0.204494	0.428312	0.758397	1.08416	1.72913	2.563172
45300	-802.306	-814.458	12.1526	3.649896	16.05838	0.0672481	0.0674958	0.0404619	0.00812443	0.123672	0.0311301	0.026973	0.0468381	0.0208795	0.0733297	0.0154468	0.00916523	0.0482503	0.0210637	0.0199221	0.00986483	0.0376029	0.0875922	0.0720881	0.0672497	0.0136831	0.00578581	0.100435	0.0842224	0.0774627	0.0978296	0.0524154	0.0458608	0.0865384	0.251742	0.102983	0.0378268	0.0342753	0.0616545	0.200918	0.111727	0.156719	0.43403	0.76216	1.08427	1.71954	2.416478
45310	-814.162	-824.158	9.99604	2.635668	16.16103	0.0265975	0.0385189	0.0696236	0.0382043	0.0858338	0.0203427	0.056175	0.0876744	0.0254287	0.0619285	0.0050658	0.0242722	0.0628825	0.043087	0.0132622	0.0179216	0.0377224	0.067154	0.0533819	0.156968	0.0433872	0.013413	0.0560087	0.163759	0.0543861	0.135831	0.0708168	0.0718969	0.0274715	0.137786	0.222125	0.133449	0.0210266	0.0962597	0.0636224	0.0906356	0.216725	0.358953	0.709127	1.08001	1.85191	2.610644
45320	-811.156	-825.426	14.2693	1.256134	16.74704	0.0375561	0.0347914	0.0368089	0.0330303	0.0693937	0.0183559	0.114443	0.100082	0.0754702	0.0255456	0.014638	0.0435906	0.0335183	0.0356502	0.0352759	0.0358389	0.0381007	0.0866209	0.0951854	0.085794	0.0639354	0.0193624	0.0912193	0.173471	0.0709611	0.0928193	0.0662657	0.0732493	0.0572394	0.134977	0.118185	0.1107	0.0393425	0.0335799	0.0291555	0.110381	0.0836639	0.185078	0.542198	1.03219	2.24053	2.418198
45330	-815.966	-829.305	13.339	2.42658	13.76962	0.0232727	0.0703925	0.0571485	0.042698	0.093833	0.0100862	0.0918161	0.0702708	0.0432664	0.0221703	0.0380743	0.0420805	0.0186942	0.0195653	0.0821716	0.0755226	0.149153	0.108758	0.0346258	0.0864009	0.11279	0.0821553	0.0742149	0.135027	0.0190316	0.0877811	0.0625531	0.0363151	0.0584558	0.0973477	0.175247	0.0349314	0.0355657	0.0693014	0.0341552	0.0855174	0.0604899	0.339383	0.693859	1.07774	1.88901	2.440881
45340	-813.018	-820.059	7.041	5.396318	15.23184	0.0335733	0.0297543	0.0749325	0.0196549	0.156167	0.0171499	0.0305842	0.0742836	0.0743407	0.0655079	0.022472	0.032278	0.0395955	0.0233851	0.0941688	0.0481495	0.165305	0.166308	0.0192856	0.0423829	0.105285	0.0584752	0.12854	0.107464	0.0126701	0.120506	0.0720944	0.0763816	0.0206757	0.123816	0.122209	0.0433974	0.0417959	0.120218	0.088968	0.0965119	0.0827389	0.517749	0.812876	1.08255	1.58682	2.651024
45350	-825.567	-827.948	2.38029	1.673837	11.4278	0.0317637	0.0607381	0.0937758	0.0126584	0.135366	0.016502	0.0434965	0.0372644	0.0677352	0.0365263	0.0187553	0.0219531	0.0301405	0.0393644	0.0904396	0.0960061	0.173186	0.262998	0.0177619	0.036171	0.123965	0.0724656	0.18757	0.154666	0.00997678	0.141836	0.111555	0.231167	0.0203179	0.131935	0.138434	0.146551	0.0128144	0.193241	0.156929	0.0834601	0.163833	0.250971	0.615147	1.05919	2.0747	3.403318
45360	-815.612	-820.79	5.17787	2.59805	11.0094	0.0308334	0.0301916	0.0806822	0.00762338	0.197332	0.0071368	0.00953206	0.0407674	0.0471309	0.0509621	0.00661001	0.0858652	0.0301489	0.0199092	0.0716441	0.0417154	0.131199	0.256796	0.0605336	0.0385324	0.061197	0.0688246	0.167589	0.105534	0.0166994	0.0807464	0.101712	0.110567	0.00694498	0.120531	0.0747104	0.140873	0.0344444	0.198689	0.164956	0.149057	0.228627	0.35556	0.706527	1.07966	1.85825	3.076847
45370	-809.816	-821.598	11.7824	4.516672	13.55929	0.0102301	0.0208223	0.0445229	0.00369328	0.131075	0.0496319	0.0021799	0.055263	0.0429099	0.0646704	0.0301141	0.0175969	0.0371906	0.0109544	0.0391594	0.0110142	0.100359	0.144625	0.0501229	0.161061	0.121276	0.0926494	0.0437929	0.100523	0.0334958	0.0748855	0.0772415	0.0614715	0.00406264	0.0713004	0.0706234	0.0920646	0.0166728	0.133708	0.0812769	0.121398	0.176855	0.480674	0.791373	1.08403	1.64393	2.400494
45380	-803.769	-820.498	16.7289	1.750618	16.58016	0.00640948	0.0489042	0.0661265	0.00535695	0.0649641	0.0150773	0.00241659	0.0322083	0.0899715	0.0515035	0.0257486	0.030086	0.0461896	0.0355209	0.0527732	0.00528876	0.0529583	0.125731	0.0583109	0.0921038	0.125919	0.0459921	0.0993748	0.04602	0.034771	0.0517496	0.0944633	0.0738012	0.00192663	0.117012	0.105177	0.140452	0.0126225	0.0672063	0.074169	0.154585	0.091138	0.261573	0.625573	1.06228	2.05057	2.244029
45390	-806.363	-819.545	13.1819	3.029208	12.6016	0.0135096	0.0768162	0.0660571	0.00233673	0.175573	0.0198003	0.00177075	0.0269556	0.0545483	0.0594128	0.0629549	0.015704	0.0403444	0.0396256	0.0727747	0.00807094	0.138288	0.119194	0.0213169	0.10776	0.162812	0.0189962	0.0307389	0.0628678	0.0413019	0.0737684	0.0367358	0.0634621	0.0068106	0.168395	0.0989571	0.0500455	0.0214305	0.0933635	0.172601	0.0889451	0.0759965	0.391509	0.733132	1.08266	1.7927	2.390041
45400	-799.53	-815.231	15.7011	3.433363	18.38132	0.012448	0.0708113	0.035105	0.00212464	0.0299919	0.0284658	0.00111766	0.0257821	0.0328154	0.0275838	0.0222356	0.0165724	0.0302895	0.0396168	0.0286512	0.0237639	0.127552	0.151878	0.0577471	0.134022	0.0931072	0.00569251	0.0962009	0.0443578	0.046295	0.131288	0.0676075	0.057147	0.0267924	0.172115	0.102017	0.0886175	0.0175867	0.0120455	0.149843	0.071589	0.0956231	0.420237	0.753012	1.08395	1.7428	2.176499
45410	-791.929	-813.339	21.4104	1.143675	22.66565	0.0153478	0.0422711	0.0648435	0.00279714	0.0464887	0.0161818	0.00303626	0.0217244	0.0259268	0.0278672	0.0268544	0.0263248	0.00643255	0.0163369	0.0378117	0.0238976	0.0509127	0.169324	0.0397714	0.0653143	0.106349	0.00591927	0.0319836	0.0593073	0.0306221	0.0761604	0.125412	0.0658515	0.0235884	0.149078	0.0952098	0.0498324	0.058507	0.0293798	0.0956224	0.0823436	0.103806	0.164698	0.516052	1.02025	2.299	1.918437
45420	-793.119	-815.297	22.1783	1.927152	18.88188	0.00927277	0.0335008	0.0689841	0.00381929	0.0508363	0.0182668	0.0106213	0.0365608	0.0365601	0.0239906	0.0211746	0.0071345	0.00959929	0.0210155	0.0422503	0.0126976	0.030836	0.155164	0.0623436	0.0890708	0.041991	0.00126301	0.0516529	0.0530158	0.0295244	0.0811107	0.125412	0.101167	0.0203504	0.108813	0.119888	0.0601694	0.0647097	0.00916337	0.149113	0.0675389	0.0743017	0.284421	0.647037	1.06806	2.00049	1.902883
45430	-789.084	-815.682	26.598	1.095939	16.87943	0.0183136	0.0435207	0.0473124	0.00385767	0.0467921	0.0210508	0.0164574	0.00427809	0.0341348	0.0317247	0.0153305	0.00554447	0.00919268	0.00510961	0.042214	0.0170163	0.0564445	0.0675936	0.0813747	0.110879	0.0729521	0.0011	0.0731025	0.028176	0.0118996	0.0279037	0.0910131	0.0861842	0.0701711	0.155494	0.0543898	0.0626791	0.0259787	0.00341851	0.109821	0.0437202	0.0978709	0.155689	0.503804	1.01424	2.32627	1.694016
45440	-785.356	-814.234	28.8778	0.6505942	20.36223	0.00477644	0.0348731	0.06296	0.00526889	0.0621787	0.00379293	0.0126963	0.00321406	0.0274367	0.0346309	0.00677623	0.00564508	0.00704327	0.00297347	0.0369158	0.0267782	0.06586	0.106757	0.0438902	0.0905348	0.109856	0.00147863	0.103768	0.0321126	0.014411	0.0696293	0.0376065	0.0782171	0.0332203	0.101666	0.0646566	0.0306998	0.0298648	0.00561874	0.0877522	0.0417258	0.133542	0.0636832	0.339256	0.905088	2.69197	1.620828
45450	-789.386	-816.346	26.9596	1.417711	21.00386	0.0259056	0.0258645	0.0463084	0.00507233	0.0763216	0.0167728	0.0401498	0.00943039	0.0192838	0.0346902	0.00707118	0.00241703	0.00715323	0.000545852	0.0299117	0.0372571	0.0689389	0.0637266	0.0264065	0.0968837	0.0664042	0.00156604	0.146877	0.0123888	0.0172163	0.0392804	0.0627332	0.0702172	0.0809956	0.133523	0.0437196	0.0300214	0.0705582	0.00348313	0.137995	0.0250617	0.0925107	0.212326	0.574261	1.0452	2.16821	1.674662
45460	-793.501	-817.388	23.8871	1.37797	23.67965	0.0235086	0.0215839	0.0201518	0.019102	0.193955	0.0106874	0.0352584	0.012912	0.0087631	0.0235072	0.0137449	0.0124527	0.0163643	0.000194229	0.0602923	0.0150058	0.0291789	0.139325	0.0255906	0.138091	0.0323698	0.00756912	0.166088	0.0333923	0.0276242	0.016925	0.0546843	0.0569524	0.0976397	0.139009	0.0321694	0.0275561	0.0423074	0.00245666	0.105619	0.0401416	0.0794476	0.205841	0.566898	1.04237	2.18489	1.78162
45470	-793.675	-815.122	21.4472	1.372464	25.03304	0.0200806	0.0341274	0.0304491	0.0230286	0.132178	0.0228219	0.0185006	0.0201556	0.00668667	0.0484733	0.00397572	0.0164781	0.0505733	0.000218235	0.0304979	0.0364548	0.0506962	0.139471	0.0131776	0.107132	0.0312091	0.00812807	0.0701123	0.0499118	0.0595918	0.0349231	0.068323	0.0691611	0.0621915	0.192097	0.0395353	0.032783	0.0172372	0.0200273	0.150279	0.0697771	0.0738598	0.204932	0.565853	1.04196	2.18725	1.854324
45480	-801.554	-817.823	16.2693	1.809649	13.27897	0.0172619	0.0285345	0.0162435	0.0133901	0.0893539	0.0357849	0.0226501	0.0331814	0.00834693	0.0293215	0.011279	0.0157455	0.0449068	0.000462742	0.0211296	0.0106619	0.118725	0.0714308	0.0201009	0.0895191	0.0671954	0.0378473	0.12492	0.0741647	0.0735081	0.0924504	0.0863572	0.128284	0.0238754	0.18462	0.207066	0.0242215	0.085001	0.0828046	0.0787312	0.0658449	0.128228	0.269443	0.633115	1.06441	2.03304	2.26315
45490	-804.809	-821.202	16.3934	3.896888	21.26635	0.0287552	0.0496596	0.0232111	0.0142961	0.0614535	0.0215483	0.0686788	0.0634452	0.00907078	0.0299253	0.0186027	0.0229429	0.0153341	0.000849829	0.0977558	0.020726	0.0430488	0.11111	0.00655194	0.139669	0.0378768	0.0463144	0.102991	0.115575	0.0606661	0.033805	0.0703634	0.113046	0.0215465	0.188586	0.0949858	0.0637878	0.0424548	0.0239093	0.0492565	0.0406325	0.100973	0.448607	0.771566	1.0844	1.69542	2.053404
45500	-808.702	-821.651	12.9494	3.2793	12.62472	0.0435879	0.0150354	0.0303889	0.0141555	0.102085	0.021287	0.0354033	0.0451731	0.0120987	0.045191	0.0551096	0.0238273	0.0143827	0.00222511	0.0817291	0.0760986	0.0605322	0.146597	0.0117687	0.149038	0.0629202	0.0295949	0.111247	0.0925577	0.0732613	0.0468649	0.0937911	0.083838	0.00915487	0.15097	0.0995636	0.072655	0.124986	0.00752801	0.0865788	0.0877388	0.170314	0.409778	0.745907	1.08359	1.76073	2.389278
45510	-810.41	-820.205	9.79469	4.254291	11.7254	0.0335491	0.0359054	0.0273287	0.0319924	0.0742454	0.0249973	0.128244	0.0576774	0.0342391	0.0870461	0.0364776	0.0464926	0.0318571	0.00271495	0.0440952	0.0606381	0.0723059	0.167749	0.0311477	0.138792	0.0783608	0.0360046	0.184082	0.0292967	0.117785	0.0447045	0.0768223	0.0675492	0.0317751	0.105235	0.065314	0.0592692	0.108941	0.0055046	0.0672136	0.0580868	0.237137	0.467809	0.783568	1.08428	1.66434	2.540577
45520	-801.327	-818.521	17.1933	2.269521	14.48769	0.0319211	0.030601	0.0435796	0.0211868	0.09232	0.0349351	0.019812	0.0619358	0.0120662	0.0192512	0.0174137	0.0498495	0.0303391	0.00369144	0.050782	0.0356776	0.071894	0.127312	0.0200147	0.0969609	0.0875442	0.0650968	0.168787	0.0488691	0.0493619	0.0485685	0.0698355	0.0711985	0.0476624	0.131935	0.0223563	0.0786104	0.15514	0.00208644	0.0330228	0.0920636	0.140933	0.323456	0.680921	1.07547	1.92015	2.184615
45530	-802.207	-818.446	16.2397	1.951653	16.62875	0.0561537	0.0380222	0.0637084	0.0646403	0.0877271	0.0107458	0.0254208	0.0417122	0.0166432	0.0263727	0.0400879	0.0062264	0.017345	0.00296134	0.0549895	0.0490881	0.206912	0.0595204	0.0753906	0.0468942	0.0885044	0.0738178	0.0993563	0.0674308	0.0434762	0.0632887	0.0517315	0.11799	0.0714839	0.165626	0.0151174	0.0615039	0.0886456	0.00131354	0.0794456	0.0520346	0.129406	0.287434	0.649772	1.06873	1.99406	2.260734
45540	-807.405	-824.172	16.7677	1.762446	14.6306	0.0424552	0.0199589	0.077174	0.0605505	0.0573429	0.0150948	0.066361	0.0517656	0.047947	0.0233873	0.0139396	0.0301044	0.0308899	0.0086066	0.115572	0.0324427	0.0934581	0.0762703	0.0290585	0.0663496	0.0442276	0.0775632	0.164494	0.0695298	0.0647223	0.0630351	0.087461	0.121118	0.113051	0.173034	0.0117503	0.0375478	0.0855314	0.00291547	0.0152171	0.0400199	0.119945	0.263169	0.627116	1.06273	2.04699	2.249892
45550	-814.8	-826.308	11.5077	2.277358	12.21373	0.0570837	0.0353641	0.0674769	0.0120564	0.0584097	0.0171161	0.0812268	0.093009	0.0779626	0.0513428	0.0685233	0.0286465	0.0511174	0.00318436	0.0857389	0.00807484	0.162495	0.073831	0.0800393	0.114075	0.111639	0.0293847	0.13869	0.0250121	0.0571194	0.128874	0.0204836	0.0990163	0.0913823	0.134963	0.00678363	0.0583049	0.258496	0.00223817	0.0115072	0.0349282	0.140622	0.324278	0.6816	1.0756	1.91852	2.576217
