Iteration	Posterior	Likelihood	Prior	alpha_data_bin	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	rates_data_bin[1]	rates_data_bin[2]	rates_data_bin[3]	rates_data_bin[4]	tree_length
12310	-803.354	-818.373	15.0188	2.378198	16.84155	0.0346617	0.0494912	0.0303812	0.0147094	0.0702161	0.00161461	0.0439538	0.0537242	0.00380606	0.0228006	0.0215987	0.000523747	0.0306677	0.0129161	0.110046	0.0134805	0.0382041	0.21236	0.0144472	0.0941088	0.0941795	0.140528	0.0677972	0.127066	0.133875	0.108379	0.165458	0.0761097	0.0468914	0.0356646	0.0321549	0.0817562	0.0801941	0.0447474	0.0393763	0.0202466	0.136606	0.334596	0.69002	1.0771	1.89828	2.304741
12320	-799.546	-816.181	16.6347	1.286477	15.23241	0.0287408	0.0542209	0.023752	0.0111225	0.150583	0.00286922	0.0310388	0.052268	0.000977441	0.0358247	0.0268739	0.00423571	0.0490923	0.0106685	0.0297089	0.00646579	0.139215	0.0766492	0.0209224	0.0771673	0.0697436	0.132834	0.063531	0.0475259	0.0528671	0.124701	0.21402	0.127724	0.0719836	0.0779828	0.0771109	0.0509757	0.0712792	0.104312	0.0328266	0.0278434	0.111338	0.190376	0.548673	1.03496	2.22599	2.290995
12330	-801.761	-814.388	12.6276	2.525667	12.18564	0.0534255	0.0224055	0.0194049	0.0299449	0.156383	0.0153844	0.0294305	0.0999658	0.000665979	0.0438501	0.0373866	0.00574822	0.0483291	0.00161835	0.0161699	0.0211191	0.123649	0.105444	0.0157418	0.145786	0.0695698	0.0618971	0.0679246	0.0414633	0.0373788	0.0603522	0.1744	0.169341	0.0769397	0.173697	0.0797386	0.184147	0.0358116	0.105149	0.0390736	0.0181436	0.0764726	0.348877	0.701349	1.07891	1.87086	2.463352
12340	-818.745	-822.196	3.45131	4.147399	15.96242	0.0526228	0.0475165	0.0689323	0.0605312	0.097772	0.017313	0.0174165	0.088917	0.00291476	0.0615964	0.0765513	0.0146609	0.0547706	0.00246099	0.053119	0.0477815	0.102406	0.0713367	0.0640495	0.110269	0.18343	0.0852384	0.134984	0.0816123	0.137555	0.0335681	0.13073	0.209693	0.0602735	0.188566	0.0670195	0.117252	0.0218654	0.0990714	0.0880129	0.0174975	0.162949	0.462281	0.780157	1.08435	1.67321	2.932255
12350	-811.302	-819.982	8.67988	2.335287	17.04862	0.0243871	0.0384948	0.0625685	0.083261	0.118733	0.0253039	0.0441646	0.0776839	0.0091147	0.0727518	0.0460487	0.0162652	0.0422337	0.00171306	0.0365029	0.0630935	0.107925	0.071336	0.0689997	0.117043	0.0892899	0.0953398	0.116466	0.0595837	0.12739	0.166805	0.0997288	0.183444	0.0741527	0.126381	0.0230732	0.0711959	0.031634	0.0839678	0.08463	0.0163399	0.0981253	0.330263	0.686508	1.07649	1.90674	2.675172
12360	-798.78	-820.405	21.6242	1.268742	20.97224	0.0160541	0.0479697	0.0758137	0.0525785	0.107855	0.0213217	0.0334319	0.0222942	0.0116607	0.0497706	0.0564132	0.0464555	0.0289265	0.000996811	0.0368463	0.0342799	0.0592509	0.0707274	0.0432346	0.0696607	0.149357	0.011127	0.0699212	0.0672502	0.0612405	0.0705804	0.111511	0.0456096	0.0420213	0.0847733	0.0105844	0.0582533	0.0346306	0.0158008	0.0492908	0.0417387	0.127103	0.18729	0.544916	1.03337	2.23443	1.936335
12370	-811.254	-828.694	17.4398	2.174879	15.78707	0.0666183	0.0460198	0.0489665	0.0465117	0.123663	0.010998	0.0241016	0.0293817	0.0142197	0.154212	0.0587629	0.0462565	0.0481928	0.00181547	0.0371713	0.0370291	0.0905991	0.0869983	0.0517904	0.13369	0.0844079	0.0862539	0.0710259	0.0595814	0.0428376	0.0468589	0.0889653	0.0478512	0.0227721	0.108935	0.0253491	0.0235381	0.0170933	0.0269152	0.0874611	0.0328405	0.150346	0.313293	0.672408	1.07381	1.94049	2.180031
12380	-800.396	-820.51	20.1138	2.256477	21.04911	0.04657	0.0579694	0.020769	0.0340719	0.12725	0.0122201	0.00910748	0.0759367	0.0164952	0.0658241	0.0245894	0.0216911	0.0331334	0.00852406	0.0483063	0.00613478	0.0360278	0.126761	0.0729914	0.0572998	0.0599474	0.0524833	0.0490307	0.0362996	0.0333923	0.0501591	0.0788765	0.085377	0.0432872	0.11161	0.020037	0.00913519	0.0405645	0.0539446	0.146652	0.0268695	0.160458	0.322082	0.679782	1.07526	1.92288	1.959796
12390	-810.477	-823.957	13.4805	1.439151	15.45969	0.0376876	0.0295948	0.0514947	0.0331673	0.167568	0.0161289	0.00676708	0.152248	0.0188128	0.0568195	0.0191093	0.0110124	0.0110326	0.0119506	0.12024	0.0240219	0.0582598	0.215434	0.0988	0.105744	0.144421	0.0916026	0.0912592	0.056887	0.073637	0.0670299	0.0978004	0.102649	0.0683233	0.108529	0.0196408	0.0286071	0.0950784	0.0114332	0.0588634	0.0400404	0.0822752	0.215768	0.578104	1.04664	2.15949	2.483971
12400	-806.909	-817.319	10.4103	4.8202	13.64984	0.0450796	0.0362137	0.0316213	0.030353	0.139851	0.00878121	0.0163659	0.100335	0.0246808	0.026875	0.0136075	0.011963	0.00362375	0.0378641	0.0798898	0.00731853	0.0797667	0.148763	0.0863366	0.075616	0.115679	0.0513809	0.167064	0.056164	0.0849749	0.112369	0.135689	0.13386	0.0685348	0.117733	0.0092035	0.0181196	0.110585	0.00789156	0.0717916	0.033788	0.179842	0.494434	0.799521	1.0836	1.62244	2.479575
12410	-809.722	-818.258	8.53614	4.357772	12.19903	0.0393267	0.0222687	0.0836594	0.0167269	0.0996033	0.0243674	0.0276985	0.0452735	0.0500178	0.0409847	0.0257128	0.00768864	0.0136219	0.0297096	0.0666762	0.00943083	0.189661	0.14303	0.0569308	0.1189	0.0414814	0.0480044	0.0825053	0.0133748	0.0716211	0.18076	0.242853	0.18368	0.0951267	0.154024	0.00908677	0.0270107	0.106372	0.0281029	0.0822618	0.0901401	0.0812697	0.472998	0.786738	1.0842	1.65607	2.648963
12420	-806.031	-817.56	11.5293	3.071943	11.60916	0.0487428	0.0161088	0.0569012	0.00604921	0.124205	0.0389007	0.0209247	0.0361017	0.0422076	0.0443431	0.0238278	0.00467556	0.0190653	0.0225907	0.0482258	0.108762	0.122307	0.148112	0.0165893	0.0934514	0.104204	0.105175	0.101426	0.0338401	0.0891078	0.0899552	0.162403	0.153205	0.0616294	0.12267	0.00661461	0.0533835	0.0628786	0.0863529	0.0904877	0.0381595	0.0851086	0.394752	0.735435	1.08285	1.78696	2.488693
12430	-806.009	-823.156	17.1472	2.187087	15.39891	0.0307734	0.073327	0.0394647	0.00513153	0.0809176	0.0482494	0.0135662	0.0580053	0.0426438	0.0519203	0.0157098	0.00585538	0.0249887	0.0210292	0.0350753	0.0605627	0.0529002	0.109977	0.0185446	0.0834699	0.0765307	0.106156	0.0653791	0.0503915	0.118009	0.0898713	0.0336968	0.172088	0.0558766	0.102607	0.00457094	0.125116	0.046046	0.0303766	0.0853149	0.0473824	0.116888	0.314629	0.67354	1.07404	1.93779	2.198414
12440	-807.834	-825.54	17.706	1.528739	18.03784	0.0246615	0.0242555	0.100674	0.00159067	0.0948053	0.0404127	0.0250332	0.0438909	0.0236247	0.00654575	0.0320079	0.0046054	0.0253193	0.022994	0.0922469	0.0204106	0.0827287	0.146492	0.0681882	0.0832279	0.0704311	0.0891989	0.132226	0.0181305	0.0448425	0.0731731	0.0825199	0.0719017	0.104397	0.0797726	0.00178585	0.0944687	0.0541914	0.123122	0.0464101	0.055301	0.0719186	0.229728	0.593271	1.05207	2.12494	2.177506
12450	-801.766	-813.868	12.1018	2.661901	11.38095	0.0128956	0.0775038	0.0867894	0.00313531	0.129406	0.0148346	0.0449147	0.0413875	0.0410658	0.0222735	0.0462876	0.00428121	0.0183617	0.0139795	0.0510758	0.0223	0.110642	0.103906	0.0384857	0.107418	0.0638308	0.0418372	0.0472525	0.0909756	0.0753921	0.0658765	0.149935	0.142931	0.139317	0.161653	0.00359456	0.0675913	0.0817187	0.0815351	0.0566968	0.137187	0.065514	0.361288	0.710905	1.08025	1.84756	2.463782
12460	-795.238	-812.688	17.45	1.925716	12.9663	0.0209266	0.0223785	0.0255739	0.0104575	0.129548	0.0119865	0.0358616	0.0555667	0.0290393	0.050189	0.0412759	0.00276213	0.0492383	0.0122134	0.0370355	0.0212933	0.0496051	0.144523	0.0923074	0.134873	0.0544335	0.00960211	0.0922733	0.0425427	0.0888322	0.0281353	0.139214	0.0923122	0.0880291	0.140391	0.0128676	0.0263102	0.0473303	0.0499424	0.0909915	0.0614494	0.113228	0.284243	0.646875	1.06801	2.00087	2.15454
12470	-796.506	-814.286	17.7802	2.736914	18.02511	0.0373674	0.0499304	0.0433722	0.00930705	0.0745163	0.00943928	0.0841959	0.108916	0.0125502	0.0607677	0.0353821	0.00185329	0.0381705	0.00924846	0.0542243	0.0561769	0.0634378	0.0646234	0.0518565	0.0567867	0.0976035	0.00932857	0.0827798	0.0450913	0.11459	0.0426243	0.145143	0.0876294	0.0620581	0.134315	0.00990143	0.0721882	0.0597337	0.0577125	0.0642151	0.0318069	0.0677469	0.367826	0.715836	1.08087	1.83547	2.106588
12480	-796.544	-812.567	16.0229	3.282157	13.65203	0.023537	0.0399149	0.0485135	0.0036995	0.133792	0.00670045	0.0320096	0.0215004	0.0322134	0.0261683	0.0301618	0.0009522	0.0476165	0.00683463	0.0252865	0.0330411	0.0490023	0.0987485	0.106017	0.105959	0.0300047	0.018649	0.104467	0.0360921	0.068697	0.158107	0.113076	0.114638	0.1003	0.115774	0.00540766	0.0536179	0.0616159	0.103436	0.0438757	0.0507334	0.13096	0.409977	0.746043	1.08359	1.76039	2.181119
12490	-803.634	-813.825	10.1901	3.804694	13.14546	0.0618942	0.0364473	0.0921781	0.00658699	0.122763	0.00624795	0.0688499	0.0567006	0.0169748	0.0283821	0.0362728	0.000255531	0.045209	0.00472548	0.0226418	0.0174845	0.145972	0.0954557	0.113899	0.150965	0.0409087	0.0316214	0.0481832	0.0736653	0.137114	0.0716153	0.13566	0.0766353	0.0889592	0.122309	0.00438052	0.0667529	0.100327	0.0992114	0.163124	0.0420791	0.13796	0.4433	0.768172	1.08438	1.70415	2.570412
12500	-801.865	-812.802	10.9371	4.129932	13.03443	0.0298383	0.0572309	0.0667183	0.018354	0.110809	0.00738745	0.0523003	0.0386149	0.0574539	0.036581	0.0255784	0.000542228	0.0490423	0.00209562	0.0608102	0.0106496	0.079644	0.0538899	0.164072	0.0551707	0.0720332	0.0352	0.0342152	0.0675596	0.117748	0.0793364	0.109347	0.150398	0.0771889	0.110514	0.0271412	0.066201	0.0755473	0.0937837	0.171715	0.11901	0.103952	0.461361	0.779586	1.08436	1.67469	2.487675
12510	-799.195	-811.193	11.9987	1.46741	10.99118	0.034416	0.0533879	0.0693541	0.0136929	0.140533	0.00303812	0.0423799	0.0385086	0.0234718	0.0632894	0.0217157	0.000229344	0.0449753	0.00111312	0.0670453	0.0131308	0.0752029	0.104962	0.0596525	0.0852929	0.112238	0.0189738	0.0570115	0.0854192	0.0463363	0.0764728	0.168279	0.0591425	0.114711	0.196464	0.0417194	0.0911502	0.04458	0.0669038	0.151688	0.153224	0.119296	0.220244	0.58304	1.04845	2.14827	2.559001
12520	-798.187	-813.675	15.4886	2.712922	15.39328	0.0223757	0.0393508	0.0232573	0.0145153	0.0598977	0.00209555	0.0184896	0.0291554	0.0382417	0.0805261	0.00457079	0.000265225	0.0166255	0.00197717	0.0103858	0.0662623	0.0341533	0.0934922	0.0364703	0.0746996	0.0973434	0.0148105	0.0646884	0.106921	0.161887	0.0975143	0.0633985	0.164163	0.119922	0.11959	0.109481	0.0510064	0.0531165	0.111909	0.0910866	0.0961331	0.0822264	0.365757	0.714283	1.08068	1.83928	2.272004
12530	-792.748	-810.641	17.894	1.840268	18.66524	0.0224235	0.0603206	0.0339504	0.00646585	0.080422	0.00372833	0.0233924	0.0444872	0.0646713	0.0411505	0.0130247	0.00041473	0.0450356	0.000397898	0.0134613	0.057281	0.104827	0.149822	0.0297527	0.0580964	0.123949	0.00715284	0.0514847	0.139363	0.0525572	0.0812369	0.01941	0.0862016	0.0720305	0.141973	0.0651076	0.0665338	0.0368224	0.0890969	0.103756	0.0675654	0.0812383	0.273432	0.636877	1.06543	2.02427	2.138604
12540	-797.41	-809.533	12.1225	2.480542	15.53564	0.0188129	0.0422169	0.0928891	0.0128675	0.0870877	0.00416726	0.0152359	0.028364	0.0227188	0.036261	0.0365904	0.00125802	0.078402	0.000216905	0.0213302	0.0143164	0.0715728	0.136215	0.0204994	0.16792	0.119221	0.0157191	0.05631	0.132398	0.0489786	0.106052	0.00948277	0.192779	0.104115	0.224155	0.100253	0.0404499	0.0381152	0.114525	0.0548337	0.151224	0.0853465	0.344604	0.697998	1.0784	1.87899	2.502902
12550	-802.92	-821.505	18.5849	0.9900114	15.08963	0.0126897	0.0368827	0.105293	0.00686546	0.0486281	0.00664759	0.012057	0.0564636	0.0409259	0.0211652	0.0269585	0.000836686	0.0343541	0.000939343	0.0242296	0.00795939	0.0924558	0.119968	0.0553677	0.128089	0.0643313	0.0278151	0.116425	0.0565854	0.0587039	0.145525	0.0152137	0.131707	0.117078	0.144823	0.0966598	0.0528876	0.0247145	0.0286081	0.100492	0.12384	0.0376934	0.134957	0.473729	0.998325	2.39299	2.18188
12560	-806.672	-820.736	14.0639	1.752425	15.46068	0.0107212	0.0589011	0.0715817	0.0166911	0.0607878	0.00783957	0.0121396	0.0842862	0.0676222	0.00917595	0.0590725	0.000976318	0.0322576	0.00290696	0.0528926	0.0345156	0.0784596	0.0904868	0.102787	0.102619	0.0330516	0.0107928	0.0720374	0.202896	0.0238282	0.0478513	0.0190933	0.152098	0.106154	0.233546	0.0966598	0.0377297	0.0310516	0.0577362	0.212286	0.0413547	0.0910723	0.261818	0.625809	1.06235	2.05002	2.42596
12570	-807.061	-817.425	10.3635	3.308272	13.08052	0.00579414	0.0656959	0.0400248	0.0101071	0.0933253	0.00862309	0.00753191	0.0808532	0.0580489	0.00651309	0.0307929	0.000689397	0.0603754	0.00199323	0.0449266	0.047967	0.0853391	0.0660704	0.088648	0.0740624	0.0826981	0.0337763	0.0682725	0.169472	0.0190711	0.0916594	0.0167963	0.202141	0.155764	0.12814	0.216329	0.0677965	0.0538283	0.0622541	0.169394	0.0220794	0.158003	0.411789	0.747284	1.08367	1.75726	2.594857
12580	-807.289	-824.001	16.712	3.93148	15.44488	0.0155242	0.0493256	0.0669094	0.015174	0.120792	0.00617901	0.018129	0.0365083	0.0825594	0.00420371	0.017175	0.000546611	0.0390326	0.00647913	0.0586355	0.0258723	0.109061	0.0476916	0.0907362	0.123675	0.0681906	0.0232708	0.0975912	0.141093	0.0125433	0.0169364	0.0146803	0.142749	0.0551337	0.109059	0.137259	0.0692151	0.0410092	0.0647174	0.0427834	0.0218393	0.121374	0.450558	0.772806	1.08441	1.69223	2.113655
12590	-802.462	-816.028	13.5664	3.956618	12.10744	0.0148599	0.0356391	0.0403785	0.011217	0.0377504	0.0102992	0.0139527	0.0383728	0.045104	0.00335947	0.0909009	0.000864544	0.0245877	0.0207773	0.0398645	0.031872	0.0496591	0.0738481	0.0765738	0.146725	0.0995475	0.100722	0.06487	0.130571	0.00813874	0.0266074	0.0580066	0.150033	0.0350518	0.131636	0.120486	0.0621811	0.0905593	0.129399	0.101401	0.0561737	0.0931601	0.451963	0.773695	1.08441	1.68994	2.26515
12600	-800.174	-817.533	17.359	1.828894	14.72407	0.0127311	0.0551798	0.09373	0.0255012	0.0279136	0.00580168	0.0112737	0.0267374	0.0125272	0.00280871	0.0734902	0.00165709	0.0169524	0.00787031	0.0385328	0.0321715	0.0113735	0.132899	0.0346953	0.0881272	0.0687378	0.0973409	0.0974688	0.114848	0.00669251	0.114332	0.0577193	0.195774	0.0651747	0.156507	0.0883133	0.103764	0.0754458	0.103831	0.0339449	0.0587315	0.0550777	0.271957	0.635491	1.06505	2.0275	2.205675
12610	-798.139	-813.703	15.5643	1.428677	12.32402	0.0144852	0.0291848	0.0446854	0.00535741	0.0865868	0.00498846	0.0127583	0.0414425	0.048508	0.00475296	0.0109551	0.00280591	0.0105898	0.00960586	0.0386077	0.0541029	0.0204223	0.135343	0.0661281	0.0774668	0.148172	0.0319547	0.0976644	0.172246	0.027731	0.122628	0.0748453	0.184862	0.0557617	0.182679	0.0412231	0.0927007	0.109552	0.062294	0.0735773	0.0648277	0.0565654	0.214091	0.576238	1.04594	2.16373	2.318062
12620	-801.735	-819.808	18.0734	1.366917	14.87612	0.0149678	0.0118373	0.0343932	0.00870901	0.12076	0.00486665	0.00973197	0.0999832	0.0201954	0.00578785	0.00971571	0.00221817	0.0114261	0.00860256	0.0465432	0.021325	0.0122771	0.132974	0.0431492	0.0587287	0.148085	0.0376151	0.0624829	0.122869	0.0226317	0.12349	0.0543931	0.0897257	0.0392097	0.185804	0.0195073	0.0876037	0.0905239	0.127888	0.0782133	0.0748037	0.146632	0.204013	0.564794	1.04155	2.18965	2.189673
12630	-793.508	-813.087	19.5791	1.234783	25.41829	0.0138829	0.0463796	0.028457	0.00960246	0.120379	0.00953396	0.0389683	0.0382864	0.0126218	0.0164312	0.0135283	0.00374048	0.0115503	0.00908117	0.06277	0.0167167	0.0228525	0.108695	0.0553382	0.101624	0.0534247	0.0370819	0.0796758	0.101078	0.0400735	0.0554333	0.043479	0.0957709	0.0607194	0.0981785	0.0203335	0.0396053	0.0771541	0.123606	0.0975303	0.0930894	0.0676564	0.1813	0.537503	1.03014	2.25106	1.924329
12640	-794.673	-817.817	23.1445	1.061134	17.93803	0.0339816	0.042371	0.0267083	0.0112514	0.101092	0.00653761	0.0504368	0.0810282	0.0342678	0.0258397	0.00911974	0.000829611	0.00638246	0.0104457	0.0209283	0.0126542	0.0195629	0.0723225	0.0402058	0.115514	0.0725895	0.0456795	0.029289	0.0337071	0.0814186	0.0971577	0.0429068	0.116715	0.043751	0.100127	0.0170249	0.143235	0.0501913	0.0798717	0.0932515	0.0769316	0.0568426	0.148988	0.494386	1.00943	2.34719	1.90217
12650	-795.172	-816.013	20.8403	2.059288	18.45428	0.0357784	0.020846	0.061143	0.0368619	0.10025	0.00630849	0.0259765	0.047053	0.025582	0.0158211	0.0071362	0.00452807	0.0282114	0.0275431	0.0324804	0.00707753	0.0126162	0.0687729	0.0645912	0.0689084	0.0505483	0.0292521	0.0760824	0.0517799	0.0543105	0.099965	0.11519	0.0968297	0.0460548	0.138484	0.0309744	0.100643	0.0567153	0.125584	0.136431	0.0441114	0.020584	0.300251	0.661174	1.0714	1.96717	1.971026
12660	-799.827	-817.324	17.4973	2.478027	14.72258	0.0240537	0.0223938	0.0638467	0.0240808	0.0913215	0.0160069	0.0320515	0.0459579	0.0137131	0.0402797	0.0220288	0.0126527	0.052048	0.0333785	0.0351904	0.0180191	0.0276137	0.115589	0.0846169	0.037317	0.110029	0.0806108	0.0695503	0.065581	0.0678613	0.0717418	0.0625403	0.184557	0.103886	0.130397	0.0427538	0.098915	0.0189124	0.0357855	0.113261	0.0378684	0.045769	0.344363	0.697808	1.07837	1.87945	2.15218
12670	-809.386	-820.999	11.6124	1.666737	11.82545	0.0396999	0.0298112	0.0438934	0.0172697	0.126719	0.0170736	0.0161301	0.0333736	0.0237273	0.069717	0.0548291	0.0429995	0.0286988	0.0401912	0.047669	0.081432	0.020928	0.0953678	0.108937	0.0707218	0.0633188	0.134365	0.137258	0.0966179	0.0845604	0.0614574	0.0223609	0.293333	0.125376	0.0903496	0.105399	0.0883799	0.0227701	0.11006	0.074318	0.0195869	0.0703769	0.249969	0.614146	1.05888	2.07701	2.609077
12680	-814.498	-824.448	9.94947	1.421986	12.99979	0.0591896	0.056087	0.0590271	0.0225323	0.0503097	0.0240682	0.0127317	0.0915209	0.0471994	0.0148648	0.0813267	0.0489215	0.0185745	0.0406682	0.0803028	0.0464311	0.0208679	0.176511	0.053261	0.12356	0.183687	0.0744847	0.142921	0.119578	0.209773	0.0778792	0.0413595	0.132667	0.06727	0.17274	0.0718801	0.0608639	0.0348341	0.102022	0.0833608	0.012781	0.0554815	0.213015	0.575034	1.04549	2.16646	2.771539
12690	-812.397	-823.496	11.0987	1.997208	15.60213	0.0148701	0.0679159	0.0853167	0.0191275	0.0271405	0.0231711	0.0126342	0.0751966	0.0362925	0.0389942	0.0246194	0.0426617	0.0188468	0.0159742	0.0257329	0.055169	0.0221431	0.110308	0.0842907	0.10102	0.134773	0.0733199	0.126105	0.164949	0.0881984	0.0527774	0.0690734	0.141081	0.0196243	0.191071	0.100565	0.0283115	0.149604	0.123278	0.10977	0.0384458	0.0857421	0.292941	0.654716	1.06992	1.98242	2.598113
12700	-806.701	-824.735	18.0348	2.371469	13.48525	0.00910887	0.0881076	0.0640221	0.015482	0.0292869	0.00920001	0.00733157	0.0463843	0.0149722	0.0189613	0.0916726	0.00997348	0.0127724	0.00740137	0.0195412	0.00983381	0.0762872	0.0626148	0.0679434	0.107832	0.101082	0.0796162	0.0832632	0.0798666	0.0362437	0.0344807	0.0837098	0.148948	0.0252667	0.125103	0.115082	0.057688	0.143281	0.0336033	0.0442186	0.0467121	0.0882921	0.333922	0.689476	1.07701	1.89959	2.095186
12710	-803.892	-820.193	16.3011	2.095605	29.06844	0.0172423	0.0527023	0.0512821	0.0179118	0.0151966	0.011095	0.00422583	0.0476635	0.0574701	0.0421907	0.00824581	0.0245967	0.010006	0.00788586	0.0510831	0.0376944	0.073901	0.0697861	0.050566	0.0825695	0.0470187	0.0551059	0.0650952	0.0396709	0.0184187	0.0650537	0.0635972	0.0790354	0.0616938	0.179621	0.0856278	0.101039	0.095646	0.0697491	0.0626873	0.0593686	0.0297823	0.304426	0.66481	1.07221	1.95856	1.911525
12720	-815.092	-819.123	4.03119	9.967072	13.96817	0.0259239	0.0649641	0.0642473	0.0184872	0.0276913	0.0206709	0.00282318	0.0800387	0.0430205	0.0620078	0.00703849	0.0309691	0.0309491	0.00473736	0.0863575	0.0860177	0.142725	0.141941	0.0291947	0.107974	0.0852676	0.111346	0.0940566	0.120872	0.0382223	0.102525	0.0266347	0.134261	0.0727361	0.24441	0.100448	0.15446	0.0230628	0.0442555	0.0976519	0.0145634	0.0252375	0.630927	0.870635	1.0724	1.42604	2.567789
12730	-802.498	-817.23	14.7325	2.747552	14.91761	0.0521552	0.02315	0.0203963	0.0367552	0.0614753	0.0471028	0.00238128	0.0620312	0.0358469	0.0487155	0.00765595	0.0303502	0.0193336	0.0070968	0.0443618	0.0128932	0.0869092	0.136068	0.0131877	0.0417377	0.102191	0.154941	0.0428755	0.145275	0.0807137	0.131079	0.0505055	0.219284	0.0471995	0.104279	0.136141	0.0678438	0.0599033	0.0608254	0.058581	0.00806596	0.0620267	0.368737	0.716518	1.08095	1.8338	2.321334
12740	-809.899	-817.763	7.86362	6.093335	12.8363	0.0851216	0.0252345	0.0482678	0.0438646	0.075269	0.012098	0.00663749	0.0856967	0.032997	0.0770457	0.0193644	0.0159805	0.0324405	0.0276372	0.0348265	0.0361315	0.0491721	0.250021	0.014679	0.165848	0.0521907	0.10615	0.0637342	0.190906	0.0280041	0.140349	0.0931752	0.106435	0.0158714	0.129289	0.0640187	0.074097	0.101916	0.102439	0.0607451	0.0176751	0.0861573	0.541996	0.826198	1.08105	1.55076	2.571484
12750	-811.013	-818.062	7.04829	5.202008	13.58255	0.0378432	0.0136213	0.0503463	0.0235331	0.12669	0.00883831	0.00755238	0.0484399	0.0723282	0.060425	0.021355	0.018968	0.0221696	0.00906741	0.0212225	0.106572	0.0379469	0.200775	0.0126637	0.149008	0.113809	0.123745	0.130962	0.14587	0.0165235	0.189015	0.0818216	0.124113	0.0433225	0.176983	0.0916371	0.122563	0.0953308	0.0870879	0.0649376	0.0111155	0.0305974	0.510257	0.808645	1.08293	1.59817	2.6988
12760	-801.601	-822.492	20.8903	1.379249	18.03223	0.0253062	0.0231001	0.0706997	0.00991768	0.0681358	0.0113678	0.0226626	0.0438706	0.036976	0.0294374	0.026201	0.0260816	0.0290249	0.0122848	0.026341	0.0438415	0.0995659	0.143624	0.0182555	0.0955438	0.0239911	0.0619423	0.0393854	0.092338	0.047567	0.141755	0.0755376	0.0776655	0.0293615	0.120904	0.0649272	0.0872957	0.0852958	0.0912238	0.0744736	0.0148216	0.0185833	0.206052	0.56714	1.04247	2.18434	2.009306
12770	-809.288	-831.59	22.3024	1.104869	19.04845	0.0118227	0.069099	0.0418003	0.0127245	0.0384562	0.00792172	0.012491	0.0146081	0.0184659	0.016558	0.0482096	0.0375997	0.020655	0.0114064	0.018823	0.0367685	0.047588	0.0982756	0.0511946	0.148453	0.0381039	0.0207573	0.0501957	0.176342	0.0754058	0.115036	0.0587007	0.0300775	0.0197739	0.160865	0.0675995	0.142801	0.0817333	0.0497998	0.0530382	0.0152385	0.0198186	0.15739	0.506152	1.01541	2.32104	1.938207
12780	-798.632	-818.831	20.1995	1.720648	18.7545	0.028855	0.027405	0.0439065	0.00938903	0.07186	0.00400168	0.0433796	0.00531113	0.0213633	0.0462615	0.0417519	0.00571143	0.0166959	0.00303738	0.0151974	0.0231562	0.0538832	0.174087	0.0446683	0.0993206	0.127996	0.0376679	0.0940708	0.157055	0.208168	0.0977737	0.0350691	0.0556091	0.0107144	0.0752819	0.0247961	0.0331605	0.0267482	0.131079	0.0728075	0.0224	0.030694	0.257485	0.62159	1.06112	2.0598	2.020333
12790	-794.306	-813.335	19.0297	1.655809	18.54739	0.0402935	0.0144195	0.036694	0.00873825	0.0506133	0.00167531	0.0497336	0.0073588	0.0194426	0.0417213	0.0413807	0.00812871	0.0858884	0.00587421	0.0241059	0.0148377	0.0409396	0.139043	0.109072	0.0803657	0.11632	0.00969331	0.0565536	0.0705583	0.106647	0.106977	0.0906363	0.0451298	0.0420565	0.171608	0.0204385	0.038464	0.0774004	0.129228	0.0636301	0.0683254	0.0555504	0.248419	0.612591	1.0584	2.08059	2.089542
12800	-797.094	-814.954	17.8598	1.20377	14.89254	0.050423	0.0221751	0.0570378	0.00358585	0.155782	0.000824018	0.00967168	0.0268178	0.0199519	0.0553458	0.036762	0.0188948	0.0512715	0.00536321	0.0592443	0.00837541	0.0453918	0.119545	0.11143	0.0748753	0.0836235	0.0154749	0.108582	0.132419	0.112108	0.103419	0.107285	0.0820162	0.067561	0.0859455	0.047924	0.0712361	0.0614173	0.0685346	0.036715	0.0363633	0.0616801	0.175736	0.530466	1.02698	2.26681	2.215074
12810	-795.249	-816.632	21.3826	0.8653365	14.95674	0.0292658	0.0397529	0.0564186	0.00707495	0.0294721	0.00238552	0.00836249	0.041609	0.0114326	0.0401255	0.0542492	0.0184221	0.0293976	0.0148301	0.0713478	0.0084997	0.0455071	0.118061	0.0688048	0.0627281	0.0913598	0.116139	0.0648886	0.0435746	0.091101	0.091586	0.0827815	0.0568489	0.0487284	0.103164	0.0580281	0.068053	0.0456903	0.0969291	0.0708589	0.0327454	0.0822206	0.109367	0.432167	0.973535	2.48493	2.002443
