Iteration	Posterior	Likelihood	Prior	alpha_data_bin	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	rates_data_bin[1]	rates_data_bin[2]	rates_data_bin[3]	rates_data_bin[4]	tree_length
500	-254.302	-271.218	16.9155	3.3162	25.11905	0.0890143	0.0550309	0.0427416	0.0112667	0.00843966	0.0276399	0.00750946	0.00804974	0.00287674	0.0540166	0.03993	0.00808829	0.0550922	0.0100677	0.0279969	0.0192057	0.0568524	0.118606	0.084247	0.0319473	0.165702	0.0218224	0.0299085	0.0146354	0.100101	0.106877	0.0176639	0.124824	0.12971	0.412335	0.747658	1.08369	1.75632	1.469864
510	-249.279	-264.535	15.2555	2.077593	13.44811	0.0940359	0.0589738	0.0455441	0.0112883	0.00691935	0.0081112	0.00475493	0.0408777	0.0100394	0.0192355	0.0320535	0.0094436	0.0165117	0.00377474	0.0693926	0.0302066	0.0542593	0.104469	0.0907844	0.081618	0.303322	0.0509348	0.036311	0.026014	0.0207321	0.151037	0.0372023	0.290261	0.0791722	0.302364	0.663019	1.07182	1.9628	1.787281
520	-249.277	-265.123	15.846	3.405065	13.89121	0.0332624	0.0203738	0.110291	0.00444974	0.0036476	0.00395643	0.014041	0.0135722	0.044049	0.108522	0.026971	0.00309931	0.0326218	0.00672716	0.12511	0.0391437	0.154098	0.108328	0.0619511	0.0625489	0.147911	0.0816703	0.0256651	0.0493047	0.00805594	0.0422384	0.00702293	0.260877	0.0539846	0.418358	0.751746	1.0839	1.746	1.653493
530	-254.562	-272.97	18.4078	5.2509	13.64042	0.0338966	0.018905	0.118281	0.00772915	0.00221437	0.00486716	0.00929769	0.0655379	0.0143451	0.104946	0.0259028	0.00226801	0.0593827	0.0082611	0.0393778	0.0590772	0.134117	0.0179091	0.014692	0.0161244	0.140863	0.0910311	0.0338542	0.0159593	0.00892442	0.0229755	0.000978669	0.192186	0.0618063	0.512176	0.809734	1.08284	1.59525	1.32571
540	-243.156	-266.366	23.2101	1.907002	22.79253	0.0298386	0.0142989	0.113275	0.00172969	0.00502043	0.0111623	0.00828902	0.0188415	0.0102113	0.0711945	0.0365737	0.00135509	0.0370423	0.01359	0.0192801	0.0294545	0.0540421	0.0440473	0.0536923	0.0393396	0.159926	0.152533	0.0629213	0.0110453	0.0172144	0.0486088	0.000237386	0.212691	0.0248506	0.281915	0.644746	1.06748	2.00586	1.302306
550	-243.176	-263.193	20.0168	1.211972	13.70041	0.132497	0.0179471	0.106247	0.00150917	0.01416	0.00471339	0.00587624	0.0308343	0.0189496	0.113967	0.00876008	0.00156712	0.0331264	0.038314	0.022995	0.0205585	0.051435	0.0311598	0.14013	0.0419957	0.225848	0.0599165	0.0655327	0.00407763	0.0286305	0.0520338	0.000114452	0.22329	0.00949277	0.177216	0.532353	1.02784	2.26259	1.505677
560	-246.545	-267.001	20.4562	3.083404	20.48158	0.107436	0.0185662	0.0591053	0.00512532	0.0205994	0.0127695	0.000994399	0.0295458	0.0451787	0.0871234	0.00561205	0.00151782	0.016305	0.0500734	0.041554	0.00376399	0.0534803	0.123573	0.0369081	0.0392112	0.212569	0.113291	0.0653741	0.0065172	0.0719751	0.0240446	2.68677e-05	0.130763	0.0144589	0.395613	0.736044	1.0829	1.78545	1.397463
570	-253.388	-273.702	20.314	2.378134	24.63046	0.0885695	0.0150949	0.162654	0.00396698	0.0263603	0.00948202	0.00043038	0.0352911	0.121163	0.036342	0.0231594	0.00310554	0.0158904	0.0538223	0.0129465	0.00696974	0.0629113	0.161891	0.0334502	0.0591512	0.114488	0.0711644	0.078692	0.0107095	0.0274118	0.0183549	8.93103e-05	0.113469	0.0129367	0.33459	0.690015	1.0771	1.89829	1.379967
580	-256.33	-277.61	21.2804	1.392073	20.12113	0.0301531	0.0197335	0.221941	0.0180844	0.0495195	0.00503441	0.000546665	0.0912503	0.0328698	0.0187044	0.0296841	0.00316815	0.0127885	0.0744743	0.00841978	0.00903413	0.0563062	0.087553	0.0305769	0.0485505	0.123695	0.12954	0.0700954	0.0218377	0.026022	0.0426132	7.58653e-05	0.146058	0.0352554	0.208158	0.569547	1.0434	2.17889	1.443586
590	-250.568	-272.927	22.3596	1.661315	17.94422	0.0127916	0.00564913	0.0884635	0.0248483	0.0613163	0.00366221	0.00145136	0.0632633	0.0203937	0.021107	0.0268737	0.0106469	0.00920392	0.0486855	0.0135007	0.0139226	0.0810066	0.111007	0.0375465	0.102189	0.118017	0.133847	0.0853584	0.0231191	0.0240487	0.0530269	0.000192308	0.124819	0.0628223	0.249201	0.613377	1.05864	2.07878	1.38278
600	-246.715	-263.778	17.0637	2.41408	15.65037	0.0153716	0.0102262	0.0655543	0.0369957	0.0452454	0.00579551	0.0101614	0.0238048	0.00948295	0.0529654	0.013329	0.0370509	0.0219406	0.0304147	0.0285673	0.0149702	0.130372	0.204767	0.119	0.0958296	0.257005	0.17144	0.0385448	0.0672737	0.0235787	0.015978	0.000250713	0.0610489	0.0446505	0.338156	0.692879	1.07758	1.89138	1.651615
610	-250.25	-265.834	15.584	1.194384	13.12274	0.180817	0.00312026	0.112588	0.0792462	0.0612254	0.00895075	0.00501375	0.0122318	0.0203412	0.0357268	0.0152211	0.0176356	0.0188791	0.02961	0.0489633	0.00994636	0.0755453	0.164162	0.109453	0.0870001	0.384436	0.0780354	0.0542528	0.0885376	0.0334217	0.0160065	0.000134797	0.0332113	0.0409896	0.174034	0.528284	1.02599	2.27169	1.824702
620	-240.603	-261.229	20.6266	3.720995	24.3354	0.091298	0.0045609	0.0974738	0.0561508	0.0435255	0.0138377	0.00468927	0.00975129	0.026392	0.0309511	0.00698232	0.00597287	0.016009	0.0226577	0.0456271	0.0131983	0.0679263	0.144693	0.0709678	0.042306	0.152356	0.0855167	0.0481398	0.0439043	0.0337788	0.0176134	0.000187824	0.030932	0.0893374	0.438346	0.764972	1.08433	1.71235	1.316737
630	-248.251	-268.105	19.8543	1.82073	15.96691	0.0157707	0.020047	0.0401751	0.0906815	0.0751842	0.0267634	0.026318	0.0049242	0.02489	0.037869	0.0272406	0.0112794	0.00780804	0.00846259	0.0336578	0.0380141	0.124867	0.161451	0.0965825	0.0280748	0.220999	0.104703	0.0186792	0.0772239	0.025638	0.0693936	0.000381078	0.0336637	0.0629232	0.270894	0.634488	1.06478	2.02984	1.513666
640	-254.275	-268.817	14.5421	1.74162	14.02895	0.0102101	0.0256044	0.101526	0.0652869	0.0323239	0.00781869	0.0344791	0.00446566	0.0312488	0.0145481	0.0550004	0.00350049	0.0363424	0.00752626	0.0507221	0.0176513	0.08423	0.372917	0.0324744	0.0347833	0.170728	0.0823845	0.00914776	0.299899	0.0363195	0.165814	0.000558724	0.0459265	0.0337736	0.260353	0.624388	1.06194	2.05332	1.86721
650	-254.89	-268.037	13.1467	4.145481	18.67199	0.00924091	0.014622	0.137782	0.0273829	0.0144166	0.00406146	0.0367658	0.0029561	0.14257	0.0139889	0.0470982	0.00255186	0.0323736	0.0115873	0.0507444	0.063592	0.125477	0.137361	0.0909106	0.0553094	0.187371	0.229363	0.0264756	0.16719	0.0180995	0.0362196	0.00131304	0.0358731	0.0205042	0.46218	0.780094	1.08435	1.67337	1.743201
660	-247.342	-266.832	19.49	1.662885	17.46252	0.016843	0.0237763	0.118799	0.0333322	0.0297656	0.00581776	0.0246156	0.00240922	0.09586	0.0101453	0.0403678	0.00714852	0.0274069	0.00325242	0.102085	0.0916751	0.132384	0.137361	0.0665519	0.0421721	0.135873	0.180673	0.0333871	0.0860559	0.0174708	0.0668293	0.0016895	0.00548097	0.00626661	0.249424	0.6136	1.05871	2.07827	1.545495
670	-252.418	-267.651	15.2333	2.185453	11.78639	0.00511688	0.0669837	0.0671759	0.0384858	0.05063	0.00617469	0.017779	0.000853427	0.0591758	0.0542361	0.0291028	0.00766099	0.0477537	0.0027957	0.076773	0.0281993	0.0865817	0.233092	0.157169	0.0197491	0.196159	0.144138	0.0670695	0.154634	0.0367142	0.0705936	0.000745805	0.00762814	0.00249861	0.314451	0.673389	1.07401	1.93815	1.73567
680	-262.427	-274.389	11.9623	3.131161	18.64116	0.00421825	0.133216	0.0589621	0.0713636	0.0496534	0.0238312	0.00940917	0.00128765	0.0973495	0.0211539	0.0248528	0.0188779	0.0434717	0.00264553	0.0436957	0.0257412	0.0339595	0.202155	0.227226	0.0585625	0.186295	0.186376	0.186355	0.0676402	0.0230846	0.0438591	0.000823172	0.0131576	0.00257269	0.399161	0.738541	1.08309	1.77921	1.861797
690	-256.962	-279.558	22.5954	1.144589	25.02137	0.0174105	0.0568013	0.0185683	0.0240474	0.0590441	0.00964682	0.0430348	0.00101763	0.060481	0.0517023	0.0316641	0.0118592	0.0136918	0.00324977	0.0125644	0.0385898	0.046635	0.112069	0.223473	0.0213302	0.17567	0.122031	0.0885174	0.0243053	0.0207577	0.0341318	0.000314646	0.00526523	0.00378198	0.164868	0.516279	1.02036	2.29849	1.331656
700	-252.113	-274.863	22.7502	1.238633	17.72893	0.0959263	0.0888763	0.0172581	0.0130755	0.0420543	0.0141683	0.048135	0.00217644	0.0615169	0.034656	0.0293821	0.0461019	0.0112712	0.00461956	0.0186476	0.0903392	0.033793	0.134531	0.0722696	0.0536282	0.187053	0.0738104	0.0479868	0.0161303	0.0471332	0.0473208	0.00024631	0.0430584	0.00890126	0.181984	0.538358	1.03052	2.24914	1.384067
710	-248.436	-276.239	27.8024	0.8427676	21.98441	0.103869	0.08531	0.0176798	0.00958077	0.0277806	0.00365422	0.0342079	0.00505172	0.0410023	0.0819908	0.0147209	0.0174588	0.0198826	0.00273481	0.0214878	0.0844039	0.0168679	0.142665	0.0463834	0.0244742	0.152426	0.0219875	0.0243864	0.0191557	0.0570126	0.0224122	0.000475478	0.0457415	0.00462732	0.104621	0.423799	0.968135	2.50344	1.149431
720	-257.645	-283.568	25.9229	0.4891992	16.30695	0.212021	0.070386	0.00825081	0.00629176	0.0232044	0.00783971	0.0134786	0.00115984	0.093681	0.0267776	0.00451988	0.0186414	0.00946365	0.00332003	0.0323373	0.0972208	0.0316003	0.203297	0.0201497	0.0403601	0.106463	0.00806893	0.0571355	0.0157373	0.0368334	0.0199626	0.00115467	0.0503818	0.00517777	0.0314037	0.244806	0.812248	2.91154	1.224916
730	-247.966	-272.073	24.1065	1.047208	18.97436	0.126595	0.064241	0.0226687	0.00434433	0.026456	0.0336377	0.0308511	0.00160074	0.0499867	0.027229	0.00529397	0.0351415	0.0132374	0.00501425	0.0614161	0.126163	0.0237729	0.0727491	0.0743865	0.0613902	0.191977	0.0056069	0.0445779	0.0287502	0.0157343	0.0452174	0.00255737	0.11055	0.0113157	0.146276	0.490496	1.0074	2.35583	1.322463
740	-255.378	-271.883	16.5054	1.986215	19.52289	0.17791	0.0407359	0.00991395	0.00136929	0.0340318	0.0176071	0.011243	0.0109038	0.0806179	0.0199486	0.0047191	0.0466057	0.0136002	0.0091802	0.0653619	0.199067	0.0249259	0.046737	0.182838	0.049605	0.278767	0.00540682	0.0491829	0.0568509	0.0118056	0.0963046	0.00611458	0.0848684	0.0270428	0.291624	0.65354	1.06964	1.9852	1.663265
750	-251.855	-271.783	19.9273	2.579333	18.52185	0.0827592	0.0768274	0.0165389	0.00183334	0.0127755	0.0233624	0.0194795	0.009395	0.089142	0.00660558	0.00617339	0.0302439	0.0266235	0.0121342	0.0323216	0.179453	0.0279064	0.106846	0.191087	0.0801118	0.19827	0.0104796	0.0456542	0.00871016	0.00804315	0.0457715	0.0125457	0.0681308	0.0355571	0.353851	0.705211	1.07947	1.86146	1.464782
760	-259.615	-274.756	15.1403	2.652622	16.20488	0.199658	0.0534951	0.0165839	0.00215199	0.0156094	0.0235919	0.0164264	0.00445883	0.0413945	0.0139865	0.0141391	0.0246837	0.0642305	0.00675335	0.105046	0.100243	0.0199259	0.11867	0.0762743	0.0413912	0.401829	0.00720898	0.0773136	0.00849946	0.0204919	0.207742	0.00646116	0.0325021	0.033776	0.360465	0.71028	1.08017	1.84909	1.754539
770	-240.653	-267.616	26.9632	1.528591	21.28072	0.0338645	0.0429612	0.0274704	0.00167753	0.0122634	0.0175057	0.00764716	0.00312314	0.0445048	0.0716377	0.00960408	0.00636096	0.0159545	0.00384193	0.02812	0.117545	0.0141774	0.0419846	0.0491343	0.0709494	0.167818	0.00136424	0.0458911	0.0478508	0.0189346	0.180437	0.0022175	0.021174	0.05091	0.229706	0.593247	1.05206	2.12499	1.156926
780	-244.414	-275.006	30.5922	0.9240934	27.31168	0.0377861	0.0423349	0.0649957	0.00329521	0.0173041	0.0221195	0.00584421	0.00381548	0.00752621	0.0501861	0.0119954	0.00557818	0.0158595	0.00299817	0.02031	0.1372	0.00426014	0.0292415	0.115345	0.0719232	0.0923767	0.00104854	0.0801182	0.046645	0.00796216	0.0652327	0.00642776	0.0341024	0.007655	0.121571	0.452684	0.986188	2.43956	1.011487
790	-245.833	-273.803	27.9692	1.614876	17.10067	0.0671304	0.00687272	0.0206757	0.00536724	0.00976079	0.0219942	0.00333345	0.00127326	0.0151658	0.0170248	0.00837896	0.00489537	0.0378115	0.00257605	0.0157288	0.112003	0.00290426	0.0213516	0.0688873	0.023939	0.174206	0.000562959	0.0388424	0.104787	0.047568	0.109964	0.0178409	0.0708758	0.0221628	0.242535	0.606624	1.05651	2.09433	1.053885
800	-240.255	-267.947	27.6923	1.886164	27.63223	0.112601	0.0188561	0.0183605	0.0113931	0.00332604	0.0191068	0.00972173	0.000352818	0.0409625	0.016963	0.0227232	0.00816722	0.0177715	0.0142094	0.0141231	0.0456957	0.00504593	0.0416127	0.0675721	0.0450272	0.163868	0.00348056	0.0551646	0.0431424	0.0616268	0.0819722	0.00781813	0.054337	0.0748071	0.279297	0.642336	1.06686	2.01151	1.079808
810	-244.329	-273.354	29.0249	3.03287	31.39494	0.0997003	0.0148455	0.00678991	0.00996822	0.021586	0.0226262	0.00412191	0.000460845	0.0289808	0.00215229	0.0180153	0.0196711	0.0386674	0.0310977	0.0299568	0.0217399	0.0253331	0.0245258	0.0881576	0.0637658	0.120319	0.0249753	0.0535233	0.018365	0.0204777	0.0663041	0.0104768	0.0385111	0.0402619	0.391789	0.733332	1.08267	1.79221	0.9653769
820	-248.7	-272.761	24.0618	1.414562	17.58928	0.197046	0.00854458	0.0173147	0.0234737	0.0636825	0.0141022	0.00226977	0.00299344	0.0204743	0.0044417	0.0146644	0.00777286	0.0240283	0.0497579	0.01676	0.0865102	0.0412328	0.0379123	0.0495067	0.0486872	0.163534	0.0468408	0.0144929	0.0514772	0.0329011	0.0876382	0.0117276	0.105313	0.0539347	0.211817	0.573689	1.04498	2.16951	1.299035
830	-250.772	-266.196	15.4247	2.423069	19.45753	0.152222	0.00660892	0.0192243	0.0323459	0.0342789	0.00965869	0.00674502	0.00888767	0.0184099	0.00689223	0.00766441	0.00293313	0.0490962	0.027235	0.076742	0.0389282	0.0850493	0.111221	0.0246177	0.123201	0.27055	0.14501	0.0414638	0.142001	0.0230812	0.0674559	0.0194403	0.0450443	0.10161	0.339039	0.693584	1.0777	1.88968	1.697617
840	-257.477	-269.784	12.3071	2.673997	11.16697	0.163722	0.00805546	0.101325	0.0209183	0.0520024	0.0126903	0.0119746	0.0140337	0.0149202	0.0192942	0.00464326	0.00854363	0.0355294	0.0282272	0.0683133	0.017005	0.224559	0.0620077	0.0168491	0.120672	0.285971	0.164042	0.0314657	0.120321	0.0349444	0.0914163	0.014982	0.0396835	0.133029	0.362356	0.711716	1.08035	1.84557	1.92114
850	-261.868	-273.335	11.4672	1.534014	12.86621	0.327171	0.0122522	0.0664322	0.0118085	0.0707988	0.0587038	0.0186954	0.0201076	0.0387728	0.0186428	0.00522264	0.0151788	0.0228779	0.0312759	0.071191	0.0648238	0.138469	0.127207	0.0327364	0.118266	0.379931	0.0891814	0.0343841	0.114316	0.0254304	0.0646461	0.00927884	0.0305992	0.095746	0.230529	0.594122	1.05236	2.12299	2.114147
860	-266.42	-277.25	10.8307	2.94922	12.3277	0.21768	0.0115621	0.123325	0.020401	0.020833	0.025337	0.00733405	0.0112858	0.0653993	0.0460415	0.0184816	0.0165728	0.0101321	0.0492382	0.0259098	0.117211	0.128978	0.181566	0.0387681	0.133857	0.141026	0.166472	0.112566	0.098678	0.0299434	0.105876	0.00919708	0.0535998	0.0642137	0.385295	0.728677	1.08225	1.80377	2.051486
870	-258.61	-271.378	12.7675	3.208389	13.44925	0.0761362	0.0240107	0.110926	0.0123197	0.068346	0.0174065	0.040447	0.0108133	0.105892	0.0633327	0.013214	0.0173994	0.017174	0.0134666	0.0507456	0.174747	0.148024	0.0958991	0.0575773	0.137899	0.0716503	0.0595882	0.138249	0.0601846	0.0239776	0.0763798	0.0198292	0.0673678	0.115204	0.404767	0.74245	1.08337	1.76941	1.888205
880	-265.242	-274.201	8.95919	4.648491	9.865462	0.229971	0.0236436	0.0453342	0.0213775	0.120351	0.0269177	0.0403043	0.0153488	0.0481688	0.0248523	0.0101418	0.015782	0.0214968	0.00694376	0.0263395	0.0873194	0.0449819	0.0710156	0.0461842	0.105859	0.0326912	0.137355	0.173313	0.0831342	0.0357079	0.222196	0.00669921	0.0668471	0.185639	0.486789	0.795019	1.08386	1.63434	1.975916
890	-258.389	-270.402	12.0131	3.537145	15.50897	0.117034	0.0246132	0.0560982	0.0305207	0.125982	0.0174599	0.0432437	0.0106091	0.0381328	0.040926	0.0102498	0.00459131	0.0646185	0.0117621	0.0465971	0.0610185	0.0855218	0.13679	0.1245	0.0634266	0.0106774	0.0702442	0.137315	0.065095	0.0302083	0.105527	0.0468548	0.0912118	0.233941	0.426974	0.757511	1.08413	1.73138	1.90477
900	-253.266	-268.015	14.7494	1.867572	13.09773	0.114929	0.0618717	0.0520972	0.0402438	0.0611198	0.0121355	0.0379562	0.00523879	0.00856721	0.0372274	0.00803328	0.00270187	0.0193568	0.00529407	0.014937	0.0554933	0.0578595	0.338465	0.0909114	0.0400851	0.00968191	0.0606817	0.0789464	0.0639487	0.0108771	0.0696159	0.00535751	0.124517	0.348513	0.276937	0.64015	1.06629	2.01662	1.836662
910	-265.025	-272.689	7.66406	2.280357	8.264489	0.16368	0.0859763	0.183916	0.0396608	0.0451198	0.00699474	0.0245195	0.00345343	0.00436747	0.042066	0.0497915	0.0116929	0.0276574	0.00699195	0.00723502	0.0479411	0.102004	0.21688	0.108512	0.0325357	0.00922226	0.117579	0.187689	0.0887022	0.0118068	0.0534287	0.0174719	0.0989012	0.423539	0.324592	0.681859	1.07565	1.9179	2.219337
920	-254.807	-270.246	15.4387	1.95848	12.81332	0.12308	0.0501039	0.105228	0.106262	0.0120108	0.00528198	0.0258546	0.0119113	0.0117612	0.0389177	0.013628	0.00485487	0.0304397	0.0169783	0.00888297	0.094906	0.0797826	0.123341	0.189587	0.0420308	0.0460955	0.103501	0.0838979	0.0555311	0.0262152	0.0717285	0.0201597	0.0806151	0.188709	0.288268	0.650525	1.06892	1.99229	1.771296
930	-258.345	-269.646	11.3008	2.004868	14.66077	0.193562	0.0245598	0.353925	0.124138	0.0159763	0.00566088	0.046478	0.00482423	0.0145194	0.0362823	0.0107197	0.00136342	0.0425809	0.0136556	0.00824529	0.123742	0.0586523	0.0685121	0.148196	0.0409149	0.0700233	0.0484296	0.0597032	0.0523265	0.0191966	0.0454196	0.00865637	0.0309825	0.397141	0.293855	0.65553	1.07011	1.9805	2.068388
940	-250.164	-270.381	20.2168	0.6744682	16.35881	0.029211	0.0252959	0.212436	0.0361569	0.0357006	0.00224128	0.0455931	0.00392804	0.0270974	0.0525215	0.014251	0.00803601	0.0329387	0.00505384	0.00835823	0.1023	0.141037	0.0580961	0.0445783	0.057705	0.0154832	0.0286412	0.0761811	0.10401	0.0154682	0.0188456	0.0209759	0.015055	0.326315	0.0687452	0.35123	0.915027	2.665	1.56351
950	-263.384	-278.475	15.0907	2.238722	15.22093	0.0678248	0.0281369	0.182474	0.0761165	0.0883674	0.00200163	0.0330855	0.00160446	0.0825664	0.0564594	0.014974	0.0475901	0.0295884	0.00148581	0.00977653	0.102823	0.182153	0.0398694	0.0195128	0.150026	0.0185156	0.0189131	0.0276964	0.214461	0.038293	0.016255	0.00306909	0.0142515	0.224105	0.320198	0.678214	1.07496	1.92663	1.791996
960	-254.74	-271.114	16.3734	2.511217	16.85515	0.184136	0.0399048	0.0754767	0.0121864	0.063112	0.00303239	0.0356899	0.00642795	0.0101432	0.0404032	0.00805053	0.0262469	0.0292594	0.00622117	0.00344136	0.0617065	0.156275	0.0236215	0.0270857	0.0646307	0.0171718	0.0441584	0.0255045	0.336115	0.0449764	0.0182948	0.00354353	0.0558601	0.25938	0.347518	0.700286	1.07875	1.87344	1.682056
970	-251.643	-268.475	16.8324	1.550596	15.97365	0.143016	0.0258537	0.0342286	0.0110785	0.0631707	0.00877828	0.0256899	0.00210395	0.0161552	0.0673738	0.0127683	0.0581482	0.0145546	0.00607555	0.014508	0.0404446	0.0930882	0.013738	0.0617673	0.100845	0.0204235	0.0881894	0.0711524	0.295584	0.0342337	0.0255638	0.00602142	0.0704013	0.294845	0.233034	0.596767	1.05326	2.11694	1.719801
980	-255.784	-270.788	15.0039	3.063262	12.94615	0.142735	0.00223129	0.0227856	0.0227648	0.0965045	0.00418709	0.0121479	0.00104103	0.0157806	0.0549831	0.0142666	0.0537237	0.00442495	0.00504233	0.0205325	0.0790151	0.0322856	0.0318447	0.112811	0.151445	0.0572473	0.107491	0.0633954	0.099049	0.021495	0.0289252	0.00748923	0.133923	0.32285	0.394097	0.734972	1.08281	1.78812	1.722418
990	-252.204	-271.612	19.4077	3.585155	17.3764	0.0678117	0.00245204	0.0327965	0.0310191	0.138287	0.00377021	0.0186243	0.000233138	0.0196684	0.0228724	0.00942676	0.0391372	0.002533	0.00470614	0.0323838	0.0554964	0.028278	0.0297326	0.0434998	0.0959014	0.140387	0.0677767	0.0326819	0.107336	0.0175724	0.106136	0.00856599	0.026701	0.25422	0.430011	0.75952	1.0842	1.72627	1.440006
1000	-239.893	-266.454	26.5603	0.9446401	19.23256	0.0880713	0.00441083	0.0115805	0.0304073	0.070514	0.00767262	0.00397514	0.00293953	0.00481156	0.0245583	0.0144444	0.00778493	0.0122474	0.0101088	0.0397735	0.0381138	0.0175021	0.0855643	0.0729157	0.042148	0.0719005	0.071237	0.0410674	0.137262	0.0196959	0.0459923	0.00766383	0.0703507	0.145441	0.12578	0.459455	0.990185	2.42458	1.200155
1010	-250.909	-270.166	19.2563	3.047657	14.41211	0.0537738	0.00424701	0.0122299	0.00645907	0.0488348	0.0160441	0.0113735	0.00869245	0.0133125	0.0214239	0.010428	0.0231244	0.00708445	0.0220097	0.0492582	0.0229796	0.0632793	0.148311	0.0321539	0.0107322	0.0412841	0.0549746	0.0150941	0.264806	0.0203838	0.0525335	0.0300474	0.0704793	0.313397	0.392915	0.734133	1.08274	1.79021	1.448752
1020	-238.446	-266.726	28.2802	1.863737	26.76388	0.0594544	0.00302773	0.0370639	0.00539641	0.0420816	0.0168165	0.0108719	0.0209349	0.00376328	0.0261087	0.00637256	0.0286952	0.00353353	0.0120082	0.0260921	0.0226137	0.0118743	0.053481	0.0768762	0.0080034	0.0237113	0.0643671	0.0173303	0.142304	0.0158662	0.0299007	0.0203408	0.0443884	0.232328	0.276448	0.639695	1.06617	2.01768	1.065607
1030	-243.539	-268.994	25.4556	1.209127	21.05187	0.0842506	0.00577511	0.0622183	0.00847621	0.0215083	0.0203062	0.0234123	0.0665483	0.0264351	0.0225315	0.0111852	0.00604209	0.00105892	0.0147163	0.0537757	0.00891487	0.0172473	0.101659	0.0325509	0.0479335	0.0183247	0.101992	0.025535	0.23778	0.0113644	0.0520552	0.0165294	0.0485459	0.0949005	0.176703	0.5317	1.02754	2.26405	1.243573
1040	-247.613	-263.697	16.0841	2.436023	15.64551	0.112604	0.00592041	0.208825	0.019523	0.0218082	0.0157574	0.0120592	0.0584106	0.0111214	0.0151974	0.00312455	0.00703102	0.00158792	0.0127287	0.0403447	0.019888	0.0464145	0.0907631	0.0334489	0.055367	0.0417597	0.114726	0.0839559	0.275916	0.0438964	0.0369914	0.0335768	0.0740292	0.216048	0.340306	0.694594	1.07786	1.88724	1.712824
1050	-247.517	-267.025	19.5074	1.57186	19.26535	0.130432	0.00306357	0.149061	0.0602489	0.0311652	0.0150425	0.0061727	0.124993	0.0181899	0.0160759	0.00993389	0.0128371	0.00639953	0.00887735	0.0258965	0.0204264	0.0226382	0.0418795	0.0213536	0.0203573	0.0407349	0.021686	0.0581117	0.194673	0.0300085	0.0193326	0.0288684	0.0754314	0.319982	0.236213	0.600096	1.05438	2.10931	1.533871
1060	-252.511	-270.34	17.8283	4.212191	17.94322	0.0670064	0.00743138	0.207351	0.0198966	0.0264873	0.0381217	0.00619751	0.156063	0.0162624	0.0366603	0.00880194	0.0253066	0.00839255	0.005552	0.0116968	0.0455744	0.0235188	0.117032	0.0247846	0.0376202	0.0192377	0.0349174	0.0493087	0.186281	0.0225528	0.0372952	0.0329671	0.0373506	0.183485	0.465652	0.782241	1.08431	1.66779	1.493153
1070	-255.984	-266.882	10.8979	3.958217	12.34601	0.141821	0.00663329	0.355472	0.0325945	0.0389992	0.0113083	0.00161244	0.0913679	0.0294267	0.0238156	0.00789508	0.0186224	0.0102293	0.00211221	0.0116099	0.0211171	0.0362248	0.0631535	0.067537	0.0540692	0.0173259	0.202949	0.119785	0.258827	0.00854856	0.0432144	0.0193518	0.0908322	0.17801	0.452052	0.773752	1.08441	1.68979	1.964465
1080	-255.113	-264.099	8.98618	3.309106	15.2969	0.141787	0.00391707	0.207053	0.0638173	0.00615559	0.0042047	0.0198646	0.056008	0.0805631	0.0163373	0.0253987	0.0241166	0.00404018	0.0014434	0.0154696	0.00921528	0.113484	0.0590674	0.0506507	0.0387207	0.0200768	0.124659	0.129166	0.283196	0.020158	0.0556692	0.0222148	0.149178	0.375001	0.411846	0.747323	1.08367	1.75716	2.120634
1090	-255.56	-273.71	18.1497	2.519097	15.31476	0.0823022	0.00469303	0.120927	0.0708717	0.0156257	0.00289278	0.0291295	0.0144531	0.0420442	0.0129193	0.0246299	0.0208631	0.00647278	0.00175549	0.0440432	0.0147651	0.034564	0.0757659	0.0613505	0.0272852	0.028585	0.144819	0.168523	0.137386	0.020183	0.0549538	0.0195547	0.11162	0.180401	0.34826	0.700867	1.07884	1.87203	1.573378
1100	-258.131	-268.214	10.0836	6.021858	19.39016	0.0928807	0.0123735	0.0777566	0.0555822	0.0530279	0.00376969	0.019722	0.0434386	0.0505662	0.0273573	0.0160593	0.0305514	0.0286641	0.0127129	0.0181198	0.0193212	0.0725108	0.079516	0.0257815	0.105284	0.0130549	0.127011	0.054001	0.168993	0.0464855	0.107266	0.0446673	0.183735	0.198668	0.53968	0.824949	1.08121	1.55416	1.788877
1110	-266.585	-275.437	8.85246	2.692295	11.94866	0.0770534	0.0178987	0.212348	0.0799798	0.0606959	0.0270839	0.00448553	0.0306304	0.0382064	0.0150647	0.0258456	0.0125182	0.0493939	0.0945629	0.0451587	0.0159032	0.27695	0.0946458	0.0146435	0.0717334	0.0143046	0.070242	0.0255958	0.228963	0.0813718	0.102835	0.133843	0.0974225	0.214796	0.363962	0.71293	1.08051	1.8426	2.234175
