Iteration	Posterior	Likelihood	Prior	alpha_data_bin	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	rates_data_bin[1]	rates_data_bin[2]	rates_data_bin[3]	rates_data_bin[4]	tree_length
300	-1918.39	-1943.02	24.6331	0.7885707	19.60971	0.0293046	0.0182817	0.0407136	0.0907059	0.0526861	0.0575185	0.00796235	0.0357095	0.0254597	0.0147971	0.023664	0.0949642	0.00172089	0.0308206	0.0652943	0.0178059	0.0022808	0.0502633	0.0253164	0.0103772	0.0462948	0.0457967	0.0993611	0.042303	0.0907497	0.036653	0.225619	0.0939794	0.0130201	0.00712783	0.132835	0.0222768	0.0312932	0.0209305	0.030198	0.0166407	0.0407943	0.101993	0.00501875	0.0401433	0.239725	0.0862462	0.115903	0.0386388	0.0366512	0.00359196	0.0538237	0.0931245	0.402491	0.953737	2.55065	2.413255
310	-1928.41	-1942.37	13.9597	0.8023868	13.66282	0.0305863	0.0126353	0.0438088	0.0889032	0.0472646	0.0568815	0.00459792	0.102381	0.055859	0.036382	0.0282781	0.168348	0.00502828	0.0502296	0.175838	0.0112315	0.00319024	0.033577	0.0314372	0.0269004	0.0382083	0.0862805	0.265973	0.145725	0.110767	0.0341712	0.245917	0.15281	0.0142989	0.0145372	0.0282533	0.0883305	0.00636221	0.0307381	0.0801907	0.0207354	0.034271	0.0444166	0.00549701	0.0132415	0.340708	0.0701664	0.0524654	0.0316392	0.0760909	0.0119613	0.0307529	0.0960665	0.408093	0.957614	2.53823	3.087865
320	-1918.18	-1937.54	19.3619	0.5928258	16.70914	0.0250674	0.0136032	0.0685393	0.066397	0.0250519	0.0398595	0.00892952	0.0402288	0.0491714	0.0175081	0.0179232	0.120056	0.00593111	0.0429712	0.0965288	0.0420367	0.000662325	0.0291326	0.0212025	0.0221752	0.0272979	0.049879	0.115939	0.143815	0.113554	0.0236451	0.240324	0.106011	0.0301662	0.0202233	0.0336469	0.0565752	0.00334069	0.0651211	0.0501198	0.0377503	0.0246581	0.0410131	0.0355528	0.00692953	0.361987	0.0992256	0.160937	0.0472191	0.0777285	0.00460978	0.0135878	0.0516318	0.308261	0.877614	2.76249	2.743832
330	-1932.01	-1944.05	12.036	0.7269445	12.60343	0.020408	0.0131685	0.0242031	0.116842	0.0302189	0.0926143	0.0196268	0.0513373	0.0268404	0.0222595	0.014349	0.082916	0.00820945	0.0256868	0.0849095	0.0184343	0.000704315	0.0187912	0.00987875	0.0145735	0.0372033	0.0254412	0.199962	0.251475	0.101233	0.0698509	0.374491	0.12137	0.0487246	0.0161469	0.0354244	0.0426251	0.00179079	0.0941668	0.0746783	0.0246913	0.0165157	0.0428661	0.0859972	0.00870281	0.379113	0.033071	0.169909	0.033571	0.204258	0.00647196	0.0261525	0.0799504	0.375971	0.934458	2.60962	3.221874
340	-1929.78	-1942.71	12.9379	0.7638	12.5698	0.0471146	0.0175619	0.0548504	0.139055	0.0593629	0.0600771	0.0417865	0.0917002	0.0135464	0.0167097	0.0378574	0.116301	0.00379722	0.0532598	0.0943787	0.00918358	0.0146656	0.0157903	0.0428864	0.0224524	0.0761382	0.04014	0.187816	0.121607	0.0877248	0.0640547	0.268185	0.100906	0.010061	0.0214764	0.0713212	0.0645037	0.00193247	0.0712263	0.0472679	0.0745054	0.00956048	0.0807688	0.0440811	0.0115985	0.326195	0.0636257	0.0874173	0.0390408	0.185672	0.00964399	0.0275496	0.087836	0.392141	0.946397	2.57363	3.146355
350	-1931.62	-1945.73	14.1126	0.8705455	15.54465	0.0438174	0.0198127	0.0200492	0.113477	0.0580089	0.0931431	0.06498	0.0678235	0.0609687	0.00969966	0.0198031	0.0993556	0.00487342	0.0410152	0.0800945	0.027789	0.0103494	0.0232399	0.016773	0.0140622	0.0536596	0.0479896	0.0782449	0.0454849	0.124959	0.0624462	0.433099	0.0972179	0.0920679	0.0209118	0.0452583	0.0905794	0.00632931	0.0291646	0.00944725	0.0884518	0.0102346	0.046316	0.0157007	0.0312889	0.371674	0.103493	0.0831236	0.0435695	0.120271	0.0115055	0.0141443	0.110458	0.434058	0.974737	2.48075	3.065769
360	-1918.03	-1938.8	20.7705	0.8746224	18.92834	0.0203861	0.00648924	0.0710609	0.083828	0.0543179	0.0193515	0.043312	0.0315373	0.0356107	0.0113037	0.0217382	0.134875	0.0116215	0.0293992	0.108897	0.0292109	0.0231868	0.0285143	0.0175483	0.00329217	0.0633194	0.033507	0.0605655	0.0235906	0.0990624	0.0352605	0.27161	0.128217	0.0500217	0.0145367	0.0401503	0.06859	0.0100847	0.0542987	0.0176634	0.0605034	0.0315548	0.0254776	0.0139401	0.0236355	0.387354	0.0693858	0.100423	0.0249608	0.0961206	0.00866126	0.0210586	0.111311	0.435529	0.975665	2.4775	2.619034
370	-1929.39	-1949.25	19.8577	0.9188141	16.31334	0.0517271	0.0075394	0.0977992	0.108125	0.0374253	0.0173404	0.0475347	0.020448	0.0145378	0.0113418	0.018428	0.177012	0.0100852	0.0224089	0.0543057	0.0143502	0.0298655	0.0640819	0.0113776	0.00392711	0.0419206	0.0301323	0.194621	0.105651	0.133339	0.0313595	0.148448	0.122894	0.0235794	0.0092602	0.0481159	0.0842736	0.0142772	0.0265674	0.0228783	0.0379514	0.0268424	0.0367225	0.0306705	0.0241117	0.276409	0.205593	0.0915423	0.0561937	0.0264216	0.0122408	0.0141393	0.120484	0.450911	0.985128	2.44348	2.695814
380	-1920.22	-1938.49	18.2738	0.8725753	18.29439	0.0746619	0.00285727	0.0521212	0.115234	0.0578396	0.0319956	0.0335017	0.036506	0.0504254	0.0634421	0.00686551	0.0854592	0.00601965	0.0448805	0.112523	0.00602045	0.0110071	0.0547895	0.0116697	0.00518191	0.0185595	0.0459083	0.156719	0.0476521	0.0845644	0.0219133	0.250193	0.178603	0.0161535	0.00996035	0.0197474	0.0646455	0.0196387	0.0446819	0.0154389	0.0493818	0.0461057	0.0468998	0.0404085	0.0106808	0.278303	0.175206	0.0854913	0.0362401	0.085969	0.0355329	0.0181912	0.110882	0.434792	0.9752	2.47913	2.76579
390	-1939.29	-1947.9	8.61095	1.315916	15.16789	0.0378163	0.00420018	0.0380997	0.0711009	0.0690975	0.0527773	0.0592517	0.0207268	0.0311136	0.058603	0.00656843	0.1109	0.012208	0.0516246	0.148225	0.0216143	0.0165299	0.0858138	0.0105566	0.0165463	0.0303309	0.0418988	0.244354	0.0568353	0.123576	0.117809	0.290806	0.220737	0.0409654	0.00560217	0.00992577	0.054751	0.0278396	0.0403917	0.0120742	0.0862925	0.0539608	0.105132	0.0267586	0.0120863	0.271431	0.283545	0.105758	0.0574686	0.0725076	0.0616524	0.0263531	0.195434	0.554743	1.0375	2.21233	3.404215
400	-1924.21	-1940.18	15.9694	0.6417652	17.90807	0.0306293	0.0023301	0.0630498	0.0923597	0.078281	0.047224	0.0337981	0.0236312	0.0649753	0.0454458	0.00781318	0.140254	0.00831515	0.0425291	0.116473	0.0363802	0.0169334	0.0476054	0.022849	0.0255047	0.0695172	0.0530561	0.0932206	0.0287384	0.0716744	0.0677854	0.318565	0.125152	0.0991591	0.0102475	0.0444407	0.0562191	0.0531725	0.0323929	0.0347703	0.0572331	0.0212459	0.0753514	0.0627214	0.0048979	0.243916	0.144503	0.0334184	0.0278971	0.0857337	0.0242819	0.0296251	0.0618207	0.334707	0.901217	2.70225	2.915319
410	-1928.36	-1937.15	8.78555	0.737382	14.37449	0.0471848	0.00933435	0.0575432	0.0876391	0.055899	0.0447235	0.055563	0.0957933	0.0693168	0.0496743	0.00297722	0.150633	0.0119105	0.0259644	0.099948	0.0375168	0.0211916	0.0542171	0.0307757	0.031641	0.0427206	0.0531387	0.148606	0.0417087	0.159593	0.0353205	0.340591	0.211184	0.0918564	0.0169722	0.10651	0.0507144	0.0668032	0.0232491	0.0231877	0.0976006	0.0154576	0.0241857	0.0364085	0.00530356	0.380239	0.183575	0.100285	0.0231065	0.083784	0.0374516	0.0165846	0.0821843	0.380647	0.937971	2.5992	3.455585
420	-1945.71	-1950.38	4.67137	1.221476	10.78197	0.0496038	0.0123907	0.0533268	0.15575	0.0228756	0.0521925	0.0848803	0.223884	0.031192	0.0700397	0.00241988	0.131293	0.0087737	0.0543749	0.173677	0.0189886	0.0333859	0.0874186	0.0162657	0.0145969	0.0336873	0.110539	0.139211	0.134792	0.09307	0.00367461	0.255667	0.153579	0.0908541	0.019374	0.0857358	0.0442952	0.056308	0.0130447	0.0851969	0.101101	0.0172999	0.0357968	0.0389801	0.00637815	0.321495	0.22497	0.170395	0.0131664	0.158511	0.0396262	0.0126213	0.178923	0.534515	1.02881	2.25775	3.756698
430	-1938.09	-1943.11	5.01505	1.910467	15.19269	0.041266	0.00124245	0.0460776	0.120287	0.0176758	0.038432	0.054971	0.149568	0.0285344	0.0362656	0.00423284	0.14441	0.00221073	0.0514509	0.225838	0.0158647	0.0288637	0.119398	0.00992852	0.0106316	0.0737908	0.103456	0.168916	0.0508252	0.0942392	0.00835241	0.223648	0.18845	0.107087	0.0194499	0.0567694	0.0897589	0.136481	0.0365874	0.0774173	0.0664861	0.0232904	0.0587746	0.11169	0.00381472	0.158825	0.204265	0.116061	0.0285286	0.174356	0.0616351	0.0108328	0.282348	0.645142	1.06758	2.00493	3.600938
440	-1938.49	-1945.53	7.03271	1.093715	11.74508	0.068196	0.000515818	0.0527556	0.117396	0.0801175	0.0772866	0.0160759	0.0937545	0.126169	0.0376962	0.00491386	0.150425	0.00532164	0.0604995	0.102209	0.077322	0.0410165	0.100317	0.00820506	0.00391187	0.0408733	0.0956239	0.14967	0.0424018	0.0978181	0.0122728	0.301079	0.0828044	0.161214	0.0215959	0.0175184	0.0594156	0.0577668	0.0585964	0.0148425	0.0830282	0.0512112	0.0749307	0.0712449	0.00181496	0.264429	0.280972	0.101037	0.0375697	0.111299	0.0249314	0.0443869	0.155264	0.503215	1.01394	2.32758	3.584453
450	-1951.01	-1954.08	3.07515	1.755706	10.39047	0.0903619	0.00126806	0.0527638	0.0801369	0.0786066	0.0664283	0.0196876	0.105326	0.0605471	0.100384	0.0103927	0.176063	0.00549573	0.0969329	0.0714917	0.0421424	0.0524899	0.062286	0.011059	0.0063768	0.037248	0.144219	0.171433	0.0167568	0.131266	0.0394961	0.344071	0.168891	0.0579386	0.0163721	0.0729762	0.0611515	0.0228421	0.0244849	0.0324587	0.107633	0.00864815	0.169	0.0366149	0.00247832	0.302148	0.32066	0.145026	0.0761957	0.0616796	0.0322883	0.04647	0.262261	0.626238	1.06248	2.04903	3.840687
460	-1948.51	-1950.33	1.82002	1.504543	11.36759	0.0423311	0.00250846	0.0655042	0.0921012	0.114121	0.0588654	0.0620577	0.125195	0.028891	0.0921111	0.00792366	0.111944	0.00659384	0.0773054	0.128085	0.0157853	0.0170865	0.0284807	0.0254743	0.0105512	0.11187	0.0725203	0.222585	0.0463596	0.0808801	0.026977	0.452746	0.259496	0.0866354	0.0250287	0.105433	0.0349916	0.0120171	0.0251704	0.116469	0.107186	0.00330018	0.137339	0.0193341	0.00189578	0.246792	0.302756	0.158607	0.0838721	0.119212	0.00558196	0.0195038	0.226024	0.589311	1.05069	2.13398	3.997474
470	-1937.42	-1950.08	12.6541	0.9690755	12.76772	0.0857544	0.00329784	0.0719048	0.20065	0.0249149	0.0665029	0.0208002	0.122435	0.0216268	0.0507634	0.0139141	0.0972459	0.0108718	0.0379374	0.095906	0.0179881	0.0241966	0.0385514	0.0336083	0.0127813	0.0611608	0.051327	0.196671	0.0256839	0.050803	0.0165092	0.184162	0.22451	0.0435254	0.0322996	0.135124	0.0309482	0.0277548	0.0282285	0.034563	0.0463458	0.00287941	0.128909	0.00717241	0.00170957	0.249156	0.19333	0.13413	0.0721928	0.109516	0.00908956	0.00878598	0.130743	0.467255	0.994681	2.40732	3.158138
480	-1939.3	-1947.38	8.07898	1.939605	20.55319	0.043729	0.00259367	0.0790702	0.0985643	0.0121157	0.036378	0.039077	0.0586494	0.013188	0.0389497	0.00356876	0.0574301	0.0178809	0.0328863	0.0800083	0.0224199	0.0333251	0.0708681	0.0354514	0.0170793	0.0301733	0.0585043	0.219791	0.0106305	0.140708	0.0333321	0.260158	0.262393	0.042533	0.0445835	0.0582826	0.0239898	0.0079872	0.0536318	0.0407739	0.0621857	0.0104667	0.113284	0.00946884	0.00220415	0.30848	0.265745	0.106798	0.045885	0.0664172	0.018032	0.0605086	0.285957	0.648434	1.0684	1.99721	3.15018
490	-1933.18	-1939.96	6.77481	1.064474	11.69601	0.0289957	0.00267868	0.0720016	0.0984805	0.0799487	0.0378895	0.0344231	0.0570133	0.0140809	0.0274226	0.00203853	0.108215	0.00328556	0.054492	0.145736	0.0188966	0.0218873	0.115377	0.0383147	0.0205455	0.065074	0.106107	0.217815	0.0175139	0.170642	0.0467673	0.306404	0.285301	0.106689	0.0294436	0.107885	0.0786568	0.0135828	0.052827	0.0476494	0.0552529	0.0155516	0.138845	0.0333617	0.00488082	0.349861	0.19032	0.0873965	0.0304142	0.0346579	0.0172419	0.0161933	0.149636	0.495309	1.00991	2.34514	3.608057
500	-1927.21	-1940.52	13.3115	0.9924608	14.48502	0.0344264	0.00459787	0.0607586	0.138715	0.0531503	0.0724185	0.0224235	0.0423672	0.0122389	0.0382696	0.00527527	0.10208	0.00593975	0.0458782	0.167121	0.017708	0.0193027	0.100791	0.0247571	0.0142678	0.0565538	0.0502233	0.162769	0.0216073	0.125256	0.0350291	0.134705	0.234679	0.0961369	0.0249982	0.0357872	0.0856072	0.0101766	0.0493253	0.0133111	0.0662137	0.0195836	0.0895569	0.052013	0.00142455	0.246511	0.228921	0.128209	0.016542	0.105204	0.0296071	0.0200421	0.135447	0.474474	0.998739	2.39134	3.122479
510	-1933.74	-1943.84	10.0989	1.083353	10.47011	0.0679908	0.00174946	0.0216414	0.0704165	0.0640614	0.0772596	0.0352446	0.0468762	0.0193696	0.031284	0.0111926	0.0909653	0.00338749	0.0708162	0.189677	0.0273493	0.0111713	0.0512912	0.0256019	0.0276618	0.0357543	0.0515773	0.153451	0.0117854	0.076598	0.0279351	0.257977	0.18341	0.101955	0.0187289	0.0323892	0.0619379	0.00579149	0.0470279	0.0498658	0.0414565	0.0115478	0.0773771	0.0658873	0.00331008	0.348939	0.259045	0.159713	0.0445897	0.0896044	0.0637307	0.0112173	0.153279	0.500448	1.01255	2.33373	3.23761
520	-1928.56	-1945.43	16.8687	0.8834004	16.13333	0.0150119	0.00188017	0.0707037	0.0967852	0.0375858	0.0437803	0.0180514	0.0353183	0.0327994	0.0366742	0.00612409	0.0886816	0.00458747	0.0474787	0.11508	0.0461673	0.00439379	0.0298371	0.0218238	0.00593176	0.0540329	0.0379009	0.118017	0.0906589	0.145073	0.0113817	0.263064	0.193477	0.0223404	0.0329223	0.0365196	0.0628137	0.0105174	0.0635303	0.0949759	0.0716868	0.00979937	0.0170898	0.0570384	0.001114	0.289878	0.204841	0.146643	0.0195068	0.027549	0.0367822	0.00541136	0.113143	0.438664	0.977632	2.47056	2.883262
530	-1927.18	-1939.07	11.8873	0.8351309	13.68964	0.0250234	0.00176227	0.0334989	0.140537	0.0758944	0.0805847	0.0183268	0.134676	0.0132762	0.0276554	0.00945879	0.149313	0.00157694	0.0611739	0.110495	0.0501307	0.0100804	0.0776773	0.0255422	0.011169	0.0753888	0.0721124	0.129546	0.163057	0.125635	0.0139228	0.26248	0.128618	0.0548761	0.02439	0.048375	0.0364057	0.0235458	0.0454724	0.0492271	0.073422	0.0214891	0.0271243	0.0751772	0.00298343	0.398183	0.17791	0.0905722	0.0144228	0.014192	0.0220292	0.00873736	0.103009	0.420903	0.966233	2.50986	3.237146
540	-1937.61	-1945.07	7.46662	1.485067	13.5839	0.0242137	0.00128953	0.0212087	0.115837	0.0335696	0.0846597	0.0786241	0.0865176	0.0138776	0.0486977	0.0093791	0.168824	0.0013434	0.0399375	0.139614	0.0525143	0.0100963	0.0232982	0.050638	0.00840665	0.0490853	0.0615231	0.121195	0.111408	0.0521864	0.0279439	0.386247	0.193978	0.123837	0.0145399	0.0280536	0.0814459	0.0662464	0.0470391	0.0348647	0.110788	0.072635	0.0605977	0.0778816	0.00148158	0.398183	0.176983	0.125356	0.0182596	0.0188529	0.0316358	0.00987016	0.223007	0.586052	1.04953	2.14141	3.514665
550	-1934.8	-1943.95	9.14988	1.121084	11.99173	0.0817707	0.00101344	0.0443937	0.111996	0.0271702	0.0420949	0.0384757	0.0786579	0.0081403	0.0383833	0.0148802	0.209585	0.00173803	0.044309	0.17379	0.0398292	0.0127128	0.0818522	0.0414326	0.00478946	0.0361272	0.0606272	0.0906833	0.164385	0.0773745	0.0491474	0.311289	0.175487	0.0555433	0.0164303	0.0281202	0.0837266	0.0739415	0.0400394	0.0222579	0.029432	0.0276483	0.102775	0.108545	0.00113796	0.276766	0.233477	0.181545	0.00597169	0.00864456	0.0196131	0.0314839	0.160461	0.510348	1.01749	2.3117	3.409234
560	-1927.54	-1941.25	13.7187	1.123649	15.46977	0.0511313	0.00292074	0.0894732	0.10746	0.0577281	0.0498092	0.0714013	0.0777808	0.0167902	0.0347742	0.00800839	0.169324	0.00135901	0.0414205	0.0888969	0.0179264	0.01806	0.0787823	0.0440724	0.0101276	0.0777155	0.0611015	0.093411	0.163227	0.124793	0.0674985	0.234278	0.128392	0.0395987	0.0316538	0.0809751	0.0855876	0.0302506	0.0181088	0.0317713	0.0156024	0.0114225	0.159655	0.0598549	0.000899242	0.156455	0.181194	0.0750269	0.0119181	0.0108161	0.0396664	0.0478859	0.160944	0.511004	1.01781	2.31024	3.076005
570	-1942.8	-1951.08	8.28493	1.031364	13.73389	0.0262657	0.0100155	0.0400537	0.111939	0.0403832	0.0728242	0.0493311	0.0783116	0.0219467	0.0488584	0.00565183	0.190554	0.00221532	0.069528	0.119276	0.0195153	0.0443817	0.0770374	0.0728576	0.0127738	0.0686815	0.115938	0.238158	0.0517565	0.12128	0.0838413	0.287473	0.184827	0.0119342	0.0217206	0.10683	0.0843273	0.0257074	0.0151245	0.058183	0.0126602	0.0342969	0.185551	0.0269445	0.000856464	0.281234	0.133187	0.0952878	0.0229125	0.0112077	0.0344286	0.057059	0.143169	0.48598	1.00501	2.36584	3.485128
580	-1944.7	-1954.67	9.96632	0.7565787	15.37468	0.0915444	0.0100557	0.0780207	0.0889464	0.0729606	0.106286	0.0227849	0.0822819	0.0366456	0.033409	0.00650797	0.126754	0.00223611	0.0656318	0.0873075	0.00684223	0.0613265	0.0383903	0.0342731	0.0176632	0.100093	0.0445339	0.277093	0.0955396	0.209864	0.045866	0.294914	0.0999698	0.026505	0.0393524	0.0642054	0.056172	0.00736727	0.0187935	0.0525567	0.0170538	0.0286297	0.054567	0.0158549	0.00255117	0.228704	0.206031	0.147942	0.0451233	0.0247899	0.0205432	0.0508728	0.0862919	0.389047	0.944157	2.5805	3.345358
590	-1939.08	-1948.35	9.26806	1.853414	14.24401	0.0456034	0.0426083	0.0477624	0.0776361	0.0633691	0.0905384	0.0404208	0.042955	0.0390935	0.033769	0.00884673	0.146027	0.00100234	0.0269469	0.0828682	0.0114906	0.0146306	0.122282	0.0293263	0.0116324	0.046987	0.071076	0.150811	0.122364	0.103237	0.0659286	0.287373	0.225044	0.0836233	0.0125536	0.101853	0.063132	0.00313152	0.0379672	0.116903	0.0455999	0.0534066	0.0488189	0.0233693	0.000386076	0.316975	0.221437	0.0500536	0.0307081	0.0378821	0.00827978	0.0390466	0.275126	0.638462	1.06585	2.02056	3.346758
600	-1928.61	-1939.41	10.7931	1.344779	15.82389	0.0470376	0.0329047	0.0482571	0.0957967	0.0705383	0.0774232	0.0446593	0.0817137	0.0172486	0.0360778	0.014134	0.157179	0.00179398	0.0605628	0.0743862	0.0450106	0.0174569	0.0957177	0.0231087	0.0109682	0.0394216	0.0707821	0.182721	0.061871	0.0798792	0.0624665	0.295336	0.109265	0.0820937	0.00780445	0.107149	0.0593917	0.00578786	0.034583	0.0944856	0.0460673	0.0278022	0.0895921	0.0135549	0.000275495	0.312141	0.233624	0.0900038	0.0432814	0.0121427	0.0177927	0.00954014	0.200318	0.560501	1.03984	2.19934	3.24083
610	-1929.22	-1940.1	10.878	1.414194	17.87669	0.0364976	0.0117097	0.0530067	0.100712	0.0829981	0.0479082	0.046482	0.0833837	0.0100508	0.0207953	0.0270877	0.0967592	0.0051226	0.0406475	0.083776	0.0217451	0.0159197	0.0837642	0.0349912	0.00949845	0.0903911	0.0640221	0.150626	0.0409461	0.159591	0.0472299	0.203809	0.132867	0.103041	0.00456129	0.136333	0.0739484	0.00437089	0.0347133	0.0535664	0.0688287	0.0445722	0.143364	0.0170716	0.000543422	0.302474	0.15671	0.108414	0.0254655	0.041053	0.0210525	0.015354	0.211758	0.573622	1.04496	2.16966	3.157775
620	-1930.51	-1946.44	15.9254	1.159031	12.84567	0.0464742	0.00594924	0.0726837	0.0659388	0.0474013	0.0656601	0.0319495	0.0517235	0.0257647	0.0104907	0.0251304	0.0532231	0.0106216	0.02078	0.0903208	0.00528432	0.0116821	0.0548401	0.0375815	0.00436581	0.0590262	0.0455777	0.0861829	0.0544237	0.0594062	0.0284344	0.157183	0.12054	0.0270882	0.020983	0.0736326	0.0886681	0.015398	0.0495759	0.0693725	0.0302847	0.0467048	0.17924	0.0318474	0.00018245	0.227285	0.280099	0.194867	0.0516887	0.12323	0.00792687	0.0238658	0.16755	0.519838	1.02206	2.29056	2.890579
630	-1929.09	-1944.44	15.3498	1.068169	14.66809	0.029466	0.00234607	0.0746306	0.0867289	0.0715488	0.0490213	0.015229	0.060582	0.0603866	0.0157514	0.0239369	0.139859	0.00601211	0.0444807	0.130774	0.0117836	0.0281551	0.0413637	0.0152384	0.00101767	0.0562469	0.0943815	0.14407	0.0318609	0.0740568	0.0467641	0.195541	0.130516	0.0699005	0.0201762	0.0332516	0.102792	0.0168311	0.0398764	0.0193828	0.0383923	0.0413432	0.182877	0.0251166	0.000521683	0.296641	0.166631	0.127129	0.0598606	0.0381865	0.00970694	0.00676468	0.150351	0.496324	1.01044	2.34289	2.977131
640	-1933.99	-1944.3	10.3119	1.852329	17.87589	0.0221751	0.00201553	0.034067	0.109503	0.0514624	0.0544696	0.0208921	0.0700602	0.0390696	0.0211137	0.0359161	0.0917979	0.00538927	0.0456703	0.178059	0.0170099	0.0276842	0.0936965	0.0184088	0.000506644	0.0495984	0.0627713	0.200185	0.0332498	0.175335	0.0599715	0.235167	0.222461	0.0280417	0.0211926	0.0432047	0.0268491	0.026842	0.0493464	0.033911	0.051585	0.0454563	0.122628	0.0234657	0.000500882	0.228097	0.256511	0.0369481	0.0511183	0.0947509	0.0289047	0.0179109	0.274986	0.638332	1.06581	2.02087	3.164969
650	-1959.2	-1961.34	2.13141	1.7282	10.01745	0.12479	0.0063618	0.0500158	0.0546005	0.0472609	0.0607079	0.105609	0.043069	0.0492526	0.0239939	0.0288165	0.168809	0.0078735	0.0431594	0.101612	0.0566295	0.0318879	0.0914318	0.0163197	0.00116705	0.122619	0.0619525	0.166994	0.0130155	0.279623	0.08015	0.258058	0.356723	0.124096	0.0327199	0.0249409	0.0414518	0.0350474	0.0543894	0.044027	0.095719	0.0376714	0.0974773	0.073292	0.000478344	0.282166	0.317752	0.0389064	0.0772538	0.0640558	0.0127627	0.00986116	0.258521	0.622603	1.06142	2.05745	3.916571
660	-1947.02	-1952.24	5.22156	1.066763	11.1007	0.0508371	0.00990774	0.0852757	0.153432	0.0967176	0.105106	0.0427438	0.0538393	0.0289085	0.0220931	0.0195022	0.123692	0.00213739	0.0420069	0.267212	0.0369921	0.0186414	0.094989	0.00523517	0.00197518	0.0285241	0.053974	0.214438	0.0896397	0.267609	0.116079	0.209806	0.15703	0.0758004	0.0360681	0.0319699	0.0549991	0.0147937	0.0430289	0.0903788	0.042815	0.0493139	0.106416	0.129362	0.000234045	0.275884	0.219953	0.0274147	0.0369847	0.0487234	0.0289657	0.0193634	0.150079	0.495939	1.01024	2.34374	3.730813
670	-1941.89	-1946.03	4.14137	2.525369	12.61041	0.05006	0.00691797	0.0741992	0.1213	0.0989485	0.130046	0.0176748	0.0931477	0.0779536	0.0132856	0.0354913	0.146896	0.0117137	0.0834252	0.140095	0.0296044	0.0151794	0.0530909	0.0112446	0.000423107	0.036173	0.10365	0.155912	0.116105	0.148925	0.0409744	0.149119	0.0690453	0.0573966	0.0603726	0.0839677	0.0483281	0.0160094	0.0725652	0.0511746	0.114369	0.0402281	0.112462	0.177177	0.000815224	0.327714	0.257145	0.0351359	0.062401	0.0704829	0.0353968	0.0517254	0.348849	0.701327	1.07891	1.87091	3.705467
680	-1933.02	-1945.98	12.9651	1.246974	14.40247	0.0650679	0.00315781	0.0662017	0.135939	0.0762038	0.0607393	0.018276	0.0687345	0.091854	0.0313898	0.0565282	0.11307	0.0088775	0.0560294	0.112025	0.0250511	0.0205524	0.0492524	0.0267451	0.00022759	0.0183958	0.0535284	0.0638616	0.074175	0.112259	0.0471399	0.168938	0.0793689	0.0265941	0.0598479	0.0164734	0.10057	0.0322078	0.0482096	0.0134475	0.114035	0.0239049	0.139207	0.0635161	0.00023855	0.259283	0.296148	0.0833065	0.0458214	0.0399953	0.0398396	0.0230188	0.183462	0.540198	1.03132	2.24502	3.129253
690	-1949.37	-1954.41	5.03689	0.7597357	9.823246	0.0930122	0.0020821	0.0615139	0.105557	0.113855	0.0658191	0.0355045	0.0520117	0.0507433	0.0114365	0.0436749	0.138739	0.00223232	0.0829845	0.150753	0.0373616	0.0224391	0.132592	0.0340079	3.69064e-05	0.0306031	0.0543023	0.0921858	0.108184	0.0668113	0.0836695	0.289899	0.139639	0.0501349	0.0840277	0.00890967	0.070207	0.0490424	0.0608648	0.0224694	0.15992	0.0108871	0.155629	0.0630278	0.000952743	0.375357	0.27262	0.0896513	0.0151823	0.0620226	0.03768	0.0168639	0.086967	0.390404	0.945142	2.57749	3.707101
700	-1926.18	-1943.84	17.6549	0.8487869	13.96591	0.0601498	0.001589	0.0483655	0.112225	0.0262305	0.033717	0.0646664	0.064784	0.0804421	0.0326519	0.0136122	0.0799945	0.00116677	0.0359363	0.0859925	0.0195162	0.0305944	0.0518026	0.0319556	7.61979e-05	0.0363895	0.0585763	0.117358	0.103142	0.0423966	0.063089	0.240382	0.0954235	0.106693	0.0263793	0.00538061	0.0247431	0.0151437	0.0504316	0.0241232	0.0672436	0.0166748	0.0977479	0.076277	0.000892855	0.238643	0.232425	0.0638205	0.0285279	0.0597511	0.0335915	0.0217255	0.10589	0.426059	0.969608	2.49844	2.822441
