Iteration	Posterior	Likelihood	Prior	alpha_data_bin	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	rates_data_bin[1]	rates_data_bin[2]	rates_data_bin[3]	rates_data_bin[4]	tree_length
1120	-1938.53	-1948.58	10.0512	1.090646	13.80813	0.0732311	0.00274197	0.0454742	0.114697	0.0893503	0.0468188	0.0212566	0.0464736	0.0521084	0.0266738	0.0324164	0.191022	0.00322772	0.0620737	0.196277	0.0245101	0.0140438	0.0512255	0.0225768	0.00113384	0.120024	0.0387529	0.133672	0.118184	0.11394	0.0266447	0.0102102	0.0538626	0.118172	0.0229357	0.0627185	0.108481	0.105576	0.0337557	0.0376987	0.00450431	0.0361643	0.00390879	0.264993	0.0793226	0.111144	0.0886017	0.201304	0.0119133	0.246049	0.0219365	0.0596556	0.154677	0.502399	1.01353	2.32939	3.351457
1130	-1943.11	-1952.99	9.88269	0.9658274	10.94895	0.0314548	0.00230218	0.0692661	0.0794534	0.0450515	0.0842262	0.0212654	0.0922583	0.0369368	0.0420211	0.00916264	0.132175	0.00114566	0.0152991	0.143987	0.00764881	0.0233179	0.0795595	0.0495843	0.00323319	0.0858427	0.0714094	0.12167	0.100503	0.12001	0.0254145	0.0378331	0.0334458	0.149497	0.015888	0.0306551	0.0828157	0.0731701	0.0215369	0.0731615	0.00266248	0.0174817	0.00208936	0.334799	0.0537211	0.0268702	0.152866	0.201304	0.00264528	0.381319	0.0881953	0.0335542	0.130086	0.466234	0.994099	2.40958	3.30971
1140	-1934.11	-1946.33	12.22	0.7683026	11.80247	0.0622891	0.00995892	0.074253	0.100616	0.056012	0.0975965	0.0115179	0.0243061	0.0209635	0.0475594	0.0133542	0.172653	0.00297999	0.0256552	0.149404	0.00554193	0.036619	0.0743885	0.0366823	0.00902543	0.025816	0.0503552	0.115821	0.078089	0.0533371	0.0511502	0.0201776	0.05977	0.132883	0.00944707	0.0738583	0.0647954	0.025632	0.0271978	0.125365	0.0146935	0.0154194	0.00708816	0.262347	0.0237933	0.0253313	0.238699	0.154904	0.00575684	0.413561	0.0404874	0.0263741	0.0887983	0.394052	0.94777	2.56938	3.173527
1150	-1941.83	-1951.4	9.56902	1.016649	14.62387	0.0578192	0.00980116	0.0229371	0.118963	0.0288153	0.105419	0.00714343	0.0295607	0.0210876	0.0323076	0.0215473	0.0998218	0.0104955	0.0402395	0.152101	0.0122785	0.0164382	0.0509743	0.0158067	0.00872141	0.0705578	0.0598544	0.0450208	0.0450015	0.199444	0.0886535	0.0384427	0.0630966	0.0951424	0.0132116	0.0818526	0.113163	0.00982269	0.0314384	0.0533143	0.00669861	0.029467	0.0088883	0.506778	0.0386145	0.00561343	0.181919	0.138415	0.0122139	0.490317	0.0335095	0.0531258	0.140264	0.481699	1.0027	2.37533	3.375855
1160	-1928.8	-1940.49	11.6842	0.7932338	13.38311	0.0347278	0.00346824	0.0526127	0.111053	0.107732	0.0717109	0.0491483	0.0492067	0.0300812	0.0295483	0.0314137	0.127843	0.00479191	0.0597725	0.0730118	0.00749328	0.0171747	0.0745535	0.0508881	0.00296926	0.0603885	0.0910184	0.104133	0.0782962	0.133118	0.0459485	0.0479025	0.11292	0.0432904	0.0342066	0.124166	0.0637464	0.0122989	0.0245436	0.0761774	0.0112664	0.0387177	0.0799515	0.248671	0.0702914	0.00396752	0.1969	0.173357	0.0166765	0.301978	0.0221663	0.049353	0.0941182	0.404396	0.955062	2.54642	3.254651
1170	-1941.49	-1947.65	6.15753	1.184641	11.7746	0.0250175	0.00448126	0.0629115	0.109468	0.0950803	0.0438921	0.0214066	0.0989876	0.0524681	0.0325518	0.0132587	0.159882	0.0151557	0.0172141	0.0555182	0.00540437	0.0267073	0.038276	0.027425	0.00575976	0.0496086	0.0736108	0.146805	0.18374	0.182364	0.079918	0.0770971	0.0896474	0.0994336	0.0263153	0.110905	0.0540676	0.0161723	0.0693725	0.0815148	0.00359731	0.0263811	0.0754012	0.317155	0.0514084	0.00577113	0.227451	0.117033	0.0129391	0.447244	0.0454313	0.0703401	0.172259	0.525993	1.02493	2.27681	3.651591
1180	-1928.79	-1943.19	14.406	1.225181	15.06775	0.0449871	0.00340069	0.0511126	0.109706	0.0666374	0.0477191	0.0217107	0.0537982	0.050599	0.0285373	0.0160989	0.0562688	0.0169122	0.0389186	0.0687949	0.00333563	0.00415095	0.0724556	0.0250023	0.00403931	0.0469698	0.0494299	0.156071	0.106284	0.0387251	0.0900362	0.0216088	0.144095	0.0946589	0.0578781	0.0984273	0.0419889	0.0104789	0.0376347	0.0949004	0.00437238	0.0225233	0.1171	0.289376	0.0505211	0.00381432	0.165027	0.0843272	0.0128949	0.346498	0.0368237	0.0222798	0.179587	0.535352	1.02918	2.25588	3.028929
1190	-1928.96	-1944.31	15.3465	0.9819127	15.58568	0.0459143	0.00349458	0.0450135	0.0972475	0.0454383	0.0432964	0.0151446	0.118674	0.0702632	0.0311898	0.0125379	0.0817173	0.00909001	0.0675623	0.101967	0.00723811	0.0116754	0.0445487	0.0134977	0.00229277	0.0432918	0.0548071	0.114202	0.104068	0.0726941	0.0600212	0.0075583	0.242002	0.0671264	0.024246	0.0751728	0.0460341	0.0141956	0.0213826	0.114485	0.0147113	0.0253132	0.0440829	0.221616	0.0588577	0.000460565	0.150891	0.0488773	0.0119609	0.360695	0.0791465	0.0331065	0.133331	0.471247	0.996937	2.39848	2.978808
1200	-1933.95	-1943.12	9.16877	1.908943	14.49094	0.0304143	0.0089098	0.0824976	0.0910967	0.0873882	0.0553659	0.0136301	0.0909508	0.0770222	0.0636449	0.0127023	0.0879696	0.00251376	0.0872833	0.118015	0.0103631	0.00712237	0.0653323	0.0352175	0.0016521	0.0558912	0.0466251	0.167897	0.238735	0.134624	0.0734502	0.00741601	0.131421	0.0241149	0.0216068	0.104969	0.0324733	0.00771495	0.018082	0.0462814	0.0246866	0.0489979	0.0681904	0.393276	0.0882414	0.000458665	0.112827	0.0500582	0.0293091	0.273696	0.0400234	0.0749266	0.282157	0.644968	1.06753	2.00534	3.345085
1210	-1932.45	-1937.09	4.64386	1.704097	10.22633	0.0928128	0.00379372	0.0545717	0.153355	0.0515242	0.0453783	0.0149468	0.071321	0.0551298	0.0309064	0.0292793	0.0709498	0.00575184	0.0497579	0.115202	0.0116362	0.00709238	0.0810216	0.0773782	0.0020668	0.0722699	0.0639445	0.0911428	0.363883	0.0749239	0.0750177	0.0160589	0.188688	0.0579388	0.0288324	0.0810125	0.0811118	0.025429	0.0525373	0.042936	0.0185911	0.0421694	0.0750395	0.30296	0.105711	0.000858145	0.129159	0.135326	0.0124791	0.433594	0.0322319	0.0562855	0.2552	0.619343	1.06046	2.065	3.684007
1220	-1933.1	-1939.06	5.96179	1.710251	11.5511	0.0453073	0.00628996	0.0624486	0.133104	0.0484899	0.0751679	0.0214745	0.0929162	0.0510578	0.0346766	0.0177085	0.139494	0.00882181	0.0644039	0.122064	0.0189536	0.0107113	0.0719079	0.0338061	0.00221598	0.0579128	0.0806985	0.22075	0.307911	0.141039	0.0699176	0.02984	0.147497	0.0812068	0.0491542	0.0617526	0.0532621	0.071841	0.025755	0.0944635	0.0253424	0.0233969	0.0801816	0.240885	0.0879135	0.00122028	0.225932	0.0630228	0.0129127	0.23419	0.0383252	0.0322381	0.256052	0.620183	1.06071	2.06306	3.619581
1230	-1945.06	-1946.95	1.89455	1.354205	10.65704	0.0677779	0.0114961	0.0450574	0.22246	0.0501079	0.0382624	0.0487691	0.0549637	0.0800028	0.0104999	0.0312731	0.157047	0.0128088	0.0606567	0.105944	0.021662	0.0292252	0.0882416	0.0352757	0.00110984	0.11674	0.0645195	0.152886	0.084567	0.150608	0.00808347	0.0623542	0.122428	0.0690008	0.0322297	0.14666	0.0371203	0.0296188	0.0242845	0.0727053	0.0690854	0.0109375	0.054137	0.556153	0.14378	0.00300619	0.225751	0.0705958	0.00621287	0.448689	0.0218454	0.0431494	0.201896	0.562342	1.04057	2.19519	3.99979
1240	-1951.5	-1953.72	2.21705	2.417894	9.588163	0.067066	0.0174307	0.063002	0.0989037	0.0651393	0.0288691	0.0271439	0.161974	0.0783072	0.00950235	0.0263094	0.0816659	0.00238358	0.0791133	0.263067	0.0468148	0.0349997	0.044986	0.0240853	0.00271694	0.0598154	0.111096	0.186947	0.110189	0.18576	0.0153556	0.0657572	0.172523	0.0790487	0.0582075	0.0944684	0.0218148	0.0138456	0.0290259	0.0429055	0.0480764	0.0112054	0.0550583	0.262331	0.184322	0.0281974	0.230244	0.0324515	0.0264649	0.358493	0.046539	0.0516965	0.338531	0.693179	1.07763	1.89066	3.805318
1250	-1939.76	-1941.8	2.04383	1.303658	9.153905	0.0557023	0.0413971	0.0458686	0.166602	0.10247	0.0372994	0.059122	0.166609	0.0393794	0.0123921	0.0330143	0.0897643	0.00555302	0.0690096	0.195189	0.0501579	0.0110417	0.0841863	0.0209341	0.00187606	0.0525115	0.0511341	0.104089	0.310259	0.201685	0.0897226	0.0257658	0.127321	0.0758568	0.0448853	0.0945675	0.0616568	0.00449681	0.0216279	0.112411	0.0297262	0.0196078	0.072249	0.313423	0.119065	0.0554124	0.138324	0.0179783	0.0110728	0.373039	0.0374712	0.0450741	0.193338	0.55224	1.03646	2.21796	3.898001
1260	-1939.71	-1943.55	3.83241	1.697424	11.10958	0.0441387	0.038791	0.0474732	0.127842	0.0449206	0.0685809	0.0389303	0.101109	0.0943399	0.00711871	0.0242578	0.172435	0.00396216	0.0407406	0.124789	0.0368439	0.0190905	0.105281	0.0419273	0.000695131	0.0670378	0.0439789	0.138475	0.160199	0.176257	0.0910888	0.050618	0.136524	0.121007	0.0438934	0.0824372	0.0804263	0.0304449	0.0624954	0.0905359	0.00982479	0.0233569	0.0145304	0.25405	0.057241	0.0504472	0.108296	0.0287234	0.00629523	0.553753	0.0475466	0.086576	0.254273	0.618428	1.06018	2.06712	3.799327
1270	-1941.42	-1946.83	5.41397	1.236269	11.35741	0.0900777	0.0409307	0.0445887	0.0957703	0.0522716	0.160306	0.00660219	0.0765822	0.0504135	0.0111718	0.0116113	0.0756209	0.00280868	0.0318681	0.114606	0.00842697	0.026976	0.123716	0.0346581	0.00425809	0.101128	0.0642245	0.142478	0.180139	0.109456	0.158786	0.0463007	0.24597	0.0876834	0.0245257	0.0775907	0.116838	0.0319899	0.00399655	0.0271581	0.0179399	0.0345454	0.0119209	0.419947	0.0460992	0.041274	0.0685306	0.0416211	0.0242699	0.465409	0.0391178	0.012504	0.181564	0.537833	1.03028	2.25032	3.704709
1280	-1959.93	-1953.05	-6.87799	1.463795	12.5517	0.0964172	0.0291394	0.0792946	0.170165	0.105644	0.0743424	0.0155249	0.0586471	0.0472616	0.0242492	0.0128581	0.169156	0.00157969	0.079945	0.160927	0.0232351	0.077397	0.0448298	0.0553427	0.00912447	0.0903811	0.0836387	0.0773678	0.300829	0.136456	0.227951	0.1047	0.291493	0.0404572	0.0666356	0.0533962	0.0924916	0.037329	0.00517108	0.0466634	0.0246403	0.0375563	0.0109867	0.613429	0.0973181	0.0266173	0.0350051	0.0929333	0.0389556	0.608448	0.0878893	0.00493467	0.219675	0.582417	1.04822	2.14969	4.668754
1290	-1947.56	-1949.34	1.7741	2.130239	9.230286	0.0650048	0.05811	0.0343012	0.14623	0.0801521	0.125202	0.0468357	0.0306093	0.0287837	0.0309119	0.0170197	0.111228	0.00100477	0.0790854	0.163263	0.0236652	0.0291118	0.0473449	0.0490942	0.0174927	0.0614946	0.0392906	0.129453	0.132804	0.0914368	0.251813	0.100636	0.161137	0.0705487	0.0540005	0.0392515	0.0934147	0.0225755	0.00153272	0.0320368	0.0248107	0.0418327	0.00728673	0.326702	0.0528563	0.0671745	0.0596293	0.0499193	0.0626917	0.622004	0.0534985	0.0117885	0.308341	0.668185	1.07293	1.95054	3.846072
1300	-1947.72	-1944.03	-3.69399	2.02032	12.59008	0.0762374	0.0334186	0.0660407	0.139001	0.0969666	0.0527902	0.0329066	0.0526524	0.0780858	0.0596956	0.00993425	0.114342	0.000907093	0.0391481	0.226724	0.0132146	0.0275238	0.079172	0.0572622	0.0208275	0.0852123	0.057701	0.318256	0.295413	0.15978	0.202684	0.136267	0.16946	0.0491117	0.0393014	0.0700068	0.0925709	0.0474213	0.000966621	0.0450534	0.0133854	0.0322384	0.0181635	0.476052	0.0442722	0.0362895	0.117385	0.0399299	0.0715658	0.426148	0.0254197	0.0213035	0.295688	0.657157	1.07049	1.97666	4.368209
1310	-1946.5	-1951.61	5.10814	1.187385	11.88144	0.0270163	0.0541034	0.058455	0.122311	0.130257	0.0806908	0.03521	0.118643	0.0878672	0.031933	0.017022	0.104629	0.000455076	0.0339227	0.0696556	0.00756371	0.0192391	0.083835	0.0286141	0.00685405	0.136392	0.0758401	0.100124	0.134428	0.0862764	0.159674	0.0577358	0.277966	0.0271998	0.0530955	0.102763	0.036691	0.0772683	0.00287649	0.10587	0.013725	0.0341443	0.0117697	0.301894	0.0528401	0.0349696	0.0816685	0.0181081	0.0979067	0.492493	0.036665	0.0121165	0.17276	0.526641	1.02523	2.27537	3.740779
1320	-1958.17	-1955.18	-2.98971	2.079578	10.19096	0.0594768	0.041611	0.0740252	0.220088	0.147871	0.0562496	0.062476	0.0832666	0.0305916	0.0201199	0.0623223	0.125764	0.000893911	0.0397152	0.0472722	0.0139887	0.0489736	0.136269	0.0172138	0.00597867	0.105893	0.0841235	0.248187	0.110736	0.139666	0.18231	0.0385998	0.207036	0.015237	0.0369516	0.0689465	0.0783185	0.0572941	0.0230761	0.0377616	0.025434	0.0422619	0.0337158	0.393675	0.122889	0.13878	0.232807	0.0236439	0.102806	0.530724	0.00889759	0.00977957	0.302592	0.663218	1.07186	1.96233	4.393718
1330	-1940.74	-1946.9	6.15869	1.164012	12.23116	0.0388942	0.0603867	0.0495543	0.118143	0.060986	0.0925623	0.0978495	0.111879	0.0258741	0.0223508	0.0370411	0.189382	0.000669593	0.0389341	0.0614532	0.0104252	0.0141551	0.0893373	0.0135809	0.00137761	0.0626777	0.0751089	0.159746	0.221455	0.208128	0.0919939	0.0211035	0.15603	0.0104184	0.0165636	0.0405524	0.0721033	0.0255249	0.0250079	0.0326705	0.014998	0.0498473	0.0496599	0.423992	0.121597	0.0878933	0.0925706	0.0165677	0.0441621	0.352954	0.00528042	0.0421525	0.168471	0.52105	1.02263	2.28785	3.655594
1340	-1928.72	-1942.62	13.8951	0.8898907	17.73216	0.0562413	0.0343179	0.0780293	0.122146	0.0770633	0.0705494	0.0192702	0.0832268	0.0171864	0.0228986	0.029178	0.0907447	0.000386697	0.0402735	0.0471364	0.00597176	0.0206433	0.053178	0.0458031	0.000999765	0.071865	0.0408149	0.100505	0.0330138	0.126538	0.0989034	0.0232216	0.107423	0.0128368	0.0143448	0.0228741	0.0918995	0.0650236	0.0258863	0.0923454	0.0071986	0.0179098	0.0270915	0.340459	0.133432	0.095938	0.0816671	0.01806	0.0174587	0.340877	0.00589138	0.0943261	0.114495	0.440957	0.979057	2.46549	3.023049
1350	-1923.25	-1940.11	16.8637	0.6345547	15.81439	0.0313591	0.0291576	0.0739361	0.0491417	0.0732783	0.0522221	0.0559645	0.0801978	0.0112811	0.0208374	0.00871243	0.0721386	8.42093e-05	0.053965	0.0790128	0.00462021	0.0246938	0.048589	0.0195887	0.000694589	0.0399196	0.0398155	0.0780105	0.0531749	0.0931812	0.204856	0.034509	0.177293	0.019041	0.0107631	0.0379207	0.0664017	0.0410481	0.0318716	0.0561851	0.00339643	0.00994507	0.0720004	0.328337	0.140985	0.0599774	0.0524416	0.0455753	0.0407915	0.325169	0.00969216	0.0403769	0.0603042	0.330943	0.897973	2.71078	2.902154
1360	-1928.92	-1950.91	21.9922	1.110708	14.89157	0.0631759	0.0188094	0.0428379	0.0508946	0.0423498	0.02072	0.0172072	0.082891	0.0213235	0.0418127	0.00534999	0.0868361	1.94599e-05	0.0683798	0.0381062	0.00179419	0.0126565	0.0429863	0.0172451	0.000353416	0.0261942	0.0407493	0.196392	0.0819053	0.102147	0.152113	0.0287546	0.138258	0.00781465	0.00457339	0.0409199	0.0659781	0.0191507	0.0441837	0.0559776	0.00935495	0.0209567	0.0525201	0.216817	0.0378988	0.0700453	0.0435982	0.0542543	0.0349648	0.237122	0.0333516	0.0365255	0.158499	0.507673	1.01617	2.31766	2.528269
1370	-1921.13	-1941.05	19.9205	0.7551916	20.86834	0.0365981	0.015014	0.031497	0.0760928	0.0315949	0.0399714	0.0207646	0.0534633	0.0210823	0.0212178	0.00982086	0.12385	4.4423e-05	0.0381625	0.0416246	0.00477387	0.0241327	0.0258692	0.0346516	0.000280676	0.042815	0.0422375	0.160529	0.0703385	0.109395	0.181867	0.0310745	0.113525	0.0107565	0.00738992	0.0240901	0.0698079	0.0600389	0.0531303	0.0535658	0.0236634	0.0172442	0.0714444	0.228355	0.0677356	0.0319784	0.0185148	0.0710281	0.0400809	0.312261	0.0263154	0.0334873	0.0859952	0.388448	0.943721	2.58184	2.623176
1380	-1914.56	-1939.32	24.763	0.5981408	21.68458	0.0393596	0.0115381	0.0235505	0.0733401	0.0550602	0.0777343	0.0390064	0.0314624	0.0331419	0.0117723	0.0219158	0.0835535	6.74099e-05	0.0637736	0.0694133	0.00557893	0.00519017	0.0404341	0.0234903	0.00306835	0.0295132	0.0505656	0.130392	0.0916712	0.0856045	0.105302	0.0285175	0.145362	0.0172666	0.00586278	0.0373498	0.0334205	0.0328098	0.0336046	0.0277659	0.0261646	0.0332938	0.0634777	0.154422	0.0371912	0.0154643	0.022222	0.0890238	0.0353563	0.287975	0.0160939	0.0358524	0.0527248	0.311237	0.880367	2.75567	2.383996
1390	-1927.41	-1948.34	20.9347	0.7420401	14.93118	0.0194743	0.0170717	0.0291859	0.124594	0.0382049	0.0717649	0.0304096	0.0496154	0.0375839	0.00359541	0.0288735	0.144034	0.000106556	0.0608548	0.0953138	0.0195156	0.0226449	0.0419589	0.0270619	0.00200352	0.0801622	0.0416923	0.121501	0.0272094	0.0438051	0.124311	0.0210835	0.140596	0.0243005	0.00949214	0.0750776	0.0676732	0.0310404	0.00623252	0.0428794	0.0316288	0.0248	0.028957	0.314601	0.0206337	0.0399292	0.0125809	0.0706299	0.0330001	0.270453	0.0115029	0.0452649	0.0831812	0.382709	0.939504	2.59461	2.624904
1400	-1922.47	-1940.07	17.5974	0.7082082	14.56938	0.0239687	0.0128206	0.0539681	0.113165	0.0705003	0.0471206	0.0184531	0.129732	0.0503138	0.0131937	0.0189933	0.0593623	8.43733e-05	0.097314	0.0470275	0.0178283	0.00394081	0.0932867	0.0401549	0.00241127	0.0577798	0.0656021	0.159015	0.030159	0.0883075	0.174285	0.0262022	0.162359	0.0175552	0.0126384	0.078895	0.0408841	0.0349326	0.00815603	0.0290454	0.0214388	0.0310758	0.0537088	0.235041	0.0213922	0.0706615	0.0310709	0.0872834	0.0424149	0.281365	0.0194156	0.0529833	0.0759424	0.367377	0.927873	2.62881	2.847308
1410	-1929.34	-1941.44	12.1017	1.32844	17.56073	0.0612257	0.0357647	0.0264727	0.113165	0.046625	0.0550943	0.0205562	0.0522384	0.0244084	0.00936014	0.0449941	0.17011	2.19692e-05	0.0511428	0.115938	0.0156096	0.00659389	0.0300924	0.0511373	0.00603616	0.06584	0.0287706	0.139305	0.0153168	0.0862588	0.118557	0.0727416	0.107353	0.0124535	0.0291916	0.100692	0.0449481	0.0377772	0.01302	0.0777912	0.0294124	0.0587291	0.055777	0.283647	0.0485651	0.0564127	0.17102	0.0631324	0.0737852	0.327209	0.0201431	0.031227	0.197563	0.557264	1.03853	2.20664	3.105663
1420	-1929.68	-1945.69	16.0042	1.065205	16.29726	0.0277705	0.0580987	0.0406774	0.0457345	0.100215	0.0656623	0.00501176	0.184778	0.0201922	0.0338862	0.0351663	0.119404	7.47308e-05	0.0495658	0.103668	0.0160475	0.00417583	0.0402664	0.0220068	0.0037693	0.0131165	0.0480349	0.165444	0.0376365	0.0950394	0.0444241	0.0488148	0.11743	0.00518948	0.0522092	0.0580967	0.0380408	0.0423713	0.0307995	0.0862351	0.0253868	0.0295497	0.0160838	0.248915	0.0411212	0.0938792	0.178511	0.0546752	0.0436709	0.253853	0.0141961	0.0644015	0.149777	0.49551	1.01002	2.3447	2.923297
1430	-1937.5	-1946.03	8.53251	0.9593865	12.77543	0.0202347	0.0418996	0.0685749	0.0872792	0.109907	0.106223	0.0115175	0.102726	0.0150034	0.0372155	0.0322546	0.133674	0.000293896	0.0746942	0.0893296	0.0237277	0.00195949	0.0375991	0.0768024	0.00321531	0.0292572	0.0334175	0.147465	0.0140913	0.158988	0.0603066	0.0275648	0.153096	0.0289415	0.0291505	0.17362	0.0533544	0.0113798	0.0457776	0.042519	0.0311105	0.0452719	0.0192438	0.341772	0.0933434	0.0963197	0.223636	0.104994	0.0255707	0.316862	0.00784162	0.0926854	0.128781	0.464195	0.99293	2.41409	3.481711
1440	-1925.86	-1938.13	12.2676	1.572352	12.94257	0.054315	0.0320643	0.0436519	0.117928	0.0833091	0.0706925	0.0231265	0.0930567	0.0508983	0.0378698	0.0236187	0.105562	0.000305061	0.0603957	0.164243	0.00543084	0.00194538	0.0311594	0.0517304	0.00364659	0.0234577	0.0726837	0.203136	0.029494	0.0973389	0.0618674	0.0117753	0.157497	0.0176441	0.0362959	0.0578929	0.0711422	0.0243048	0.0468627	0.0244291	0.0369487	0.0325748	0.0251114	0.259097	0.0495535	0.0255553	0.162194	0.118748	0.0254368	0.314213	0.0164754	0.0887388	0.236286	0.600172	1.0544	2.10914	3.145417
1450	-1936.58	-1945.42	8.8346	1.757165	15.48308	0.040627	0.00967406	0.0809492	0.0862676	0.0443929	0.0792785	0.0130665	0.0943855	0.0468136	0.0550733	0.049528	0.15718	4.46428e-05	0.0671156	0.187736	0.00695945	0.00287607	0.0435626	0.0557325	0.00979829	0.0427992	0.0727297	0.165333	0.0418018	0.087015	0.0782673	0.0218077	0.19744	0.0100604	0.0207449	0.169329	0.04685	0.01638	0.0560742	0.0226368	0.0191567	0.0521632	0.0286587	0.266898	0.0605346	0.0119892	0.237161	0.0834059	0.013375	0.272822	0.0290716	0.0947649	0.262458	0.626429	1.06253	2.04858	3.350333
1460	-1950.93	-1955.61	4.67659	1.536334	11.15174	0.0546475	0.00691538	0.0358951	0.163885	0.068759	0.054903	0.0169534	0.173742	0.0402364	0.0663148	0.0204153	0.100551	0.000104279	0.0808259	0.16029	0.00987612	0.0143544	0.0190136	0.0462246	0.00643818	0.0407869	0.0538639	0.245493	0.0825487	0.0653104	0.085164	0.0239918	0.161461	0.00690154	0.0658996	0.226228	0.0894226	0.0298066	0.0698165	0.0410865	0.0187633	0.0878462	0.0360356	0.269603	0.0298884	0.00545327	0.188512	0.134181	0.00465953	0.330979	0.0291265	0.175745	0.230881	0.594495	1.05249	2.12214	3.738917
1470	-1946.6	-1951.43	4.83589	2.011076	9.723581	0.0776081	0.0155862	0.0556334	0.121839	0.0331967	0.0377658	0.0275243	0.0534129	0.0388154	0.0460459	0.0320308	0.0955115	0.000283806	0.0766641	0.0212513	0.0117016	0.00894688	0.0232904	0.0277069	0.0115603	0.0358643	0.0383259	0.165275	0.355117	0.160185	0.0560987	0.0355954	0.27637	0.00896479	0.049232	0.115241	0.0459072	0.0357297	0.0415113	0.0169952	0.0363044	0.0517616	0.0449815	0.245937	0.0144932	0.0333749	0.178472	0.126831	0.00144288	0.471092	0.0404607	0.0918982	0.294593	0.656186	1.07026	1.97896	3.589836
1480	-1939.79	-1946.26	6.46973	0.9362237	12.93538	0.0578601	0.0247291	0.0687445	0.150123	0.0202117	0.0597017	0.0166264	0.130829	0.0443478	0.036692	0.0139726	0.125504	0.000819222	0.0469883	0.0532101	0.03503	0.0109948	0.0556899	0.0414375	0.0185047	0.0746523	0.0732564	0.0828522	0.309966	0.138374	0.081486	0.0556955	0.131312	0.0135585	0.0316772	0.244997	0.0627132	0.085801	0.015966	0.0442051	0.081346	0.047514	0.083192	0.209163	0.0147719	0.0456473	0.210154	0.105808	0.00111998	0.262011	0.0332666	0.0901298	0.12406	0.456706	0.988573	2.43066	3.642652
1490	-1930.47	-1940.6	10.1283	1.261562	12.57239	0.0498984	0.0239971	0.0693932	0.135511	0.0647255	0.0846728	0.00487321	0.135725	0.00908531	0.0265053	0.0142084	0.0784591	0.000744381	0.0191261	0.0661171	0.0282087	0.00718954	0.0687407	0.0452959	0.00620049	0.0967592	0.0451498	0.131703	0.0370176	0.082857	0.068743	0.0185111	0.243128	0.0246649	0.0196381	0.105978	0.10852	0.0740183	0.0474381	0.0166041	0.0343426	0.0316846	0.0716835	0.233815	0.0546429	0.0444405	0.209829	0.0737756	0.00188265	0.382845	0.064141	0.0678214	0.186032	0.543373	1.0327	2.23789	3.330311
1500	-1928.12	-1936.54	8.42075	1.477597	10.12917	0.0585488	0.0112798	0.0588469	0.070965	0.030788	0.0987867	0.0164156	0.0831176	0.0215408	0.0445837	0.0425644	0.0933732	0.000486688	0.0675994	0.132149	0.00912658	0.00473719	0.0913034	0.020322	0.00575961	0.0443726	0.0739068	0.117756	0.17388	0.112309	0.107137	0.00395441	0.100676	0.0950144	0.0286555	0.0414033	0.0802155	0.0290114	0.0296399	0.0203206	0.0736341	0.0195304	0.0491219	0.225182	0.0525478	0.0576554	0.272433	0.0787917	0.00187324	0.371947	0.0504291	0.0527638	0.221841	0.584784	1.04908	2.1443	3.326456
1510	-1946.28	-1944.53	-1.75082	0.9019942	8.358105	0.0479774	0.0163801	0.0564106	0.137391	0.0300025	0.026371	0.0383877	0.105928	0.0379862	0.0810261	0.0146782	0.175391	0.000661723	0.0844589	0.120304	0.013518	0.00659713	0.101571	0.0278898	0.00759249	0.0818861	0.161982	0.160948	0.247452	0.104089	0.12477	0.0120436	0.164336	0.177862	0.0194053	0.065984	0.0820154	0.0265236	0.0491482	0.0143171	0.113842	0.023619	0.0454925	0.440761	0.0726253	0.0936644	0.227857	0.0567447	0.00516336	0.476334	0.0434312	0.055997	0.117008	0.445173	0.981652	2.45617	4.278818
1520	-1931.87	-1938.63	6.7528	2.286359	11.75994	0.0666136	0.0277696	0.0796552	0.113908	0.0422884	0.0304269	0.0277025	0.0768243	0.0186143	0.0198295	0.0109182	0.156991	0.00351958	0.0560181	0.189828	0.012107	0.0216289	0.0840095	0.0241419	0.00534308	0.043288	0.0393037	0.193974	0.216856	0.121048	0.0318067	0.00479961	0.208795	0.112623	0.0162553	0.0435947	0.0492617	0.0347234	0.045631	0.0321373	0.0463936	0.0159481	0.0347672	0.325818	0.0887181	0.0489912	0.169686	0.0663244	0.00766077	0.274442	0.0912897	0.0748363	0.325218	0.682376	1.07574	1.91666	3.50711
