"SRL" "MIG" "GMax" "GMin" "SCI" "RCI" "GER" "MSM*" "est.p.SCI" "est.p.RCI" "est.p.GER" "est.p.MSM*" "GER*" "GERt" "p.Wills" "Bayes"
"tree_1" 75.23 368.5 622 86.7 0.5 -389.831184367938 0.473566224546983 0.23527815468114 0.944377558819328 0.23260498510979 0.232658543260565 0.284656999397044 0.791 0.502865329512894 0.21 1
"tree_2" 75.23 430.2 622 86.7 0.666666666666667 -471.846337897115 0.358303754903792 0.201534170153417 0.46500234477722 0.594858033649513 0.583868093139133 0.627662487319483 0.438 0.326074498567335 0.563 1
"tree_3" 75.23 363.1 622 86.7 0.5 -382.653196862953 0.483654025779937 0.238777196364638 0.944377558819328 0.207473039574603 0.208609223887455 0.254902333819244 0.804 0.518338108882522 0.196 1
"tree_4" 75.23 383.3 622 86.7 0.666666666666667 -409.504187159378 0.445918176723333 0.226193582050613 0.46500234477722 0.309405713978665 0.306007516409747 0.369573531428423 0.711 0.460458452722063 0.289 1
"tree_5" 75.23 389.1 622 86.7 0.666666666666667 -417.213877442509 0.435083130954605 0.222821896684657 0.46500234477722 0.342254080993026 0.337422208498327 0.403415070314046 0.685 0.443839541547278 0.315 1
"tree_6" 75.23 419.8 622 86.7 0.666666666666667 -458.022065665293 0.377732112833925 0.2065269175798 0.46500234477722 0.53048901365566 0.519909790709271 0.575357565589593 0.514 0.355873925501433 0.486 1
"tree_7" 75.23 368.3 622 86.7 0.583333333333333 -389.565332978865 0.47393984681487 0.2354059190877 0.777747379256048 0.23164497747548 0.231740791347613 0.283539264669399 0.792 0.503438395415473 0.208 1
"tree_8" 75.23 446.4 622 86.7 0.75 -493.380300412069 0.328040351204932 0.194220430107527 0.159497789309466 0.689642343447412 0.680094857689412 0.700783530134893 0.331 0.279656160458453 0.669 1
"tree_9" 75.23 446.4 622 86.7 0.75 -493.380300412069 0.328040351204932 0.194220430107527 0.159497789309466 0.689642343447412 0.680094857689412 0.700783530134893 0.331 0.279656160458453 0.669 1
"tree_10" 75.23 337.6 622 86.7 0.666666666666667 -348.757144756081 0.53129086493555 0.256812796208531 0.46500234477722 0.111943229767428 0.116193436391825 0.132092092697074 0.872 0.591404011461318 0.128 1
"tree_11" 75.23 331.8 622 86.7 0.666666666666667 -341.047454472949 0.542125910704278 0.26130198915009 0.46500234477722 0.0955257211278781 0.100002746538644 0.109585599978635 0.887 0.608022922636103 0.113 1
"tree_12" 75.23 394.9 622 86.7 0.666666666666667 -424.923567725641 0.424248085185877 0.219549252975437 0.46500234477722 0.376341873843133 0.370108220975708 0.437152514402345 0.651 0.427220630372493 0.349 1
"tree_13" 75.23 383.3 622 86.7 0.666666666666667 -409.504187159378 0.445918176723333 0.226193582050613 0.46500234477722 0.309405713978665 0.306007516409747 0.369573531428423 0.711 0.460458452722063 0.289 1
