"SRL" "MIG" "GMax" "GMin" "SCI" "RCI" "GER" "MSM*" "est.p.SCI" "est.p.RCI" "est.p.GER" "est.p.MSM*" "GER*" "GERt" "p.Wills" "Bayes"
"tree_1" 166.01 1182.31 1958.81 136.7 0.64 -612.1920366243 0.426154293648572 0.115621114597694 0.764582168442447 0.623599353709282 0.61781809707914 0.658261475132024 0.36 0.489891621508962 0.64 1
"tree_2" 166.01 700.37 1958.81 136.7 0.56 -321.884223841937 0.690649850996921 0.195182546368348 0.970216011103584 0.00360803002839761 0.00357119596073586 0.000105325362387657 0.999 0.992121717382243 0.001 1
"tree_3" 166.01 658.61 1958.81 136.7 0.56 -296.729112704054 0.713568335610913 0.207558342569958 0.970216011103584 0.00160541516739368 0.00149902551070662 9.36126390423529e-06 1 1 0 1
"tree_4" 166.01 634.57 1958.81 136.7 0.64 -282.248057345943 0.726761831063986 0.215421466504877 0.764582168442447 0.000979015143855824 0.000871526859827723 1.76284636501192e-06 1 1 0 1
"tree_5" 166.01 690.61 1958.81 136.7 0.6 -316.005059936148 0.69600627843544 0.197940950753682 0.904463949283949 0.0030026380042277 0.00293894438026899 6.28034644931645e-05 1 1 0 1
"tree_6" 166.01 704.71 1958.81 136.7 0.64 -324.49852418529 0.688267996992498 0.193980502618098 0.764582168442447 0.00391080955040053 0.0038885090370713 0.000131403193788193 0.999 0.98759899958316 0.001 1
"tree_7" 166.01 657.11 1958.81 136.7 0.76 -295.82555267755 0.714391557041013 0.208032140737472 0.125120237240635 0.00155757699426768 0.00145051593350306 8.48947788855768e-06 1 1 0 1
"tree_8" 166.01 550.77 1958.81 136.7 0.52 -231.769170531896 0.772752468292255 0.248197977377127 0.992954423137509 0.000148183728961847 9.96536023904742e-05 5.92854073757453e-10 1 1 0 1
"tree_9" 166.01 560.77 1958.81 136.7 0.52 -237.792904041925 0.767264325424919 0.243771956417069 0.992954423137509 0.000188148952795372 0.00013234615781534 1.91786872114064e-09 1 1 0 1
"tree_10" 166.01 574.47 1958.81 136.7 0.6 -246.045418950666 0.75974556969667 0.237958466064372 0.904463949283949 0.000259412091621087 0.000192956701040527 8.58177941371388e-09 1 1 0 1
"tree_11" 166.01 523.21 1958.81 136.7 0.56 -215.167760978254 0.78787779003463 0.261271764683397 0.970216011103584 7.52915749732368e-05 4.38354677140277e-05 1.56874264546791e-11 1 1 0 1
"tree_12" 166.01 597.67 1958.81 136.7 0.6 -260.020480693934 0.747013078244453 0.228721535295397 0.904463949283949 0.000439958884053758 0.00035485538477517 8.36494052462389e-08 1 1 0 1
"tree_13" 166.01 544.31 1958.81 136.7 0.64 -227.877838684417 0.776297808584553 0.25114364975841 0.764582168442447 0.000126754252991143 8.2638330214819e-05 2.67166780434404e-10 1 1 0 1
"tree_14" 166.01 696.71 1958.81 136.7 0.64 -319.679537377267 0.692658511286366 0.196207891375178 0.764582168442447 0.00336922801403611 0.0033214098725068 8.70415731055493e-05 0.999 0.995935806586078 0.001 1
"tree_15" 166.01 687.51 1958.81 136.7 0.68 -314.137702548039 0.697707602724314 0.198833471513142 0.547890861198414 0.00283046661264135 0.00275980200677101 5.29805773656856e-05 1 1 0 1
"tree_16" 166.01 633.97 1958.81 136.7 0.6 -281.886633335341 0.727091119636026 0.215625345047873 0.904463949283949 0.000966746185806606 0.000859448222950416 1.68591776087626e-06 1 1 0 1
"tree_17" 166.01 629.37 1958.81 136.7 0.44 -279.115715920728 0.729615665355001 0.217201328312439 0.999837806828172 0.000877272745307293 0.000771699968197501 1.19143662219866e-06 1 1 0 1
"tree_18" 166.01 727.21 1958.81 136.7 0.56 -338.051924582856 0.675919675540994 0.18797871316401 0.970216011103584 0.00587544042993607 0.00595810120676215 0.000381873565707116 0.997 0.964151729887453 0.003 1
"tree_19" 166.01 785.31 1958.81 136.7 0.64 -373.049816276128 0.644033565481777 0.174071385822159 0.764582168442447 0.0154765201601634 0.016119086942072 0.00352907481834327 0.993 0.903605669028762 0.00700000000000001 1
"tree_20" 166.01 778.17 1958.81 136.7 0.52 -368.748870549967 0.647952099489054 0.175668555714047 0.992954423137509 0.0138275077313083 0.0143762940789057 0.00278353303683019 0.993 0.911046269278866 0.00700000000000001 1
"tree_21" 166.01 702.57 1958.81 136.7 0.6 -323.209445214144 0.689442459566108 0.194571359437494 0.904463949283949 0.00375877841819974 0.00372910188826535 0.000117901002397169 0.999 0.98982909545644 0.001 1
"tree_22" 166.01 558.57 1958.81 136.7 0.72 -236.467682669719 0.768471716855733 0.244732083713769 0.308266316174819 0.000178576418948831 0.000124415746018685 1.49027399949538e-09 1 1 0 1
"tree_23" 166.01 706.97 1958.81 136.7 0.68 -325.859887958557 0.68702767670448 0.193360397187999 0.547890861198414 0.00407732527328093 0.00406326945922205 0.000147144029536108 0.998 0.985243851604835 0.002 1
"tree_24" 166.01 639.07 1958.81 136.7 0.64 -284.958737425456 0.724292166773685 0.213904580092948 0.764582168442447 0.00107568788296714 0.000967053196720996 2.4517806308668e-06 1 1 0 1
"tree_25" 166.01 532.21 1958.81 136.7 0.72 -220.589121137281 0.782938461454029 0.256853497679487 0.308266316174819 9.42120330759101e-05 5.76959601865538e-05 5.50069382367197e-11 1 1 0 1
"tree_26" 166.01 606.77 1958.81 136.7 0.76 -265.502078188061 0.742018868235178 0.225291296537403 0.125120237240635 0.000538362366151366 0.000446344998787074 1.88510954709383e-07 1 1 0 1
"tree_27" 166.01 648.97 1958.81 136.7 0.76 -290.922233600386 0.718858905335024 0.210641478034424 0.125120237240635 0.00131990035209613 0.00121075294207082 4.92282154171752e-06 1 1 0 1
"tree_28" 166.01 581.57 1958.81 136.7 0.68 -250.322269742787 0.755848988260862 0.235053389961655 0.547890861198414 0.000305567484505604 0.00023339655441106 1.78076424718457e-08 1 1 0 1
"tree_29" 166.01 608.07 1958.81 136.7 0.64 -266.285163544365 0.741305409662424 0.224809643626556 0.764582168442447 0.000553976230436543 0.000461016692484579 2.10985966929631e-07 1 1 0 1
"tree_30" 166.01 478.17 1958.81 136.7 0.68 -188.036865249081 0.812596385509108 0.285881590229416 0.547890861198414 2.34433749860192e-05 9.98548757620805e-06 8.84601536799093e-15 1 1 0 1
"tree_31" 166.01 564.81 1958.81 136.7 0.72 -240.226492379977 0.765047115706516 0.2420282927002 0.308266316174819 0.000206988292684763 0.000148114765952526 3.02186678471724e-09 1 1 0 1
"tree_32" 166.01 616.21 1958.81 136.7 0.64 -271.188482621529 0.736838061368414 0.221839957157463 0.764582168442447 0.000661653856475501 0.000563158972237545 4.19176119573116e-07 1 1 0 1
"tree_33" 166.01 623.07 1958.81 136.7 0.64 -275.320763809409 0.733073195361422 0.219397499478389 0.764582168442447 0.000767060126418627 0.000664527612646154 7.29652468558192e-07 1 1 0 1
"tree_34" 166.01 568.41 1958.81 136.7 0.68 -242.395036443588 0.763071384274275 0.240495417040516 0.547890861198414 0.000225246161409897 0.000163582221796569 4.49011683497704e-09 1 1 0 1
"tree_35" 166.01 690.87 1958.81 136.7 0.68 -316.161677007409 0.695863586720889 0.197866458233821 0.547890861198414 0.00301749851649417 0.00295442221485952 6.36974558878176e-05 1 1 0 1
"tree_36" 166.01 660.11 1958.81 136.7 0.72 -297.632672730559 0.712745114180812 0.2070866976716 0.308266316174819 0.00165458862045079 0.00154896714605625 1.0314202173435e-05 1 1 0 1
"tree_37" 166.01 680.41 1958.81 136.7 0.72 -309.860851755918 0.701604184160122 0.200908275892477 0.308266316174819 0.00246922402784884 0.0023851629974123 3.54920044424484e-05 1 1 0 1
