"SRL" "MIG" "GMax" "GMin" "SCI" "RCI" "GER" "MSM*" "est.p.SCI" "est.p.RCI" "est.p.GER" "est.p.MSM*" "GER*" "GERt" "p.Wills" "Bayes"
"tree_1" 48 566.43 750.93 134.83 0.625 -1080.0625 0.299464372666775 0.238034708613597 0.91953795546366 0.422165853657852 0.384746556248221 0.503945261351933 0.696 0.357281177381875 0.304 1
"tree_2" 48 290.13 750.93 134.83 0.75 -504.4375 0.747930530757994 0.464722710509082 0.616036864900415 0.00425206399294184 0.00797970406572968 0.000341563140426855 0.987 0.892331525948877 0.013 1
"tree_3" 48 268.63 750.93 134.83 0.5 -459.645833333333 0.782827463074176 0.501917135092879 0.992540448289284 0.00239483994244256 0.00470080861948168 4.36132634052907e-05 0.998 0.933965917893106 0.002 1
"tree_4" 48 258.13 750.93 134.83 0.5 -437.770833333333 0.799870150949521 0.52233370782164 0.992540448289284 0.00178767054650215 0.0035467638865313 1.26012487365132e-05 0.999 0.95429899302866 0.002 1
"tree_5" 48 258.13 750.93 134.83 0.5 -437.770833333333 0.799870150949521 0.52233370782164 0.992540448289284 0.00178767054650215 0.0035467638865313 1.26012487365132e-05 0.999 0.95429899302866 0.002 1
"tree_6" 48 258.13 750.93 134.83 0.5 -437.770833333333 0.799870150949521 0.52233370782164 0.992540448289284 0.00178767054650215 0.0035467638865313 1.26012487365132e-05 0.999 0.95429899302866 0.002 1
"tree_7" 48 258.13 750.93 134.83 0.5 -437.770833333333 0.799870150949521 0.52233370782164 0.992540448289284 0.00178767054650215 0.0035467638865313 1.26012487365132e-05 0.999 0.95429899302866 0.002 1
"tree_8" 48 268.63 750.93 134.83 0.5 -459.645833333333 0.782827463074176 0.501917135092879 0.992540448289284 0.00239483994244256 0.00470080861948168 4.36132634052907e-05 0.998 0.933965917893106 0.002 1
"tree_9" 48 258.13 750.93 134.83 0.5 -437.770833333333 0.799870150949521 0.52233370782164 0.992540448289284 0.00178767054650215 0.0035467638865313 1.26012487365132e-05 0.999 0.95429899302866 0.002 1
"tree_10" 48 268.63 750.93 134.83 0.5 -459.645833333333 0.782827463074176 0.501917135092879 0.992540448289284 0.00239483994244256 0.00470080861948168 4.36132634052907e-05 0.998 0.933965917893106 0.002 1
