"SRL" "MIG" "GMax" "GMin" "SCI" "RCI" "GER" "MSM*" "est.p.SCI" "est.p.RCI" "est.p.GER" "est.p.MSM*" "GER*" "GERt" "p.Wills" "Bayes"
"tree_1" 114.04 236.2 301.6 74.5 0.8 -107.120308663627 0.287978863936592 0.31541066892464 0.122020340248792 0.693356896896781 0.677809220516059 0.70672553783434 0.369 0.288421052631579 0.632 1
"tree_2" 114.04 153.7 301.6 74.5 0.6 -34.7772711329358 0.651254953764861 0.484710474951204 0.90075938877705 0.0275925355027573 0.0319136887012333 0.0164063733014119 0.963 0.722631578947369 0.037 1
"tree_3" 114.04 134.8 301.6 74.5 0.5 -18.2041388986321 0.73447820343461 0.5526706231454 0.991847917992481 0.00670936034804413 0.00786830300746892 0.000727940033222176 0.988 0.822105263157895 0.012 1
"tree_4" 114.04 147.2 301.6 74.5 0.6 -29.0775166608207 0.679876706296785 0.506114130434783 0.90075938877705 0.0175023564197159 0.0205819630430114 0.00686431823077187 0.979 0.756842105263158 0.021 1
"tree_5" 114.04 147.2 301.6 74.5 0.6 -29.0775166608207 0.679876706296785 0.506114130434783 0.90075938877705 0.0175023564197159 0.0205819630430114 0.00686431823077187 0.979 0.756842105263158 0.021 1
"tree_6" 114.04 147.2 301.6 74.5 0.6 -29.0775166608207 0.679876706296785 0.506114130434783 0.90075938877705 0.0175023564197159 0.0205819630430114 0.00686431823077187 0.979 0.756842105263158 0.021 1
"tree_7" 114.04 147.2 301.6 74.5 0.6 -29.0775166608207 0.679876706296785 0.506114130434783 0.90075938877705 0.0175023564197159 0.0205819630430114 0.00686431823077187 0.979 0.756842105263158 0.021 1
"tree_8" 114.04 148.8 301.6 74.5 0.6 -30.4805331462645 0.672831351827389 0.500672043010753 0.90075938877705 0.0196364440319244 0.0230161452402044 0.0086467207980133 0.977 0.748421052631579 0.023 1
"tree_9" 114.04 159.9 301.6 74.5 0.7 -40.2139600140301 0.623954205195949 0.465916197623515 0.548139419687012 0.0413404041136964 0.0467782493065933 0.0325673529727071 0.939 0.69 0.0610000000000001 1
"tree_10" 114.04 141 301.6 74.5 0.5 -23.6408277797264 0.707177454865698 0.528368794326241 0.991847917992481 0.0109996112333188 0.0130115486640248 0.00249626572790429 0.986 0.789473684210526 0.014 1
"tree_11" 114.04 159.9 301.6 74.5 0.7 -40.2139600140301 0.623954205195949 0.465916197623515 0.548139419687012 0.0413404041136964 0.0467782493065933 0.0325673529727071 0.939 0.69 0.0610000000000001 1
"tree_12" 114.04 159.9 301.6 74.5 0.7 -40.2139600140301 0.623954205195949 0.465916197623515 0.548139419687012 0.0413404041136964 0.0467782493065933 0.0325673529727071 0.939 0.69 0.0610000000000001 1
"tree_13" 114.04 152.1 301.6 74.5 0.7 -33.3742546474921 0.658300308234258 0.489809335963182 0.548139419687012 0.0247416310637196 0.0287548724816021 0.0134495723665499 0.972 0.731052631578948 0.028 1
"tree_14" 114.04 138.1 301.6 74.5 0.6 -21.0978603998597 0.71994715984148 0.5394641564084 0.90075938877705 0.00876149100229525 0.0103444750185555 0.00144633598654053 0.986 0.804736842105263 0.014 1
"tree_15" 114.04 145.9 301.6 74.5 0.6 -27.9375657663977 0.68560105680317 0.510623714873201 0.90075938877705 0.0159172955260164 0.0187589780345307 0.0056416621709396 0.981 0.763684210526316 0.019 1
"tree_16" 114.04 159.9 301.6 74.5 0.7 -40.2139600140301 0.623954205195949 0.465916197623515 0.548139419687012 0.0413404041136964 0.0467782493065933 0.0325673529727071 0.939 0.69 0.0610000000000001 1
